#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.77321e+07 0.0995537 0.113192 0.000677425 0 0 0 0.0554234 0.000180612 0 0.138598 0 284128
1.5744e+08 0.103659 0.116691 0.00108507 0 0 0 0.064784 0.000317458 0 0.163006 0 111722
2.49704e+08 0.113077 0.127436 0.00122256 0 0 0 0.0741936 0.000363472 0.00858195 0.183058 0.00858195 95130
3.96737e+08 0.127325 0.142798 0.00135977 0 0 0 0.0823317 0.000394518 0.0181616 0.1863 0.0181616 84021
6.27079e+08 0.130824 0.146436 0.00144754 0 0 0 0.0820667 0.000418382 0.0181488 0.186223 0.0181488 75651
9.92086e+08 0.136028 0.153291 0.00161804 0 0 0 0.087102 0.000476368 0.0213915 0.192679 0.0213915 63487
1.57101e+09 0.150242 0.170607 0.00190866 0 0 0 0.0963482 0.000563042 0.0312177 0.202913 0.0312177 50971
2.49309e+09 0.164609 0.1888 0.00221865 0 1 0 0.104462 0.000651797 0.0393021 0.210355 0.0393021 41875
3.95208e+09 0.185795 0.214778 0.00258856 0 1 0 0.118757 0.000780069 0.0557363 0.221191 0.0557363 34538
6.26417e+09 0.206212 0.245872 0.00308794 0 1 0 0.133879 0.000930113 0.0716243 0.233319 0.0716243 28946
9.94146e+09 0.237382 0.2891 0.00366344 0 1 0 0.156121 0.0011357 0.0962821 0.245986 0.0962821 24092
1.57454e+10 0.273439 0.342935 0.00437812 0 1 0 0.183053 0.00136627 0.123777 0.268297 0.123777 20447
2.49669e+10 0.328407 0.43312 0.00534129 0 1 0 0.222423 0.00163704 0.168724 0.291091 0.168724 17524
3.94444e+10 0.372732 0.509274 0.00630199 0 1 0 0.267955 0.00193222 0.228922 0.303658 0.224747 14772
6.2327e+10 0.418466 0.590171 0.00761388 0 1 0 0.302605 0.00227562 0.27596 0.30948 0.261424 11578
9.82016e+10 0.442058 0.624952 0.00944357 0 1 0 0.347947 0.00290841 0.333189 0.32123 0.298511 7775
1.53416e+11 0.456861 0.646479 0.0129858 0 1 0 0.412505 0.00411736 0.415324 0.302117 0.332281 4161
2.41384e+11 0.430506 0.595406 0.0193513 0 1 0 0.519838 0.00609281 0.572635 0.206729 0.383194 1698
3.81642e+11 0.374233 0.490798 0.0325099 0 1 0 0.641051 0.00933188 0.708598 0.112106 0.305543 489
5.96166e+11 0.268817 0.354839 0.0677653 0 1 0 0.74072 0.0161536 0.791333 0.0718749 0.177544 93
9.68979e+11 0.0666667 0.0666667 0.0666667 0 0 0 0.837177 0.013258 0.824273 0.0639052 0.0428473 15
