#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.99493e+07 5.37888e+08 5.60853e+06 4.5052e+08 3.03164e+08 1.22761e+08 1.36385e+09 1.12309e+07 1.33261e+09 5.96654e+08 5.89564e+08 2184
1.57895e+08 5.45399e+08 8.10307e+06 4.58646e+08 2.94652e+08 1.30887e+08 1.28584e+09 1.61769e+07 1.26943e+09 6.03326e+08 5.94649e+08 1048
2.52119e+08 5.44686e+08 7.68939e+06 4.626e+08 3.01489e+08 1.34841e+08 1.24381e+09 1.5582e+07 1.20565e+09 6.67111e+08 5.30864e+08 1105
3.9627e+08 5.59142e+08 7.93466e+06 4.77585e+08 3.11583e+08 1.45296e+08 1.20012e+09 1.51877e+07 1.14127e+09 6.15695e+08 5.35262e+08 1137
6.32249e+08 5.63605e+08 8.37796e+06 4.70295e+08 3.5005e+08 1.37043e+08 1.14486e+09 1.57333e+07 1.0763e+09 6.80662e+08 4.70296e+08 1079
9.83968e+08 5.71566e+08 9.07535e+06 4.8097e+08 3.2152e+08 1.43603e+08 1.12817e+09 1.6551e+07 1.0763e+09 6.22037e+08 5.39586e+08 944
1.58179e+09 5.41224e+08 8.7466e+06 4.54619e+08 3.09469e+08 1.2414e+08 1.13299e+09 1.73244e+07 1.0763e+09 6.22037e+08 4.70296e+08 884
2.5019e+09 5.62963e+08 1.03357e+07 4.66483e+08 3.53862e+08 1.30508e+08 1.04455e+09 1.93028e+07 9.44654e+08 6.94375e+08 4.07939e+08 722
3.99679e+09 5.62426e+08 1.00243e+07 4.77585e+08 3.18312e+08 1.36307e+08 1.02e+09 1.99392e+07 9.44654e+08 5.73748e+08 4.07939e+08 637
6.22943e+09 5.53858e+08 1.12536e+07 4.626e+08 3.33858e+08 1.23952e+08 9.95819e+08 2.04419e+07 9.44654e+08 5.12454e+08 4.7771e+08 549
9.93002e+09 5.40508e+08 1.0517e+07 4.70295e+08 2.62423e+08 1.3432e+08 1.00697e+09 2.3858e+07 9.44654e+08 6.34393e+08 4.7771e+08 472
1.57796e+10 5.5092e+08 1.24988e+07 4.74045e+08 2.87672e+08 1.36678e+08 9.14557e+08 2.30304e+07 8.10788e+08 5.21825e+08 3.43845e+08 382
2.50438e+10 5.66164e+08 1.38767e+07 4.7771e+08 3.11458e+08 1.41735e+08 8.98272e+08 2.49021e+07 7.43049e+08 6.52126e+08 2.76105e+08 343
3.93469e+10 5.43561e+08 1.40638e+07 4.70295e+08 2.97963e+08 1.29017e+08 8.32629e+08 2.58528e+07 6.74785e+08 5.94649e+08 2.07841e+08 267
6.17603e+10 5.30373e+08 1.81258e+07 4.46348e+08 2.69789e+08 1.077e+08 8.79575e+08 3.10667e+07 7.43049e+08 5.89564e+08 2.76105e+08 189
9.89886e+10 4.7846e+08 1.56837e+07 4.42101e+08 1.79936e+08 1.06126e+08 9.5387e+08 4.02401e+07 8.77994e+08 5.17181e+08 4.1105e+08 117
1.53779e+11 4.76827e+08 2.51859e+07 4.04754e+08 2.45841e+08 7.15014e+07 9.07824e+08 6.04697e+07 8.10788e+08 6.4632e+08 3.43845e+08 52
2.28913e+11 3.78416e+08 2.81058e+07 3.35975e+08 8.56024e+07 2.32218e+07 1.00375e+09 1.3551e+08 8.77994e+08 4.54619e+08 2.71987e+08 13
4.7851e+11 3.82884e+08 3.82884e+08 3.82884e+08 0 0 3.60165e+08 3.60165e+08 3.60165e+08 0 0 1
