#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.4385 0.236177 0.277833 0.000702257 0 1 0 0.143955 0.000159031 0.111412 0.152819 0.0805122 594169
62.1691 0.252224 0.300444 0.00137858 0 1 0 0.123285 0.000249343 0.0990164 0.123593 0.0698754 167712
78.6114 0.25271 0.297608 0.00192965 0 1 0 0.127229 0.000349637 0.105268 0.123615 0.07549 83012
99.2889 0.275884 0.326731 0.00250934 0 1 0 0.139934 0.000458538 0.118222 0.13007 0.0807898 52707
124.724 0.318145 0.383336 0.00331 0 1 0 0.169741 0.000630315 0.151258 0.144796 0.10476 34698
157.529 0.380718 0.47841 0.00450253 0 1 0 0.203362 0.00093044 0.185419 0.174352 0.138344 23390
198.137 0.463879 0.625156 0.00609548 0 1 0 0.264148 0.00135538 0.247229 0.21231 0.176767 16791
248.74 0.488121 0.66425 0.00785048 0 1 0 0.344281 0.0018661 0.33648 0.219455 0.205192 10481
312.833 0.438591 0.577685 0.00978147 0 1 0 0.398278 0.00240629 0.395174 0.201418 0.197041 5960
393.728 0.378756 0.483156 0.0121597 0 1 0 0.421058 0.00301278 0.422903 0.180209 0.185417 3295
494.255 0.336651 0.415691 0.0157676 0 1 0 0.42866 0.00366954 0.430566 0.15626 0.152753 1708
620.943 0.297561 0.364634 0.0214839 0 1 0 0.409533 0.004796 0.412767 0.134786 0.14342 820
780.236 0.245125 0.286908 0.0289142 0 1 0 0.388419 0.0064792 0.374886 0.135692 0.105494 359
973.069 0.194245 0.215827 0.0392328 0 1 0 0.351027 0.00842186 0.351894 0.105089 0.100683 139
1213.42 0.0540541 0.0540541 0.0376874 0 0 0 0.306009 0.0134342 0.322851 0.0425855 0.0805857 37
1622.9 0 0 0 0 0 0 0.238268 0.0309365 0.269204 0 0.061873 2
