#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.75 - 11.25
#HM   Stats: 2.223530e+12 (median) + 2.852940e+12  / - 9.789701e+11
#SM   Stats: 8.932950e+10 (median) + 4.494850e+10  / - 2.480800e+10
#VMP  Stats: 2.591200e+02 (median) + 7.370001e+01  / - 3.914999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.903228e-12 (median) + 3.007299e-12  / - 1.174142e-12
sfh 0.055623 0 0 0 #avg: 0.00141957; avg_err: 0.000855429; sd: 0.0747999; counts: 7647
sfh 0.060123 0 0 0 #avg: 0.015423; avg_err: 0.00570188; sd: 0.49858; counts: 7647
sfh 0.062373 0 0 0 #avg: 0.0263953; avg_err: 0.00701125; sd: 0.613073; counts: 7647
sfh 0.064623 0 0 0 #avg: 0.064083; avg_err: 0.0225521; sd: 1.97199; counts: 7647
sfh 0.066873 0 0 0 #avg: 0.0863956; avg_err: 0.0146104; sd: 1.27756; counts: 7647
sfh 0.069123 0 0 0 #avg: 0.140082; avg_err: 0.0218109; sd: 1.90718; counts: 7647
sfh 0.071373 0 0 0 #avg: 0.181979; avg_err: 0.0213682; sd: 1.86847; counts: 7647
sfh 0.073623 0 0.0399959 0 #avg: 0.211572; avg_err: 0.0145766; sd: 1.2746; counts: 7647
sfh 0.075873 0 0.125622 0 #avg: 0.293072; avg_err: 0.0242636; sd: 2.12165; counts: 7647
sfh 0.078123 0 0.247803 0 #avg: 0.398655; avg_err: 0.0247732; sd: 2.16621; counts: 7647
sfh 0.080373 0 0.428406 0 #avg: 0.498552; avg_err: 0.0341533; sd: 2.98641; counts: 7647
sfh 0.082623 0 0.548286 0 #avg: 0.519629; avg_err: 0.0322611; sd: 2.82096; counts: 7647
sfh 0.085998 0.0238362 0.761091 0.0238362 #avg: 0.727633; avg_err: 0.0436084; sd: 3.81318; counts: 7647
sfh 0.089373 0.0686619 0.957948 0.0686619 #avg: 0.848002; avg_err: 0.0379394; sd: 3.31747; counts: 7647
sfh 0.092748 0.122394 1.09507 0.122394 #avg: 1.04808; avg_err: 0.0520619; sd: 4.55236; counts: 7647
sfh 0.096123 0.187181 1.29366 0.187181 #avg: 1.28552; avg_err: 0.0608455; sd: 5.32041; counts: 7647
sfh 0.099498 0.250842 1.50085 0.246626 #avg: 1.5541; avg_err: 0.0862572; sd: 7.54245; counts: 7647
sfh 0.102873 0.304689 1.83318 0.289441 #avg: 1.79005; avg_err: 0.0800591; sd: 7.00048; counts: 7647
sfh 0.106248 0.364388 2.15126 0.335505 #avg: 2.0419; avg_err: 0.0841071; sd: 7.35445; counts: 7647
sfh 0.109623 0.433762 2.61681 0.389192 #avg: 2.47974; avg_err: 0.134486; sd: 11.7596; counts: 7647
sfh 0.112998 0.514871 2.99604 0.455262 #avg: 2.90949; avg_err: 0.176636; sd: 15.4453; counts: 7647
sfh 0.116373 0.606391 3.48602 0.535391 #avg: 3.45563; avg_err: 0.228304; sd: 19.9632; counts: 7647
sfh 0.119748 0.69919 3.97008 0.612095 #avg: 3.822; avg_err: 0.201479; sd: 17.6176; counts: 7647
sfh 0.123123 0.799439 4.513 0.696311 #avg: 4.30875; avg_err: 0.197577; sd: 17.2764; counts: 7647
sfh 0.126498 0.920961 5.16229 0.800908 #avg: 4.8111; avg_err: 0.204764; sd: 17.9048; counts: 7647
sfh 0.129873 1.06085 5.58429 0.919474 #avg: 5.53024; avg_err: 0.241861; sd: 21.1487; counts: 7647
sfh 0.133248 1.20118 6.19979 1.03729 #avg: 5.99191; avg_err: 0.240179; sd: 21.0016; counts: 7647
sfh 0.136623 1.38841 6.81416 1.19961 #avg: 6.48414; avg_err: 0.236813; sd: 20.7073; counts: 7647
sfh 0.141685 1.61782 7.95377 1.38806 #avg: 7.46199; avg_err: 0.271734; sd: 23.7608; counts: 7647
sfh 0.146748 1.84557 9.22783 1.56859 #avg: 8.17414; avg_err: 0.273177; sd: 23.887; counts: 7647
sfh 0.15181 2.16098 10.788 1.83544 #avg: 9.37956; avg_err: 0.316862; sd: 27.7068; counts: 7647
sfh 0.156873 2.52037 11.8909 2.13861 #avg: 10.6638; avg_err: 0.356699; sd: 31.1903; counts: 7647
sfh 0.161935 2.90528 13.8651 2.45242 #avg: 11.9772; avg_err: 0.402142; sd: 35.1639; counts: 7647
sfh 0.166998 3.38005 15.6661 2.8742 #avg: 13.8621; avg_err: 0.467041; sd: 40.8388; counts: 7647
sfh 0.17206 3.78668 17.3877 3.20157 #avg: 15.4078; avg_err: 0.485083; sd: 42.4163; counts: 7647
sfh 0.177123 4.28407 19.4906 3.60166 #avg: 16.9176; avg_err: 0.491044; sd: 42.9375; counts: 7647
sfh 0.182185 4.87962 21.7573 4.09353 #avg: 18.4133; avg_err: 0.515883; sd: 45.1096; counts: 7647
sfh 0.187248 5.37364 24.2936 4.50826 #avg: 20.1948; avg_err: 0.546118; sd: 47.7533; counts: 7647
sfh 0.19231 5.97151 27.0737 4.98906 #avg: 21.6314; avg_err: 0.556624; sd: 48.672; counts: 7647
sfh 0.197373 6.60506 29.2604 5.49976 #avg: 23.206; avg_err: 0.573866; sd: 50.1796; counts: 7647
sfh 0.202435 7.33498 32.4093 6.09489 #avg: 24.8471; avg_err: 0.597799; sd: 52.2724; counts: 7647
sfh 0.207498 8.16933 34.8615 6.84348 #avg: 26.0191; avg_err: 0.580296; sd: 50.7419; counts: 7647
sfh 0.21256 9.05683 38.1156 7.5377 #avg: 27.5192; avg_err: 0.589412; sd: 51.539; counts: 7647
sfh 0.217623 9.83325 41.804 8.23629 #avg: 29.2786; avg_err: 0.607823; sd: 53.1489; counts: 7647
sfh 0.222685 10.6613 44.4788 8.88279 #avg: 31.2523; avg_err: 0.630953; sd: 55.1714; counts: 7647
sfh 0.227748 11.4114 47.4776 9.46585 #avg: 32.7023; avg_err: 0.648108; sd: 56.6715; counts: 7647
sfh 0.23281 12.5759 49.7283 10.501 #avg: 34.5598; avg_err: 0.670924; sd: 58.6665; counts: 7647
sfh 0.237873 13.7375 51.4338 11.4845 #avg: 35.9498; avg_err: 0.676671; sd: 59.1691; counts: 7647
sfh 0.242935 14.8449 54.2441 12.3156 #avg: 38.0839; avg_err: 0.705652; sd: 61.7032; counts: 7647
sfh 0.247998 16.0959 56.7235 13.3344 #avg: 39.754; avg_err: 0.71234; sd: 62.2881; counts: 7647
sfh 0.25306 17.3854 60.0482 14.4662 #avg: 41.1854; avg_err: 0.713501; sd: 62.3896; counts: 7647
sfh 0.258123 19.3119 62.5081 16.3306 #avg: 42.6524; avg_err: 0.702905; sd: 61.463; counts: 7647
sfh 0.263185 20.7315 63.2743 17.5914 #avg: 43.9691; avg_err: 0.705043; sd: 61.65; counts: 7647
sfh 0.268248 22.6041 65.4104 19.1217 #avg: 45.6434; avg_err: 0.699095; sd: 61.1298; counts: 7647
sfh 0.27331 24.6087 66.655 20.7877 #avg: 47.4181; avg_err: 0.705408; sd: 61.6819; counts: 7647
sfh 0.278373 26.1538 69.4044 22.2148 #avg: 48.9873; avg_err: 0.703654; sd: 61.5285; counts: 7647
sfh 0.283435 28.7786 70.4991 24.5964 #avg: 50.4157; avg_err: 0.711016; sd: 62.1723; counts: 7647
sfh 0.288498 30.5826 69.9034 26.244 #avg: 51.592; avg_err: 0.70006; sd: 61.2142; counts: 7647
sfh 0.29356 31.7647 70.3653 27.5136 #avg: 52.7771; avg_err: 0.701866; sd: 61.3721; counts: 7647
sfh 0.298623 33.2717 69.9723 28.8657 #avg: 53.7365; avg_err: 0.708208; sd: 61.9267; counts: 7647
sfh 0.303685 33.8797 71.3083 29.7661 #avg: 54.6535; avg_err: 0.715556; sd: 62.5692; counts: 7647
sfh 0.308748 36.2015 68.3495 32.2207 #avg: 55.4473; avg_err: 0.709774; sd: 62.0637; counts: 7647
sfh 0.31381 37.3838 68.9352 33.9029 #avg: 56.0259; avg_err: 0.714983; sd: 62.5191; counts: 7647
sfh 0.318873 38.4344 67.5916 35.3215 #avg: 56.3826; avg_err: 0.712692; sd: 62.3188; counts: 7647
sfh 0.323935 38.9175 66.5015 36.4175 #avg: 56.2944; avg_err: 0.705381; sd: 61.6795; counts: 7647
sfh 0.328997 39.6374 64.9716 37.9136 #avg: 55.8903; avg_err: 0.689831; sd: 60.3198; counts: 7647
sfh 0.33406 40.2009 63.6901 39.0277 #avg: 55.1085; avg_err: 0.667694; sd: 58.3841; counts: 7647
sfh 0.339122 40.089 62.339 39.2223 #avg: 53.92; avg_err: 0.649709; sd: 56.8114; counts: 7647
sfh 0.344185 39.9431 59.7317 39.3492 #avg: 53.2515; avg_err: 0.640239; sd: 55.9834; counts: 7647
sfh 0.349247 39.7551 56.8272 39.2658 #avg: 52.1497; avg_err: 0.635228; sd: 55.5452; counts: 7647
sfh 0.35431 38.429 56.5607 38.0399 #avg: 50.915; avg_err: 0.626028; sd: 54.7408; counts: 7647
sfh 0.359372 37.9145 55.5669 37.5859 #avg: 49.4689; avg_err: 0.614718; sd: 53.7518; counts: 7647
sfh 0.364435 36.8864 54.8933 36.6009 #avg: 48.3484; avg_err: 0.615679; sd: 53.8358; counts: 7647
sfh 0.369497 35.9423 53.5504 35.6982 #avg: 46.4758; avg_err: 0.595887; sd: 52.1052; counts: 7647
sfh 0.37456 34.0753 51.2424 33.8514 #avg: 44.4781; avg_err: 0.583543; sd: 51.0259; counts: 7647
sfh 0.379622 32.3082 49.0512 32.1159 #avg: 42.3401; avg_err: 0.568713; sd: 49.7291; counts: 7647
sfh 0.384685 30.2521 49.3503 30.0813 #avg: 40.1887; avg_err: 0.545783; sd: 47.7241; counts: 7647
sfh 0.389747 27.7688 47.8181 27.6108 #avg: 37.7812; avg_err: 0.522274; sd: 45.6684; counts: 7647
sfh 0.39481 24.9148 47.0106 24.7728 #avg: 35.3988; avg_err: 0.50275; sd: 43.9612; counts: 7647
sfh 0.399872 21.6207 46.1652 21.4914 #avg: 32.7188; avg_err: 0.480054; sd: 41.9766; counts: 7647
sfh 0.404935 15.7893 48.9817 15.67 #avg: 30.3888; avg_err: 0.470491; sd: 41.1404; counts: 7647
sfh 0.409997 9.0867 52.0107 8.97646 #avg: 28.2997; avg_err: 0.458232; sd: 40.0684; counts: 7647
sfh 0.41506 2.6416 52.5179 2.53978 #avg: 25.8743; avg_err: 0.438401; sd: 38.3344; counts: 7647
sfh 0.420122 0.949728 50.889 0.856893 #avg: 23.6581; avg_err: 0.422075; sd: 36.9068; counts: 7647
sfh 0.425185 0.634594 47.7733 0.549103 #avg: 21.5351; avg_err: 0.401038; sd: 35.0673; counts: 7647
sfh 0.430247 0.487101 44.6781 0.406856 #avg: 19.7144; avg_err: 0.384343; sd: 33.6075; counts: 7647
sfh 0.43531 0.398433 40.402 0.322138 #avg: 17.3266; avg_err: 0.348416; sd: 30.466; counts: 7647
sfh 0.440372 0.342053 36.2217 0.270424 #avg: 15.4344; avg_err: 0.324914; sd: 28.4109; counts: 7647
