#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.0893 9.67742e+08 3.50603e+06 7.15814e+08 8.12646e+08 3.54196e+08 1.81302e+09 6.58858e+06 1.38435e+09 1.77555e+09 7.79114e+08 45446
62.4511 9.17024e+08 4.98421e+06 6.82122e+08 8.09386e+08 3.30476e+08 1.54786e+09 9.21139e+06 1.16825e+09 1.39422e+09 5.63017e+08 20431
79.4635 1.02954e+09 6.6085e+06 7.28061e+08 9.99068e+08 3.7067e+08 1.52918e+09 1.12509e+07 1.16825e+09 1.27584e+09 5.63017e+08 14853
99.0891 1.1811e+09 8.74478e+06 8.43665e+08 1.21482e+09 4.52224e+08 1.66226e+09 1.38065e+07 1.28215e+09 1.39907e+09 6.76918e+08 11077
124.915 1.33824e+09 1.31765e+07 9.36049e+08 1.39473e+09 4.83023e+08 1.90278e+09 1.90964e+07 1.51125e+09 1.52846e+09 8.06797e+08 7018
156.588 1.65321e+09 2.22212e+07 1.15783e+09 1.88096e+09 6.91374e+08 2.20237e+09 2.70589e+07 1.74201e+09 2.02384e+09 1.02505e+09 4099
196.67 2.07202e+09 3.9112e+07 1.38435e+09 2.62601e+09 8.90406e+08 2.59189e+09 4.19357e+07 2.0834e+09 2.54282e+09 1.36644e+09 2167
245.634 2.64054e+09 7.45771e+07 1.7692e+09 3.43327e+09 1.15869e+09 2.65427e+09 6.59008e+07 2.09125e+09 2.7829e+09 1.37429e+09 918
309.708 3.4432e+09 1.602e+08 2.71971e+09 3.95065e+09 2.00275e+09 2.30962e+09 1.01757e+08 1.7692e+09 2.48676e+09 1.05224e+09 271
389.305 3.94906e+09 3.55807e+08 3.2169e+09 4.13815e+09 2.38778e+09 2.0467e+09 1.84287e+08 1.74201e+09 1.65932e+09 1.02505e+09 65
488.012 2.23125e+09 3.9781e+08 1.63771e+09 2.37265e+09 8.17248e+08 2.18649e+09 2.73157e+08 2.09125e+09 1.67459e+09 1.26213e+09 18
603.015 3.54438e+09 1.33088e+09 2.88369e+09 5.90846e+09 2.52855e+09 2.65802e+09 5.01221e+08 2.56247e+09 1.57056e+09 1.62073e+09 6
730.679 7.8623e+08 2.98391e+08 1.08462e+09 0 5.96783e+08 3.10187e+09 4.20646e+08 3.52252e+09 0 8.41292e+08 2
