#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.10572e+07 4.75384e+08 6.8973e+06 4.06005e+08 2.16032e+08 8.2858e+07 4.07812e+09 2.39078e+07 4.22253e+09 4.55301e+08 6.28269e+08 870
1.58532e+08 5.03056e+08 1.17914e+07 4.11571e+08 2.62753e+08 9.31214e+07 3.99064e+09 3.10029e+07 4.10191e+09 5.21663e+08 7.07614e+08 457
2.48404e+08 4.94248e+08 1.00667e+07 4.18078e+08 2.56185e+08 9.49306e+07 3.98625e+09 3.24582e+07 4.10191e+09 5.21663e+08 7.07614e+08 491
3.97849e+08 5.27237e+08 1.10223e+07 4.42101e+08 2.91911e+08 1.14342e+08 3.86839e+09 3.59147e+07 3.97868e+09 6.44891e+08 7.89168e+08 511
6.36297e+08 5.4356e+08 1.27745e+07 4.43556e+08 2.90456e+08 1.18776e+08 3.71052e+09 3.65856e+07 3.91612e+09 5.96655e+08 1.07788e+09 589
1.00746e+09 5.48519e+08 1.24156e+07 4.652e+08 2.96517e+08 1.46241e+08 3.52032e+09 4.20112e+07 3.72477e+09 7.31492e+08 1.2052e+09 566
1.57974e+09 6.09879e+08 1.57949e+07 4.84849e+08 3.87906e+08 1.54369e+08 3.35223e+09 4.38985e+07 3.65981e+09 7.39229e+08 1.48217e+09 629
2.53282e+09 6.07515e+08 1.34983e+07 4.75409e+08 4.07447e+08 1.44929e+08 3.07494e+09 4.46309e+07 3.32655e+09 9.5529e+08 1.68364e+09 738
3.97218e+09 6.54135e+08 1.45918e+07 5.07642e+08 4.48693e+08 1.65915e+08 2.90558e+09 4.527e+07 3.25829e+09 9.64245e+08 2.08592e+09 833
6.34834e+09 6.6687e+08 1.40841e+07 5.02013e+08 5.32323e+08 1.60499e+08 2.58657e+09 4.34166e+07 2.69447e+09 1.34614e+09 1.76096e+09 942
1.01388e+10 7.25932e+08 1.58867e+07 5.41607e+08 5.59418e+08 1.9988e+08 2.39008e+09 4.17406e+07 2.3272e+09 1.65148e+09 1.5541e+09 1062
1.59925e+10 7.40964e+08 1.40572e+07 5.54075e+08 6.1801e+08 2.09846e+08 2.20157e+09 3.48496e+07 2.02659e+09 1.76257e+09 1.25349e+09 1370
2.50419e+10 7.77379e+08 1.28188e+07 6.21472e+08 5.88052e+08 2.58786e+08 2.03559e+09 3.17925e+07 1.7203e+09 1.87396e+09 1.02774e+09 1580
3.97766e+10 7.4881e+08 1.21907e+07 5.8563e+08 5.90195e+08 2.29652e+08 1.96648e+09 3.20729e+07 1.68686e+09 1.90741e+09 1.07504e+09 1524
6.20984e+10 6.74397e+08 1.04488e+07 5.51839e+08 4.61535e+08 2.02994e+08 1.93979e+09 3.38891e+07 1.64291e+09 1.88524e+09 1.0311e+09 1360
9.85834e+10 6.72632e+08 1.38533e+07 5.43816e+08 4.91508e+08 1.89459e+08 1.94163e+09 4.48881e+07 1.56521e+09 2.02905e+09 9.53396e+08 833
1.52202e+11 7.01871e+08 2.35043e+07 5.55505e+08 4.75591e+08 2.04232e+08 1.78196e+09 7.14125e+07 1.093e+09 2.50127e+09 5.62121e+08 344
2.42685e+11 7.51347e+08 5.07474e+07 5.60556e+08 5.51481e+08 2.37208e+08 1.5656e+09 1.24996e+08 8.53413e+08 2.60808e+09 3.22537e+08 120
3.74605e+11 8.79143e+08 1.1907e+08 7.14118e+08 5.43849e+08 3.12561e+08 1.23515e+09 2.1886e+08 6.92559e+08 8.72654e+08 1.61682e+08 32
5.88962e+11 7.53775e+08 2.19907e+08 6.39673e+08 9.31744e+08 3.23753e+08 7.14483e+08 1.03372e+08 6.11817e+08 4.81181e+08 8.09404e+07 5
