#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
41.8004 1 0 1.08573e+08 6.18951e+07 0 3.60165e+08 0 0.179411 0.00653384 0.16885 0.029999 0.0065065 0.192544 0.00719348 0.189745 0.0157129 0.0181347 0.244634 0.00926487 0.256497 0.0255521 0.052042 17
61.5514 1 0 3.14885e+08 3.14885e+08 0 9.44654e+08 0 0.161267 0.0151514 0.148598 0.0428429 0.00483561 0.1928 0.0309754 0.174987 0.0781057 0.0246644 0.223352 0.0374771 0.227241 0.0589918 0.0706577 3
77.1842 1 0 3.73828e+08 1.92158e+08 0 1.0763e+09 0 0.174693 0.015694 0.157002 0.0454458 0.00863804 0.226226 0.017146 0.225035 0.0628205 0.0475988 0.272231 0.0118892 0.272491 0.0362579 0.0338824 8
101.487 1 0 2.68174e+08 8.37796e+07 0 5.36715e+08 0 0.166676 0.0055917 0.168623 0.0228325 0.0307431 0.217452 0.00635001 0.218975 0.0325941 0.038269 0.275792 0.00558399 0.283997 0.020994 0.0262904 32
130.196 1 0 2.75002e+08 3.30108e+07 0 6.74785e+08 0 0.179437 0.00289815 0.17876 0.0414855 0.0384117 0.240924 0.0026276 0.247346 0.0307489 0.043214 0.288105 0.0017958 0.295805 0.011547 0.0308779 182
162.671 1 0 2.85824e+08 1.34501e+07 0 6.74785e+08 0 0.186393 0.00134189 0.184227 0.0457797 0.0396282 0.251153 0.00113473 0.25704 0.0300533 0.0413597 0.292383 0.000810291 0.298458 0.0148745 0.0267873 918
202.664 0.99963 0.000369549 3.50153e+08 8.35312e+06 0 8.10788e+08 0 0.191363 0.000810992 0.188543 0.0489983 0.0401495 0.253325 0.000687909 0.258843 0.0310873 0.0426873 0.292078 0.000518726 0.299402 0.0163577 0.0324357 2706
251.946 1 0 4.27384e+08 7.21608e+06 3.60165e+08 5.17828e+08 3.60165e+08 0.196676 0.000643702 0.195787 0.0471256 0.0438937 0.252907 0.000564013 0.260006 0.0292321 0.0453248 0.287872 0.000461133 0.296065 0.0183462 0.0375931 4244
314.512 0.999756 0.000244499 5.10765e+08 7.4869e+06 4.66944e+08 5.43816e+08 4.66944e+08 0.187924 0.000618947 0.186047 0.0443737 0.0376855 0.242734 0.000579596 0.247772 0.0327774 0.0429728 0.278355 0.000511931 0.286409 0.022177 0.0400657 4090
391.972 1 0 6.13869e+08 1.00016e+07 6.06006e+08 5.35262e+08 6.06006e+08 0.176595 0.000718021 0.175295 0.0365913 0.0342471 0.227316 0.000729033 0.229192 0.0346 0.0372259 0.26519 0.000697722 0.271482 0.0268353 0.041735 2345
491.527 1 0 6.95148e+08 1.52675e+07 6.74785e+08 5.30864e+08 6.74785e+08 0.164097 0.000983973 0.162446 0.0333035 0.0285709 0.212036 0.00106366 0.212143 0.0346592 0.0353216 0.252202 0.00105406 0.254581 0.0326656 0.0363969 999
616.65 1 0 7.57891e+08 2.95155e+07 7.43049e+08 5.26385e+08 7.43049e+08 0.150522 0.00167228 0.148974 0.0277806 0.0272231 0.191463 0.00191521 0.190402 0.0349134 0.0298761 0.23479 0.0020161 0.236192 0.0362006 0.036404 275
766.246 1 0 7.86281e+08 6.24664e+07 8.10788e+08 5.21825e+08 8.10788e+08 0.141355 0.00330656 0.140929 0.0240176 0.0256945 0.176699 0.0035978 0.177608 0.0293113 0.031814 0.221132 0.00386393 0.221588 0.0315185 0.0287049 62
971.228 1 0 5.71681e+08 1.81294e+08 8.77994e+08 6.66607e+07 8.77994e+08 0.149117 0.00651002 0.147954 0.0165854 0.00600241 0.181835 0.00620111 0.189183 0.00935565 0.025053 0.238492 0.00966771 0.226561 0.0236909 0.00198302 8
