#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.7216e+07 0.00515984 0.00519381 0.000133349 0 0 0 0.00364275 4.28807e-05 0 0 0 294389
1.56767e+08 0.00700305 0.00708118 0.000264953 0 0 0 0.00469564 8.49322e-05 0 0 0 102384
2.48342e+08 0.00975317 0.00988356 0.000361939 0 0 0 0.0063216 0.000118705 0 0 0 76693
3.93776e+08 0.0128145 0.0129879 0.000477815 0 0 0 0.00829796 0.000165001 0 0 0 57669
6.24094e+08 0.0160802 0.0164064 0.00062553 0 0 0 0.0101923 0.00021364 0 0 0 42910
9.86982e+08 0.0187296 0.0189835 0.000779317 0 0 0 0.0124534 0.000275712 0 0 0 31501
1.56598e+09 0.0211788 0.0213556 0.000969404 0 0 0 0.014595 0.000350354 0 0.00909852 0 22617
2.47758e+09 0.0252516 0.0258212 0.00129002 0 0 0 0.0167244 0.000453347 0 0.018253 0 15801
3.93364e+09 0.0289749 0.0291572 0.00161638 0 0 0 0.0206209 0.000599175 0 0.024421 0 10975
6.21868e+09 0.0311093 0.0313741 0.00202328 0 0 0 0.0240096 0.000773604 0 0.0355995 0 7554
9.85755e+09 0.040262 0.0408399 0.00278753 0 0 0 0.0268104 0.00092475 0 0.0476694 0 5191
1.56545e+10 0.0435401 0.0446784 0.00359998 0 0 0 0.0316063 0.00132371 0 0.0532569 0 3514
2.47706e+10 0.0401891 0.0405831 0.00395701 0 0 0 0.0311441 0.00144713 0 0.0576523 0 2538
3.925e+10 0.0522255 0.0545994 0.00578546 0 0 0 0.0313159 0.0017981 0 0.0643551 0 1685
6.19784e+10 0.059292 0.0610619 0.00734287 0 0 0 0.037536 0.00232995 0 0.0838021 0 1130
9.7228e+10 0.0454545 0.0483871 0.00873083 0 0 0 0.0381264 0.00290233 0 0.07334 0 682
1.55225e+11 0.0220588 0.0220588 0.00728032 0 0 0 0.0290033 0.00327571 0 0.0517627 0 408
2.44568e+11 0.0251572 0.0251572 0.0124586 0 0 0 0.0235452 0.00443194 0 0.0492571 0 159
3.80718e+11 0 0 0 0 0 0 0.0180177 0.00542905 0 0.0469036 0 32
5.5559e+11 0 0 0 0 0 0 0.0309088 0.0214893 0.0205011 0.0517243 0.0205011 3
