#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 9.75 - 10.25
#HM   Stats: 4.780880e+11 (median) + 1.800000e+11  / - 1.344120e+11
#SM   Stats: 9.378590e+09 (median) + 4.927010e+09  / - 2.837060e+09
#VMP  Stats: 1.492100e+02 (median) + 1.278000e+01  / - 1.099001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.049558e-09 (median) + 9.108282e-10  / - 4.628534e-10
sfh 0.055623 0 0 0 #avg: 6.07256e-06; avg_err: 5.5594e-06; sd: 0.00178241; counts: 102793
sfh 0.060123 0 0 0 #avg: 3.99881e-05; avg_err: 2.59396e-05; sd: 0.00831656; counts: 102793
sfh 0.062373 0 0 0 #avg: 0.000168682; avg_err: 5.29267e-05; sd: 0.0169689; counts: 102793
sfh 0.064623 0 0 0 #avg: 0.000798673; avg_err: 0.000257785; sd: 0.082649; counts: 102793
sfh 0.066873 0 0 0 #avg: 0.001445; avg_err: 0.00020099; sd: 0.0644399; counts: 102793
sfh 0.069123 0 0 0 #avg: 0.0026976; avg_err: 0.000299335; sd: 0.0959705; counts: 102793
sfh 0.071373 0 0 0 #avg: 0.00448416; avg_err: 0.000346621; sd: 0.111131; counts: 102793
sfh 0.073623 0 0 0 #avg: 0.00787524; avg_err: 0.000609457; sd: 0.195399; counts: 102793
sfh 0.075873 0 0 0 #avg: 0.0110555; avg_err: 0.000688418; sd: 0.220715; counts: 102793
sfh 0.078123 0 0 0 #avg: 0.0154105; avg_err: 0.000768709; sd: 0.246457; counts: 102793
sfh 0.080373 0 0 0 #avg: 0.020591; avg_err: 0.000730578; sd: 0.234232; counts: 102793
sfh 0.082623 0 0 0 #avg: 0.0246538; avg_err: 0.000802701; sd: 0.257356; counts: 102793
sfh 0.085998 0 0.00163384 0 #avg: 0.0385127; avg_err: 0.000959457; sd: 0.307613; counts: 102793
sfh 0.089373 0 0.0211155 0 #avg: 0.0494657; avg_err: 0.000911289; sd: 0.29217; counts: 102793
sfh 0.092748 0 0.0512987 0 #avg: 0.0620123; avg_err: 0.000936685; sd: 0.300312; counts: 102793
sfh 0.096123 0 0.0835749 0 #avg: 0.0768914; avg_err: 0.00104103; sd: 0.333768; counts: 102793
sfh 0.099498 0 0.115187 0 #avg: 0.0908528; avg_err: 0.00128757; sd: 0.412811; counts: 102793
sfh 0.102873 0.00399532 0.13868 0.00399532 #avg: 0.106885; avg_err: 0.00183864; sd: 0.58949; counts: 102793
sfh 0.106248 0.0116777 0.158139 0.0116777 #avg: 0.121516; avg_err: 0.00175452; sd: 0.56252; counts: 102793
sfh 0.109623 0.0199292 0.174179 0.0199292 #avg: 0.135842; avg_err: 0.00157412; sd: 0.504681; counts: 102793
sfh 0.112998 0.0279938 0.18901 0.0279938 #avg: 0.151791; avg_err: 0.00177237; sd: 0.568244; counts: 102793
sfh 0.116373 0.0346825 0.204487 0.0346825 #avg: 0.168656; avg_err: 0.00176014; sd: 0.564321; counts: 102793
sfh 0.119748 0.0415535 0.2248 0.0415289 #avg: 0.186261; avg_err: 0.00194803; sd: 0.62456; counts: 102793
sfh 0.123123 0.0490039 0.247521 0.0476789 #avg: 0.204076; avg_err: 0.00200919; sd: 0.64417; counts: 102793
sfh 0.126498 0.0571999 0.265124 0.05419 #avg: 0.222498; avg_err: 0.00216694; sd: 0.694746; counts: 102793
sfh 0.129873 0.0662404 0.293016 0.0612665 #avg: 0.242658; avg_err: 0.00227708; sd: 0.73006; counts: 102793
sfh 0.133248 0.0752805 0.318764 0.0682279 #avg: 0.265513; avg_err: 0.00252879; sd: 0.810759; counts: 102793
sfh 0.136623 0.0848251 0.344937 0.0753962 #avg: 0.287161; avg_err: 0.00247178; sd: 0.792482; counts: 102793
sfh 0.141685 0.0994432 0.38858 0.086213 #avg: 0.324106; avg_err: 0.0026731; sd: 0.857027; counts: 102793
sfh 0.146748 0.11682 0.432861 0.0994476 #avg: 0.356061; avg_err: 0.00273837; sd: 0.877956; counts: 102793
sfh 0.15181 0.133206 0.480613 0.111475 #avg: 0.391373; avg_err: 0.00290123; sd: 0.93017; counts: 102793
sfh 0.156873 0.152682 0.522046 0.126335 #avg: 0.429438; avg_err: 0.00304732; sd: 0.977006; counts: 102793
sfh 0.161935 0.174503 0.575686 0.143412 #avg: 0.469124; avg_err: 0.00325022; sd: 1.04206; counts: 102793
sfh 0.166998 0.195554 0.634205 0.159033 #avg: 0.509532; avg_err: 0.00338489; sd: 1.08524; counts: 102793
sfh 0.17206 0.215683 0.678266 0.174615 #avg: 0.548451; avg_err: 0.00353721; sd: 1.13407; counts: 102793
sfh 0.177123 0.239984 0.723638 0.192895 #avg: 0.586065; avg_err: 0.00357217; sd: 1.14528; counts: 102793
sfh 0.182185 0.26466 0.76865 0.210447 #avg: 0.627432; avg_err: 0.00373877; sd: 1.19869; counts: 102793
sfh 0.187248 0.288202 0.816278 0.228145 #avg: 0.667467; avg_err: 0.00389782; sd: 1.24969; counts: 102793
sfh 0.19231 0.312903 0.865537 0.245202 #avg: 0.704841; avg_err: 0.00397815; sd: 1.27544; counts: 102793
sfh 0.197373 0.339391 0.913899 0.264755 #avg: 0.743622; avg_err: 0.0040841; sd: 1.30941; counts: 102793
sfh 0.202435 0.368126 0.964844 0.285607 #avg: 0.784958; avg_err: 0.00419112; sd: 1.34372; counts: 102793
sfh 0.207498 0.397783 1.0176 0.307717 #avg: 0.829623; avg_err: 0.00425585; sd: 1.36448; counts: 102793
sfh 0.21256 0.429251 1.06066 0.330338 #avg: 0.872873; avg_err: 0.00438358; sd: 1.40543; counts: 102793
sfh 0.217623 0.462383 1.10754 0.354055 #avg: 0.916653; avg_err: 0.00449858; sd: 1.4423; counts: 102793
sfh 0.222685 0.495086 1.15074 0.376473 #avg: 0.957541; avg_err: 0.00459672; sd: 1.47376; counts: 102793
sfh 0.227748 0.530055 1.18758 0.399923 #avg: 0.999294; avg_err: 0.00469366; sd: 1.50484; counts: 102793
sfh 0.23281 0.56316 1.23289 0.423011 #avg: 1.04325; avg_err: 0.00489438; sd: 1.5692; counts: 102793
sfh 0.237873 0.600008 1.27364 0.448281 #avg: 1.08655; avg_err: 0.00501071; sd: 1.60649; counts: 102793
sfh 0.242935 0.637311 1.31916 0.474319 #avg: 1.13517; avg_err: 0.00506849; sd: 1.62502; counts: 102793
sfh 0.247998 0.674098 1.34992 0.49807 #avg: 1.17552; avg_err: 0.00510079; sd: 1.63538; counts: 102793
sfh 0.25306 0.713027 1.39563 0.524139 #avg: 1.22267; avg_err: 0.00520402; sd: 1.66847; counts: 102793
sfh 0.258123 0.753864 1.4148 0.548045 #avg: 1.26307; avg_err: 0.00521134; sd: 1.67082; counts: 102793
sfh 0.263185 0.798115 1.44179 0.577845 #avg: 1.30754; avg_err: 0.00526436; sd: 1.68782; counts: 102793
sfh 0.268248 0.844211 1.47803 0.607378 #avg: 1.35704; avg_err: 0.00532638; sd: 1.7077; counts: 102793
sfh 0.27331 0.885075 1.51047 0.631414 #avg: 1.40305; avg_err: 0.00543703; sd: 1.74318; counts: 102793
sfh 0.278373 0.928469 1.5424 0.655703 #avg: 1.45208; avg_err: 0.00556536; sd: 1.78432; counts: 102793
sfh 0.283435 0.967191 1.56766 0.674538 #avg: 1.4933; avg_err: 0.00561192; sd: 1.79925; counts: 102793
sfh 0.288498 1.01159 1.60816 0.699316 #avg: 1.54435; avg_err: 0.00571133; sd: 1.83112; counts: 102793
sfh 0.29356 1.05804 1.63166 0.725798 #avg: 1.59794; avg_err: 0.00588118; sd: 1.88558; counts: 102793
sfh 0.298623 1.10876 1.66924 0.753494 #avg: 1.65571; avg_err: 0.00607861; sd: 1.94887; counts: 102793
sfh 0.303685 1.15945 1.69192 0.781691 #avg: 1.71451; avg_err: 0.00614201; sd: 1.9692; counts: 102793
sfh 0.308748 1.20692 1.73844 0.803463 #avg: 1.77688; avg_err: 0.00637284; sd: 2.04321; counts: 102793
sfh 0.31381 1.26271 1.78719 0.834427 #avg: 1.8431; avg_err: 0.00653849; sd: 2.09632; counts: 102793
sfh 0.318873 1.3159 1.82094 0.86073 #avg: 1.9071; avg_err: 0.00669218; sd: 2.14559; counts: 102793
sfh 0.323935 1.37254 1.86248 0.890766 #avg: 1.97226; avg_err: 0.00680372; sd: 2.18135; counts: 102793
sfh 0.328997 1.43038 1.91025 0.917237 #avg: 2.04751; avg_err: 0.00700918; sd: 2.24723; counts: 102793
sfh 0.33406 1.49882 1.95535 0.955238 #avg: 2.12645; avg_err: 0.00727639; sd: 2.3329; counts: 102793
sfh 0.339122 1.56042 2.01568 0.978237 #avg: 2.20464; avg_err: 0.00742924; sd: 2.3819; counts: 102793
sfh 0.344185 1.62712 2.07837 1.0092 #avg: 2.28895; avg_err: 0.00757802; sd: 2.4296; counts: 102793
sfh 0.349247 1.7055 2.14342 1.05129 #avg: 2.38502; avg_err: 0.00787933; sd: 2.52621; counts: 102793
sfh 0.35431 1.78253 2.19967 1.0874 #avg: 2.47605; avg_err: 0.00803688; sd: 2.57672; counts: 102793
sfh 0.359372 1.86917 2.26102 1.1269 #avg: 2.58038; avg_err: 0.00828398; sd: 2.65594; counts: 102793
sfh 0.364435 1.95675 2.35437 1.16497 #avg: 2.69255; avg_err: 0.00855661; sd: 2.74335; counts: 102793
sfh 0.369497 2.053 2.46449 1.21025 #avg: 2.81854; avg_err: 0.00884236; sd: 2.83497; counts: 102793
sfh 0.37456 2.15479 2.54931 1.25394 #avg: 2.94302; avg_err: 0.00906925; sd: 2.90771; counts: 102793
sfh 0.379622 2.26075 2.64705 1.29974 #avg: 3.08534; avg_err: 0.00952314; sd: 3.05323; counts: 102793
sfh 0.384685 2.38002 2.75529 1.35653 #avg: 3.23378; avg_err: 0.00986711; sd: 3.16351; counts: 102793
sfh 0.389747 2.51027 2.85497 1.41894 #avg: 3.38201; avg_err: 0.0101427; sd: 3.25186; counts: 102793
sfh 0.39481 2.64268 2.97885 1.47804 #avg: 3.53329; avg_err: 0.010402; sd: 3.335; counts: 102793
sfh 0.399872 2.78075 3.10464 1.53091 #avg: 3.70706; avg_err: 0.0108092; sd: 3.46556; counts: 102793
sfh 0.404935 2.92997 3.21605 1.59143 #avg: 3.88239; avg_err: 0.011202; sd: 3.59149; counts: 102793
sfh 0.409997 3.0888 3.33973 1.6602 #avg: 4.06738; avg_err: 0.0114088; sd: 3.6578; counts: 102793
sfh 0.41506 3.25691 3.43766 1.72766 #avg: 4.25143; avg_err: 0.0116595; sd: 3.73818; counts: 102793
sfh 0.420122 3.43551 3.53524 1.79585 #avg: 4.43138; avg_err: 0.0118418; sd: 3.79663; counts: 102793
