#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
44.7974 1.62734e-05 1.38028e-06 102519 2481.89 0 0 0 0.23355 1.5163e-05 0.233427 0.0498227 0.0478184 0.271152 1.35343e-05 0.277223 0.0358928 0.0499913 0.314587 6.53185e-06 0.320193 0.0100837 0.0209961 8541566
62.4912 8.84497e-07 5.10665e-07 237937 5953.68 0 0 0 0.20454 2.48131e-05 0.198669 0.0557155 0.0397421 0.254774 2.24893e-05 0.256837 0.0431837 0.0453582 0.312114 9.83527e-06 0.316382 0.0113601 0.0189092 3391757
78.5508 2.92838e-06 1.30961e-06 752883 16153.7 0 0 0 0.184404 3.26825e-05 0.179173 0.0477067 0.036291 0.248825 3.00011e-05 0.250689 0.0383118 0.0411139 0.312031 1.23468e-05 0.315477 0.0105532 0.0166569 1707428
98.4712 4.51438e-05 7.42142e-06 2.4367e+06 45059.6 0 0 0 0.181887 4.6599e-05 0.178568 0.0459096 0.0389715 0.252303 4.20729e-05 0.254528 0.0371491 0.0404188 0.313603 1.64275e-05 0.316699 0.00985244 0.0150701 819604
123.978 0.000609582 4.0717e-05 7.47561e+06 125421 0 0 0 0.189565 6.96964e-05 0.187454 0.0454918 0.0404956 0.25954 5.93944e-05 0.262238 0.0347822 0.0386743 0.315878 2.26028e-05 0.318735 0.00890446 0.0135248 367465
155.898 0.00319587 0.000141151 1.97418e+07 320448 0 0 0 0.199675 0.000104995 0.198314 0.0449504 0.0412914 0.268282 8.49183e-05 0.271495 0.0323214 0.0367347 0.318699 3.26755e-05 0.321768 0.00730956 0.0122671 159894
195.869 0.0136472 0.000455867 4.35364e+07 755829 0 0 0 0.214 0.000165671 0.213589 0.044869 0.0432706 0.28079 0.000121205 0.285097 0.0271325 0.0341756 0.322331 4.85678e-05 0.325533 0.00504607 0.00962767 64775
245.776 0.0410941 0.00131324 7.85138e+07 1.68167e+06 0 0 0 0.224404 0.00026875 0.224505 0.0430012 0.0416968 0.286473 0.000189305 0.291509 0.023226 0.0324565 0.322116 9.06052e-05 0.326283 0.00450897 0.0108039 22850
308.385 0.112103 0.00391533 1.3575e+08 4.25512e+06 0 3.60165e+08 0 0.219078 0.000488343 0.219435 0.0405726 0.0406954 0.27845 0.000386802 0.28427 0.0252634 0.0370935 0.316149 0.000244613 0.322916 0.00654751 0.0194749 6494
386.807 0.248814 0.0112606 1.97474e+08 1.03924e+07 0 5.36715e+08 0 0.203522 0.00095831 0.203777 0.0374048 0.0388713 0.259682 0.000870748 0.261432 0.0339667 0.0353593 0.304551 0.000658507 0.313118 0.0122467 0.0313847 1475
488.445 0.496667 0.0289151 3.92387e+08 3.27903e+07 0 1.01076e+09 0 0.187626 0.0020278 0.190855 0.029504 0.0446389 0.240416 0.00201218 0.243347 0.0316201 0.0386176 0.288068 0.00186776 0.296011 0.0224684 0.0382243 300
619.515 0.655738 0.0613386 5.02948e+08 6.49659e+07 3.95131e+08 5.49524e+08 3.95131e+08 0.174681 0.00374226 0.174321 0.0229691 0.0293191 0.223925 0.00417476 0.221981 0.0356315 0.0343336 0.275162 0.00393068 0.277362 0.0272145 0.0249989 61
758.885 0.875 0.125 8.76984e+08 1.84304e+08 1.01076e+09 1.87215e+08 6.66531e+08 0.146015 0.00645779 0.141811 0.0226771 0.00609227 0.214692 0.0124216 0.220339 0.0130178 0.0345621 0.27182 0.0154787 0.266218 0.0514161 0.0242561 8
990.61 1 1 0 0 0 0 0 0.186057 0.186057 0.186057 0 0 0.214185 0.214185 0.214185 0 0 0.237652 0.237652 0.237652 0 0 1
