#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5067 0.0662707 0.0771576 0.0001446 0 0 0 0.00978382 1.66215e-05 0 0 0 4565125
62.1272 0.0618609 0.0727714 0.000267602 0 0 0 0.00882566 2.67318e-05 0 0.00875328 0 1285999
78.425 0.0797105 0.0931032 0.000438043 0 0 0 0.011378 4.59756e-05 0 0.0104489 0 594652
98.5074 0.119765 0.140919 0.000769013 0 0 0 0.0173738 8.64328e-05 0 0.0272759 0 283865
123.843 0.202518 0.248338 0.0015258 0 1 0 0.0306913 0.000183895 0 0.0670805 0 124685
155.907 0.3552 0.479088 0.00320733 0 1 0 0.0618706 0.000426406 0.00919978 0.136205 0.00919978 53080
195.98 0.627018 0.988501 0.00657471 1 1 1 0.148706 0.00105606 0.0975449 0.220291 0.0952351 21741
246.511 0.865455 1.53634 0.0111304 1 1 0 0.320772 0.0022575 0.311373 0.236469 0.224365 8146
309.957 0.921998 1.54533 0.0164768 1 1 0 0.487119 0.00359263 0.510001 0.176399 0.229436 2923
388.983 0.882231 1.34091 0.0272582 1 1 0 0.598012 0.00563818 0.627029 0.139711 0.193792 968
486.909 0.833333 1.33333 0.0581361 1 1 1 0.667806 0.00963404 0.706153 0.0998418 0.167515 264
606.737 0.8 1.13333 0.102143 1 1 1 0.689361 0.0219718 0.72007 0.0922436 0.117924 60
761.035 0.722222 1.16667 0.245881 1 2 1 0.718985 0.0381445 0.754039 0.0805842 0.119873 18
1102.41 1 1 1 1 0 0 0.806308 0.806308 0.806308 0 0 1
1132.3 1 1 1 1 0 0 0.232257 0.232257 0.232257 0 0 1
