#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 8.25 - 8.75
#HM   Stats: 6.767650e+10 (median) + 3.624950e+10  / - 2.369120e+10
#SM   Stats: 3.111600e+08 (median) + 1.516370e+08  / - 9.981699e+07
#VMP  Stats: 8.066000e+01 (median) + 7.409996e+00  / - 6.840004e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.498408e-12 (median) + 2.381032e-12  / - 9.383205e-13
sfh 0.055623 0 0 0 #avg: 6.92205e-09; avg_err: 6.92205e-09; sd: 2.08216e-06; counts: 90482
sfh 0.060123 0 0 0 #avg: 6.10667e-08; avg_err: 6.10667e-08; sd: 1.83689e-05; counts: 90482
sfh 0.062373 0 0 0 #avg: 8.97105e-08; avg_err: 8.97105e-08; sd: 2.6985e-05; counts: 90482
sfh 0.064623 0 0 0 #avg: 8.05115e-07; avg_err: 7.31393e-07; sd: 0.000220003; counts: 90482
sfh 0.066873 0 0 0 #avg: 4.98134e-07; avg_err: 4.30664e-07; sd: 0.000129544; counts: 90482
sfh 0.069123 0 0 0 #avg: 2.1034e-06; avg_err: 1.56956e-06; sd: 0.000472125; counts: 90482
sfh 0.071373 0 0 0 #avg: 8.24618e-06; avg_err: 4.20279e-06; sd: 0.0012642; counts: 90482
sfh 0.073623 0 0 0 #avg: 1.26442e-05; avg_err: 4.90187e-06; sd: 0.00147449; counts: 90482
sfh 0.075873 0 0 0 #avg: 3.22923e-05; avg_err: 1.30512e-05; sd: 0.0039258; counts: 90482
sfh 0.078123 0 0 0 #avg: 5.3809e-05; avg_err: 1.7983e-05; sd: 0.0054093; counts: 90482
sfh 0.080373 0 0 0 #avg: 9.21884e-05; avg_err: 2.16998e-05; sd: 0.00652731; counts: 90482
sfh 0.082623 0 0 0 #avg: 0.000160146; avg_err: 2.21886e-05; sd: 0.00667435; counts: 90482
sfh 0.085998 0 0 0 #avg: 0.000296502; avg_err: 2.7183e-05; sd: 0.00817666; counts: 90482
sfh 0.089373 0 0 0 #avg: 0.000557965; avg_err: 4.2484e-05; sd: 0.0127792; counts: 90482
sfh 0.092748 0 0 0 #avg: 0.000900748; avg_err: 4.56952e-05; sd: 0.0137451; counts: 90482
sfh 0.096123 0 0 0 #avg: 0.00151338; avg_err: 6.54304e-05; sd: 0.0196815; counts: 90482
sfh 0.099498 0 0 0 #avg: 0.00219978; avg_err: 8.08186e-05; sd: 0.0243103; counts: 90482
sfh 0.102873 0 0 0 #avg: 0.00303542; avg_err: 8.5103e-05; sd: 0.025599; counts: 90482
sfh 0.106248 0 0 0 #avg: 0.00390998; avg_err: 9.06331e-05; sd: 0.0272625; counts: 90482
sfh 0.109623 0 0 0 #avg: 0.00484328; avg_err: 9.62289e-05; sd: 0.0289457; counts: 90482
sfh 0.112998 0 0.00197053 0 #avg: 0.00576988; avg_err: 0.000102824; sd: 0.0309294; counts: 90482
sfh 0.116373 0 0.00476989 0 #avg: 0.00656561; avg_err: 0.000109527; sd: 0.0329459; counts: 90482
sfh 0.119748 0 0.00735834 0 #avg: 0.00728758; avg_err: 0.000113972; sd: 0.0342828; counts: 90482
sfh 0.123123 0 0.00971815 0 #avg: 0.00818813; avg_err: 0.000124012; sd: 0.037303; counts: 90482
sfh 0.126498 0 0.0119017 0 #avg: 0.00914076; avg_err: 0.000124324; sd: 0.0373966; counts: 90482
sfh 0.129873 0 0.014188 0 #avg: 0.0102569; avg_err: 0.000130463; sd: 0.0392434; counts: 90482
sfh 0.133248 9.03276e-05 0.0164016 9.03276e-05 #avg: 0.0112778; avg_err: 0.000133252; sd: 0.0400823; counts: 90482
sfh 0.136623 0.000596993 0.0183392 0.000596993 #avg: 0.0125631; avg_err: 0.000142698; sd: 0.0429235; counts: 90482
sfh 0.141685 0.00151262 0.0211652 0.00151262 #avg: 0.0143714; avg_err: 0.000149113; sd: 0.0448532; counts: 90482
sfh 0.146748 0.00253988 0.0235508 0.00253988 #avg: 0.0159822; avg_err: 0.000157142; sd: 0.0472684; counts: 90482
sfh 0.15181 0.00372431 0.0250398 0.00372431 #avg: 0.0175497; avg_err: 0.000160459; sd: 0.048266; counts: 90482
sfh 0.156873 0.00494778 0.0265722 0.00494778 #avg: 0.0189476; avg_err: 0.000157557; sd: 0.0473934; counts: 90482
sfh 0.161935 0.00612715 0.027329 0.00612715 #avg: 0.020383; avg_err: 0.000173384; sd: 0.0521541; counts: 90482
sfh 0.166998 0.00726959 0.0284266 0.00722582 #avg: 0.0214194; avg_err: 0.000159763; sd: 0.0480568; counts: 90482
sfh 0.17206 0.00814744 0.0287497 0.00787493 #avg: 0.0221725; avg_err: 0.0001619; sd: 0.0486997; counts: 90482
sfh 0.177123 0.00891077 0.0294541 0.00833341 #avg: 0.022952; avg_err: 0.00016247; sd: 0.048871; counts: 90482
sfh 0.182185 0.00967955 0.0305664 0.00877826 #avg: 0.0239352; avg_err: 0.000159137; sd: 0.0478684; counts: 90482
sfh 0.187248 0.0102845 0.0312967 0.00909054 #avg: 0.0247665; avg_err: 0.000161468; sd: 0.0485696; counts: 90482
sfh 0.19231 0.0108698 0.0323247 0.00936951 #avg: 0.0253606; avg_err: 0.000157623; sd: 0.047413; counts: 90482
sfh 0.197373 0.0114945 0.0325103 0.00968918 #avg: 0.0260866; avg_err: 0.000160372; sd: 0.0482401; counts: 90482
sfh 0.202435 0.0122663 0.0331105 0.0101571 #avg: 0.0266755; avg_err: 0.000161026; sd: 0.0484366; counts: 90482
sfh 0.207498 0.0129107 0.033341 0.0105224 #avg: 0.0270551; avg_err: 0.000155648; sd: 0.0468191; counts: 90482
sfh 0.21256 0.0136058 0.0334705 0.0109161 #avg: 0.0275995; avg_err: 0.000153585; sd: 0.0461983; counts: 90482
sfh 0.217623 0.0142038 0.0339588 0.0111944 #avg: 0.028033; avg_err: 0.00015102; sd: 0.0454269; counts: 90482
sfh 0.222685 0.0148495 0.0341397 0.0116147 #avg: 0.0285285; avg_err: 0.000149675; sd: 0.0450222; counts: 90482
sfh 0.227748 0.0154006 0.0345139 0.0119599 #avg: 0.0289966; avg_err: 0.000146322; sd: 0.0440138; counts: 90482
sfh 0.23281 0.0160719 0.034682 0.0124123 #avg: 0.0296326; avg_err: 0.000149202; sd: 0.0448801; counts: 90482
