#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0058 0.0690018 0.0800196 0.000385202 0 0 0 0.0106399 4.67786e-05 0 0.00868656 0 660838
62.3462 0.0705482 0.0820619 0.000588184 0 0 0 0.0107528 6.58563e-05 0 0.00911742 0 291999
78.8253 0.0954356 0.109365 0.000900545 0 0 0 0.0149673 0.000110269 0 0.018402 0 157436
98.3154 0.139735 0.161513 0.00150866 0 0 0 0.0227095 0.000198772 0 0.0423544 0 80173
123.673 0.21915 0.264504 0.00300756 0 1 0 0.0373493 0.000418904 0 0.0817329 0 32699
155.338 0.363079 0.48303 0.00665506 0 1 0 0.0720563 0.00101596 0.0135229 0.157278 0.0135229 12080
195.186 0.607341 0.936006 0.0147385 1 1 1 0.159783 0.00263056 0.0997865 0.247428 0.0997865 4141
245.073 0.818797 1.41203 0.0283258 1 1 1 0.319817 0.00590081 0.318864 0.238662 0.258028 1330
309.712 0.891599 1.44986 0.0451914 1 1 0 0.469916 0.0116154 0.510289 0.188529 0.285251 369
388.311 0.795918 1.15306 0.0874542 1 1 1 0.533966 0.0258461 0.610206 0.152684 0.372515 98
481.185 0.833333 1.25 0.162074 1 1 1 0.52623 0.0523602 0.636462 0.115437 0.526058 24
603.015 0.833333 1.66667 0.494413 2 1 2 0.489774 0.1041 0.602146 0.0921596 0.602146 6
727.486 0.666667 1.66667 0.881917 2 1 2 0.546952 0.210124 0.585871 0.304003 0.42076 3
