#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.75 - 12.25
#HM   Stats: 8.110290e+11 (median) + 4.330910e+11  / - 1.902940e+11
#SM   Stats: 1.407360e+10 (median) + 2.302960e+10  / - 8.316570e+09
#VMP  Stats: 1.994800e+02 (median) + 3.011000e+01  / - 1.881000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.839008e-09 (median) + 3.918349e-09  / - 1.525265e-09
sfh 0.055623 0 0 0 #avg: 1.04501e-05; avg_err: 7.56332e-06; sd: 0.00212794; counts: 79159
sfh 0.060123 0 0 0 #avg: 0.00139307; avg_err: 0.00040554; sd: 0.114099; counts: 79159
sfh 0.062373 0 0 0 #avg: 0.00473985; avg_err: 0.00091849; sd: 0.258418; counts: 79159
sfh 0.064623 0 0 0 #avg: 0.00983939; avg_err: 0.00137645; sd: 0.387266; counts: 79159
sfh 0.066873 0 0 0 #avg: 0.0186753; avg_err: 0.00230002; sd: 0.647113; counts: 79159
sfh 0.069123 0 0 0 #avg: 0.0265186; avg_err: 0.00181867; sd: 0.511684; counts: 79159
sfh 0.071373 0 0 0 #avg: 0.0392596; avg_err: 0.00193045; sd: 0.543131; counts: 79159
sfh 0.073623 0 0 0 #avg: 0.0578002; avg_err: 0.0029324; sd: 0.825031; counts: 79159
sfh 0.075873 0 0 0 #avg: 0.078418; avg_err: 0.00294933; sd: 0.829796; counts: 79159
sfh 0.078123 0 0.00722714 0 #avg: 0.105846; avg_err: 0.00345406; sd: 0.9718; counts: 79159
sfh 0.080373 0 0.038103 0 #avg: 0.126162; avg_err: 0.00316502; sd: 0.89048; counts: 79159
sfh 0.082623 0 0.0831443 0 #avg: 0.134367; avg_err: 0.00282411; sd: 0.794563; counts: 79159
sfh 0.085998 0 0.172922 0 #avg: 0.197268; avg_err: 0.00424909; sd: 1.19548; counts: 79159
