#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.54091e+09 1.0646e+09 4.60236e+06 8.00274e+08 9.39217e+08 4.30727e+08 1.95647e+09 8.01848e+06 1.51125e+09 2.01127e+09 9.06013e+08 32130
1.58193e+10 9.41016e+08 5.13964e+06 7.0445e+08 7.92509e+08 3.43862e+08 1.7534e+09 1.00633e+07 1.28215e+09 1.75756e+09 6.76918e+08 19242
2.48473e+10 9.35595e+08 5.80718e+06 6.94765e+08 8.07588e+08 3.40764e+08 1.62959e+09 1.08228e+07 1.16825e+09 1.51297e+09 5.63017e+08 15634
3.93535e+10 9.35105e+08 6.55299e+06 6.87229e+08 8.24018e+08 3.35214e+08 1.53386e+09 1.22537e+07 1.05481e+09 1.38928e+09 4.49572e+08 12430
6.26258e+10 1.01899e+09 7.97521e+06 7.1696e+08 9.97565e+08 3.58479e+08 1.53297e+09 1.3677e+07 1.16825e+09 1.27584e+09 5.63017e+08 10107
9.92942e+10 1.08789e+09 9.30393e+06 8.00274e+08 1.03858e+09 4.37659e+08 1.56512e+09 1.5468e+07 1.16825e+09 1.27584e+09 5.63017e+08 8392
1.57215e+11 1.17132e+09 1.17059e+07 8.29125e+08 1.17571e+09 4.61948e+08 1.66405e+09 1.87619e+07 1.28215e+09 1.39907e+09 6.76918e+08 6468
2.47812e+11 1.25316e+09 1.43821e+07 9.02545e+08 1.26216e+09 4.52999e+08 1.78316e+09 2.18242e+07 1.39649e+09 1.40387e+09 7.91253e+08 5120
3.94013e+11 1.38731e+09 1.83167e+07 9.57236e+08 1.48685e+09 5.0077e+08 1.94757e+09 2.75636e+07 1.51125e+09 1.64866e+09 9.06013e+08 3935
6.22929e+11 1.55993e+09 2.5591e+07 1.05478e+09 1.76933e+09 6.00028e+08 2.19794e+09 3.53244e+07 1.62642e+09 2.01761e+09 9.0946e+08 2976
9.88177e+11 1.777e+09 3.44517e+07 1.18547e+09 2.09498e+09 7.06788e+08 2.44063e+09 4.4092e+07 1.85802e+09 2.39794e+09 1.14106e+09 2129
1.55943e+12 2.09429e+09 4.73882e+07 1.35437e+09 2.59846e+09 8.54264e+08 2.7324e+09 5.60238e+07 2.09125e+09 2.7829e+09 1.3e+09 1590
2.45769e+12 2.35001e+09 6.78825e+07 1.47283e+09 3.22832e+09 8.88778e+08 2.82667e+09 6.63628e+07 2.20847e+09 2.89363e+09 1.37934e+09 1012
3.89354e+12 3.01952e+09 1.08678e+08 1.99692e+09 4.20097e+09 1.29484e+09 2.71934e+09 8.64533e+07 2.19587e+09 2.98931e+09 1.47891e+09 590
6.09586e+12 3.44332e+09 1.72532e+08 2.41132e+09 4.77481e+09 1.73179e+09 2.47255e+09 1.05789e+08 1.97444e+09 2.52813e+09 1.25646e+09 286
9.80036e+12 3.77014e+09 2.51364e+08 2.76446e+09 5.26875e+09 2.08493e+09 2.08818e+09 1.29011e+08 1.62642e+09 2.26154e+09 1.02119e+09 159
1.60413e+13 3.83044e+09 4.51815e+08 2.09125e+09 6.68403e+09 1.26213e+09 1.90825e+09 1.75452e+08 1.61496e+09 1.54494e+09 1.02499e+09 64
2.52371e+13 5.31782e+09 6.94369e+08 5.89762e+09 3.85558e+09 4.75656e+09 1.82473e+09 2.50982e+08 1.51125e+09 2.2546e+09 8.06797e+08 28
3.71282e+13 5.32271e+09 1.02846e+09 4.01036e+09 5.77025e+09 2.94171e+09 1.74338e+09 2.28109e+08 1.63253e+09 1.0487e+09 9.15567e+08 15
6.32452e+13 5.15094e+09 1.49505e+09 5.25949e+09 4.15608e+09 4.31775e+09 1.66442e+09 2.95221e+08 1.39649e+09 1.16598e+09 4.54752e+08 7
8.972e+13 8.93171e+09 7.26508e+07 9.00436e+09 0 1.45302e+08 1.68546e+09 2.88975e+08 1.97444e+09 0 5.7795e+08 2
1.70018e+14 1.19325e+09 1.08631e+08 1.30188e+09 0 2.17263e+08 2.26962e+09 4.11603e+08 2.68123e+09 0 8.23207e+08 2
