#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.633 0.00020145 0.000201585 5.22356e-06 0 0 0 0.000195977 1.5974e-06 0 0 0 7396386
62.4121 0.000476661 0.000477402 1.33146e-05 0 0 0 0.000568538 4.13915e-06 0 0 0 2700031
78.0779 0.000826821 0.000827669 2.65092e-05 0 0 0 0.00114778 8.48516e-06 0 0 0 1179215
98.5729 0.00190855 0.0019163 6.11226e-05 0 0 0 0.00207578 1.85193e-05 0 0 0 516099
124.136 0.00530848 0.00533707 0.000148023 0 0 0 0.0041105 4.36646e-05 0 0 0 244891
156.236 0.0120146 0.0121438 0.000324878 0 0 0 0.00880318 0.000107035 0 0 0 116109
196.473 0.0237927 0.0241283 0.000671991 0 0 0 0.02236 0.000276758 0 0.0279496 0 53630
247.104 0.0365489 0.0370542 0.001243 0 0 0 0.0531783 0.000654956 0 0.12691 0 23749
311.001 0.0442389 0.0450432 0.00211825 0 0 0 0.105929 0.00134629 0.0481787 0.191175 0.0481787 9946
390.192 0.0382131 0.0382131 0.00314533 0 0 0 0.164013 0.00244852 0.134077 0.186706 0.134077 3716
490.808 0.0357143 0.0357143 0.00517291 0 0 0 0.212286 0.0040733 0.200955 0.165975 0.141708 1288
617.169 0.014881 0.014881 0.00661511 0 0 0 0.236837 0.00796097 0.224967 0.168811 0.140452 336
766.088 0 0 0 0 0 0 0.257496 0.0171193 0.247109 0.176675 0.141504 69
973.363 0 0 0 0 0 0 0.19084 0.0423778 0.152119 0.140792 0.0717539 9
