#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 11.25 - 11.75
#HM   Stats: 3.708820e+12 (median) + 3.260300e+12  / - 1.413230e+12
#SM   Stats: 2.313290e+11 (median) + 9.313298e+10  / - 4.075600e+10
#VMP  Stats: 3.279000e+02 (median) + 7.667999e+01  / - 4.851999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 9.818155e-10 (median) + 1.485865e-09  / - 8.113487e-10
sfh 0.055623 0 0 0 #avg: 0.00413911; avg_err: 0.00252043; sd: 0.121138; counts: 2311
sfh 0.060123 0 0 0 #avg: 0.0406451; avg_err: 0.0144356; sd: 0.693809; counts: 2311
sfh 0.062373 0 0 0 #avg: 0.167556; avg_err: 0.0551737; sd: 2.65178; counts: 2311
sfh 0.064623 0 0 0 #avg: 0.181239; avg_err: 0.0582686; sd: 2.80053; counts: 2311
sfh 0.066873 0 0 0 #avg: 0.269198; avg_err: 0.0760083; sd: 3.65315; counts: 2311
sfh 0.069123 0 0.0307118 0 #avg: 0.346379; avg_err: 0.0667178; sd: 3.20662; counts: 2311
sfh 0.071373 0 0.151938 0 #avg: 0.446808; avg_err: 0.063351; sd: 3.0448; counts: 2311
sfh 0.073623 0 0.362878 0 #avg: 0.654774; avg_err: 0.115786; sd: 5.56498; counts: 2311
sfh 0.075873 0 0.711568 0 #avg: 0.797033; avg_err: 0.087006; sd: 4.18172; counts: 2311
sfh 0.078123 0.0119108 1.02783 0.0119108 #avg: 0.93507; avg_err: 0.0901435; sd: 4.33252; counts: 2311
sfh 0.080373 0.0477129 1.36464 0.0477129 #avg: 1.17284; avg_err: 0.105882; sd: 5.08897; counts: 2311
sfh 0.082623 0.0991325 1.53896 0.0991325 #avg: 1.26584; avg_err: 0.106721; sd: 5.12927; counts: 2311
