#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.51944e+07 0.0957447 0.0957447 0.0175529 0 0 0 0.281096 0.0115998 0.261446 0.229084 0.190857 282
1.64505e+08 0.0816327 0.0816327 0.0175285 0 0 0 0.272281 0.0116739 0.243047 0.228159 0.158956 245
2.52914e+08 0.0594901 0.0594901 0.0126076 0 0 0 0.276294 0.0103102 0.237766 0.251204 0.162305 353
4.01783e+08 0.0582524 0.0582524 0.010331 0 0 0 0.267545 0.00871306 0.238151 0.255977 0.175138 515
6.37219e+08 0.0794603 0.0809595 0.0107806 0 0 0 0.257675 0.00727226 0.225695 0.235124 0.162113 667
1.00924e+09 0.0693196 0.071887 0.00961028 0 0 0 0.249551 0.00622276 0.223949 0.211267 0.15787 779
1.60178e+09 0.0496109 0.0505837 0.00697544 0 0 0 0.246201 0.00550514 0.215161 0.222643 0.149742 1028
2.49586e+09 0.0595784 0.0595784 0.00716956 0 0 0 0.253897 0.00503938 0.230959 0.192861 0.150724 1091
3.99531e+09 0.0529462 0.0529462 0.00654654 0 0 0 0.245035 0.00502878 0.21505 0.225956 0.150275 1171
6.30127e+09 0.0421793 0.043058 0.00614695 0 0 0 0.242525 0.00482021 0.224861 0.190487 0.158943 1138
9.97047e+09 0.0505051 0.0514233 0.00682068 0 0 0 0.2407 0.00475842 0.217692 0.195886 0.145361 1089
1.58508e+10 0.0512077 0.0521739 0.00704944 0 0 0 0.234887 0.00481104 0.208397 0.198415 0.140188 1035
2.52211e+10 0.0451489 0.0451489 0.00643835 0 0 0 0.229567 0.00462109 0.212762 0.175321 0.144553 1041
3.97003e+10 0.0485207 0.0485207 0.00739592 0 0 0 0.232127 0.00512729 0.209823 0.183714 0.140057 845
6.25016e+10 0.0488506 0.0488506 0.00817649 0 0 0 0.220956 0.00548852 0.189491 0.187472 0.105766 696
9.96177e+10 0.0297872 0.0297872 0.00784986 0 0 0 0.206054 0.00631447 0.185714 0.161993 0.125161 470
1.54125e+11 0.0165017 0.0165017 0.00733073 0 0 0 0.217843 0.0076786 0.191298 0.171673 0.109144 303
2.40116e+11 0.00757576 0.00757576 0.00757576 0 0 0 0.195464 0.0107579 0.177906 0.1577 0.116052 132
3.7442e+11 0 0 0 0 0 0 0.19159 0.0270714 0.15778 0.155835 0.0978272 23
5.62165e+11 0 0 0 0 0 0 0.158122 0.0225526 0.180675 0 0.0451053 2
