#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 9.75 - 10.25
#HM   Stats: 4.004410e+11 (median) + 2.057350e+11  / - 1.273530e+11
#SM   Stats: 9.328530e+09 (median) + 4.908970e+09  / - 2.792570e+09
#VMP  Stats: 1.208500e+02 (median) + 1.177000e+01  / - 8.330002e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 9.356348e-11 (median) + 1.071588e-10  / - 5.006895e-11
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 108566
sfh 0.060123 0 0 0 #avg: 2.78214e-06; avg_err: 2.02518e-06; sd: 0.00066728; counts: 108566
sfh 0.062373 0 0 0 #avg: 2.15332e-05; avg_err: 1.34461e-05; sd: 0.00443039; counts: 108566
sfh 0.064623 0 0 0 #avg: 6.66659e-05; avg_err: 3.07013e-05; sd: 0.0101158; counts: 108566
sfh 0.066873 0 0 0 #avg: 0.000204002; avg_err: 6.66597e-05; sd: 0.0219638; counts: 108566
sfh 0.069123 0 0 0 #avg: 0.00038815; avg_err: 8.50721e-05; sd: 0.0280306; counts: 108566
sfh 0.071373 0 0 0 #avg: 0.000798008; avg_err: 0.000108672; sd: 0.0358065; counts: 108566
sfh 0.073623 0 0 0 #avg: 0.00155647; avg_err: 0.000200788; sd: 0.0661581; counts: 108566
sfh 0.075873 0 0 0 #avg: 0.00253687; avg_err: 0.000264851; sd: 0.0872663; counts: 108566
sfh 0.078123 0 0 0 #avg: 0.00358254; avg_err: 0.000242838; sd: 0.0800133; counts: 108566
sfh 0.080373 0 0 0 #avg: 0.00508726; avg_err: 0.000290677; sd: 0.0957759; counts: 108566
sfh 0.082623 0 0 0 #avg: 0.00645436; avg_err: 0.000294496; sd: 0.0970339; counts: 108566
sfh 0.085998 0 0 0 #avg: 0.0106497; avg_err: 0.000424894; sd: 0.139999; counts: 108566
sfh 0.089373 0 0 0 #avg: 0.015425; avg_err: 0.000580474; sd: 0.191262; counts: 108566
sfh 0.092748 0 1.78836e-08 0 #avg: 0.0202455; avg_err: 0.00134979; sd: 0.444746; counts: 108566
sfh 0.096123 0 0.00931641 0 #avg: 0.0247549; avg_err: 0.000567095; sd: 0.186853; counts: 108566
sfh 0.099498 0 0.0237616 0 #avg: 0.0301074; avg_err: 0.000518804; sd: 0.170942; counts: 108566
sfh 0.102873 0 0.0390874 0 #avg: 0.0359376; avg_err: 0.000592839; sd: 0.195336; counts: 108566
sfh 0.106248 0 0.053804 0 #avg: 0.0415366; avg_err: 0.00052463; sd: 0.172861; counts: 108566
sfh 0.109623 0.000613824 0.0661606 0.000613824 #avg: 0.0474033; avg_err: 0.000539998; sd: 0.177925; counts: 108566
sfh 0.112998 0.00369619 0.0744382 0.00369619 #avg: 0.0530427; avg_err: 0.000600968; sd: 0.198014; counts: 108566
sfh 0.116373 0.00737821 0.0778411 0.00737821 #avg: 0.0585933; avg_err: 0.000626701; sd: 0.206493; counts: 108566
sfh 0.119748 0.0107498 0.0828419 0.0107498 #avg: 0.0636768; avg_err: 0.00067326; sd: 0.221834; counts: 108566
sfh 0.123123 0.0140219 0.0890321 0.0140219 #avg: 0.0692343; avg_err: 0.000697544; sd: 0.229835; counts: 108566
sfh 0.126498 0.0173728 0.0961762 0.0173728 #avg: 0.0760678; avg_err: 0.00079328; sd: 0.261379; counts: 108566
sfh 0.129873 0.0211958 0.10276 0.0211745 #avg: 0.0837554; avg_err: 0.000935358; sd: 0.308193; counts: 108566
sfh 0.133248 0.0254698 0.108182 0.0247726 #avg: 0.0900252; avg_err: 0.000984095; sd: 0.324252; counts: 108566
sfh 0.136623 0.029409 0.114762 0.0277262 #avg: 0.0968897; avg_err: 0.00095721; sd: 0.315393; counts: 108566
