#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.1243 0.000253716 0.000255418 1.48427e-05 0 0 0 0.000117898 2.48987e-06 0 0 0 1174543
62.4856 0.000501296 0.000501296 2.71798e-05 0 0 0 0.000283259 4.09518e-06 0 0 0 678242
79.4693 0.00124712 0.00125162 5.31897e-05 0 0 0 0.000713796 8.90881e-06 0 0 0 445025
98.4672 0.00348035 0.00351055 0.000115901 0 0 0 0.00143977 1.8901e-05 0 0 0 264916
123.938 0.0105647 0.010777 0.000307064 0 0 0 0.00350977 5.52865e-05 0 0 0 117751
156.011 0.04101 0.0434817 0.000960879 0 0 0 0.0232631 0.00030466 0 0.0298367 0 50573
196.236 0.104678 0.11152 0.00229765 0 0 0 0.11835 0.00102459 0.0527377 0.220961 0.0527377 21485
247.049 0.123231 0.130365 0.00383593 0 0 0 0.268746 0.00190053 0.260383 0.193679 0.192963 8691
310.538 0.10504 0.10957 0.00549514 0 0 0 0.371943 0.00282462 0.374895 0.167077 0.178365 3532
390.105 0.0920635 0.0928571 0.00825632 0 0 0 0.436732 0.00441473 0.446623 0.149274 0.165926 1260
490.151 0.0723861 0.075067 0.0141795 0 0 0 0.442825 0.00854088 0.462405 0.137473 0.183208 373
616.896 0.0679612 0.0679612 0.02492 0 0 0 0.444824 0.0153896 0.441554 0.163889 0.146919 103
756.353 0.0769231 0.0769231 0.0532939 0 0 0 0.455777 0.0289834 0.460731 0.15185 0.121688 26
891.55 0 0 0 0 0 0 0.537414 0.537414 0.537414 0 0 1
1149.47 0 0 0 0 0 0 0.237928 0.237928 0.237928 0 0 1
