#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.61793e+07 0.000114915 1.43635e-05 665283 27548.7 0 0 0 0.18436 5.24537e-05 0.180971 0.0429595 0.0354638 0.255261 4.60108e-05 0.257007 0.0333654 0.0353883 0.31566 1.55895e-05 0.317729 0.00840142 0.0118917 556935
1.57036e+08 0.000275968 3.8638e-05 1.11654e+06 61769.1 0 0 0 0.185918 9.19651e-05 0.1834 0.0426112 0.037096 0.259852 7.64134e-05 0.261405 0.0325426 0.0337258 0.317284 2.38913e-05 0.318963 0.00787771 0.0107505 184804
2.48795e+08 0.000449631 5.57575e-05 1.8802e+06 99009.4 0 0 0 0.188339 0.000104962 0.186212 0.0427887 0.0378993 0.262523 8.41561e-05 0.264077 0.0317798 0.0329095 0.318078 2.55148e-05 0.319596 0.0076862 0.0102118 144563
3.94427e+08 0.00104626 9.62658e-05 2.83849e+06 138033 0 0 0 0.190997 0.000119092 0.189165 0.0428658 0.0382797 0.264967 9.24e-05 0.266386 0.0312443 0.0320247 0.31877 2.74827e-05 0.320232 0.00737759 0.00983891 112783
6.24894e+08 0.00257288 0.000170549 4.30138e+06 197984 0 0 0 0.193533 0.000134087 0.191975 0.0423978 0.0384267 0.266764 0.000102248 0.26822 0.0306939 0.0314574 0.319206 3.08116e-05 0.320643 0.00719622 0.00954166 88228
9.9041e+08 0.00488576 0.000266685 6.33715e+06 284021 0 0 0 0.196657 0.000152328 0.194971 0.0429199 0.0382104 0.268783 0.000114183 0.27042 0.0297688 0.0312872 0.319584 3.62234e-05 0.321115 0.00697613 0.00935304 68362
1.57003e+09 0.00842728 0.00039428 9.86871e+06 395041 0 0 0 0.199386 0.000172247 0.198081 0.0424355 0.038845 0.270671 0.000127619 0.2726 0.0290628 0.0312401 0.319973 4.22405e-05 0.321709 0.00674438 0.00940368 53754
2.48412e+09 0.01604 0.000615615 1.50282e+07 574078 0 0 0 0.202378 0.000196636 0.201442 0.0425119 0.0397809 0.272817 0.000144232 0.274688 0.029243 0.0309742 0.320334 5.28802e-05 0.322329 0.00660548 0.00948933 41646
3.93938e+09 0.0280485 0.000922784 2.38589e+07 822306 0 0 0 0.20517 0.000223785 0.203818 0.0430597 0.0391787 0.274701 0.000165657 0.276926 0.0288321 0.03094 0.320571 6.83552e-05 0.323025 0.00631034 0.00950491 32016
6.25491e+09 0.0485211 0.00136121 3.77261e+07 1.17544e+06 0 0 0 0.208122 0.000255512 0.207106 0.0431553 0.0396442 0.276736 0.000190212 0.279612 0.0280635 0.0318843 0.320483 9.03635e-05 0.32376 0.00591907 0.00996044 24917
