#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
38.6843 0.0930233 0.0930233 0.0315054 0 0 0 0.114603 0.0131478 0.0769565 0.111057 0.0567039 86
65.52 0 0 0 0 0 0 0.183396 0.183396 0.183396 0 0 1
108.49 0 0 0 0 0 0 0.00759058 0.00759058 0.00759058 0 0 1
132.123 0.0140845 0.0140845 0.0140845 0 0 0 0.052614 0.00788819 0.0326966 0.0483382 0.024581 71
165.823 0.074289 0.0795125 0.0069692 0 0 0 0.101295 0.00237019 0.0702369 0.116178 0.0475934 1723
203.606 0.0902666 0.0952993 0.00321462 0 0 0 0.147129 0.00123649 0.11482 0.145222 0.077436 9339
250.71 0.0925616 0.0970191 0.00259473 0 0 0 0.217002 0.0011807 0.197083 0.163445 0.127232 14358
312.161 0.0772988 0.0800595 0.00289953 0 0 0 0.28468 0.00159658 0.272758 0.172394 0.157938 9418
392.246 0.0744516 0.076889 0.00410014 0 0 0 0.323222 0.0024195 0.324142 0.169384 0.183959 4513
492.632 0.0916031 0.0926936 0.00686088 0 0 0 0.323189 0.00387476 0.325071 0.176913 0.18647 1834
617.985 0.084058 0.0869565 0.0111196 0 0 0 0.303181 0.00640979 0.306869 0.170674 0.19627 690
782.073 0.0758929 0.0758929 0.0177341 0 0 0 0.282132 0.0110119 0.278472 0.187979 0.197654 224
961.626 0.075 0.075 0.0421764 0 0 0 0.215352 0.0236716 0.221702 0.135413 0.156476 40
1164.59 0 0 0 0 0 0 0.08005 0.0287987 0.108849 0 0.0575974 2
1455.08 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
