#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#sm range: 8.75 - 9.25
#HM   Stats: 3.073530e+11 (median) + 2.113230e+11  / - 1.204410e+11
#SM   Stats: 1.100410e+09 (median) + 4.587601e+08  / - 3.774010e+08
#VMP  Stats: 1.595800e+02 (median) + 2.237000e+01  / - 1.569000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.642640e-12 (median) + 3.288869e-12  / - 1.611328e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 2752
sfh 0.060123 0 0 0 #avg: 2.28587e-14; avg_err: 2.28587e-14; sd: 1.19894e-12; counts: 2752
sfh 0.062373 0 0 0 #avg: 5.88191e-13; avg_err: 4.23159e-13; sd: 2.21947e-11; counts: 2752
sfh 0.064623 0 0 0 #avg: 4.57239e-12; avg_err: 3.6443e-12; sd: 1.91144e-10; counts: 2752
sfh 0.066873 0 0 0 #avg: 4.48301e-12; avg_err: 1.75141e-12; sd: 9.18617e-11; counts: 2752
sfh 0.069123 0 0 0 #avg: 1.38637e-11; avg_err: 5.98901e-12; sd: 3.14123e-10; counts: 2752
sfh 0.071373 0 0 0 #avg: 1.43485e-11; avg_err: 4.66912e-12; sd: 2.44895e-10; counts: 2752
sfh 0.073623 0 0 0 #avg: 1.75307e-11; avg_err: 3.89674e-12; sd: 2.04384e-10; counts: 2752
sfh 0.075873 0 0 0 #avg: 2.69098e-11; avg_err: 4.63727e-12; sd: 2.43225e-10; counts: 2752
sfh 0.078123 0 0 0 #avg: 3.41096e-11; avg_err: 4.73759e-12; sd: 2.48486e-10; counts: 2752
sfh 0.080373 0 0 0 #avg: 3.91187e-11; avg_err: 4.4206e-12; sd: 2.3186e-10; counts: 2752
