#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.3255 9.10202e+08 1.26014e+06 6.89768e+08 7.32661e+08 3.31287e+08 1.92896e+09 2.63876e+06 1.49151e+09 1.90982e+09 8.17199e+08 301880
62.2844 8.17594e+08 2.21452e+06 5.89973e+08 6.85865e+08 2.41955e+08 1.55504e+09 4.77782e+06 1.16825e+09 1.39422e+09 5.94493e+08 79300
78.9907 9.02277e+08 3.22524e+06 6.79528e+08 7.64347e+08 3.29079e+08 1.53232e+09 6.24445e+06 1.16825e+09 1.27584e+09 5.63017e+08 47243
99.4063 1.01313e+09 4.30807e+06 7.1696e+08 9.62536e+08 3.57418e+08 1.67253e+09 8.05698e+06 1.28215e+09 1.39907e+09 6.76918e+08 33878
125.176 1.16235e+09 5.97336e+06 8.29125e+08 1.13514e+09 4.54727e+08 1.94175e+09 1.06127e+07 1.51125e+09 1.64866e+09 8.14026e+08 25113
157.435 1.40646e+09 8.89156e+06 9.7065e+08 1.45527e+09 5.12482e+08 2.38502e+09 1.4656e+07 1.85802e+09 2.15234e+09 1.14106e+09 18344
197.624 1.87974e+09 1.51655e+07 1.26008e+09 2.25769e+09 7.66133e+08 2.8771e+09 1.95298e+07 2.21058e+09 2.89152e+09 1.38146e+09 12548
247.182 2.85557e+09 3.22437e+07 1.84551e+09 4.00719e+09 1.24027e+09 2.78507e+09 2.56796e+07 2.20847e+09 2.78993e+09 1.37934e+09 6214
309.479 4.18629e+09 6.61756e+07 3.40132e+09 4.79668e+09 2.59809e+09 2.46738e+09 3.62179e+07 1.97444e+09 2.40471e+09 1.14531e+09 2338
388.936 5.67727e+09 1.37388e+08 6.53992e+09 3.14702e+09 5.59758e+09 2.04258e+09 5.30613e+07 1.62642e+09 1.8961e+09 9.0946e+08 721
487.182 5.75918e+09 2.89661e+08 6.85047e+09 3.11126e+09 5.78863e+09 1.78981e+09 9.24786e+07 1.39649e+09 1.52337e+09 6.79528e+08 178
596.982 6.38779e+09 6.55816e+08 7.45519e+09 2.91838e+09 6.15749e+09 1.71329e+09 2.28767e+08 1.39649e+09 1.16598e+09 5.67362e+08 34
769.082 7.27787e+09 1.12191e+09 9.21138e+09 1.74079e+09 7.90949e+09 1.54718e+09 2.04443e+08 1.62642e+09 1.05481e+09 9.0946e+08 12
1102.41 1.16825e+09 1.16825e+09 1.16825e+09 0 0 3.42996e+08 3.42996e+08 3.42996e+08 0 0 1
1132.3 3.23486e+09 3.23485e+09 3.23485e+09 0 0 6.64402e+09 6.64402e+09 6.64402e+09 0 0 1
