#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.95 - 3.11667
#HM   Stats: 1.473530e+14 (median) + 8.235301e+13  / - 1.966200e+13
#SM   Stats: 3.361300e+11 (median) + 3.521510e+11  / - 1.481580e+11
#VMP  Stats: 9.468200e+02 (median) + 1.244500e+02  / - 4.157001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.283521e-12 (median) + 2.531677e-12  / - 1.202310e-12
sfh 0.055623 0 0 0 #avg: 0.0690323; avg_err: 0.0673759; sd: 0.441813; counts: 44
sfh 0.060123 0 0.674717 0 #avg: 0.929795; avg_err: 0.64333; sd: 4.2186; counts: 44
sfh 0.062373 0 1.83033 0 #avg: 2.39301; avg_err: 1.39563; sd: 9.15175; counts: 44
sfh 0.064623 0.0170534 4.5215 0.0170534 #avg: 2.73035; avg_err: 0.970779; sd: 6.36583; counts: 44
sfh 0.066873 0.0848822 4.76633 0.0848822 #avg: 4.37135; avg_err: 1.65353; sd: 10.8429; counts: 44
sfh 0.069123 0.239557 9.82764 0.239557 #avg: 6.9076; avg_err: 2.48383; sd: 16.2876; counts: 44
sfh 0.071373 0.679985 13.2135 0.679985 #avg: 8.72627; avg_err: 2.95806; sd: 19.3973; counts: 44
sfh 0.073623 1.99686 19.8159 1.98749 #avg: 15.246; avg_err: 5.85183; sd: 38.373; counts: 44
sfh 0.075873 3.13749 16.1343 3.04484 #avg: 13.1237; avg_err: 4.15562; sd: 27.2502; counts: 44
sfh 0.078123 3.4176 17.6951 3.34478 #avg: 13.4051; avg_err: 3.8869; sd: 25.4881; counts: 44
sfh 0.080373 5.50211 19.859 5.22145 #avg: 13.3109; avg_err: 3.60196; sd: 23.6196; counts: 44
