#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.23065e+09 0.163826 0.000178942 3.45565e+08 425380 0 7.1696e+08 0 0.504328 6.93315e-05 0.490748 0.156281 0.122972 0.725688 5.70044e-05 0.733846 0.105082 0.122248 0.927561 3.4217e-05 0.950518 0.0239211 0.0659818 4278165
1.5694e+10 0.159637 0.000260677 2.86864e+08 546159 0 5.7795e+08 0 0.405662 8.16735e-05 0.398471 0.11061 0.101721 0.677404 7.48158e-05 0.685758 0.0919648 0.10863 0.921535 4.37069e-05 0.939983 0.0238507 0.0572323 1974223
2.47542e+10 0.169526 0.000314136 3.01168e+08 665131 0 6.05234e+08 0 0.370822 8.95854e-05 0.364607 0.103146 0.0978587 0.671841 8.35467e-05 0.680124 0.0865474 0.101242 0.921577 4.99982e-05 0.939167 0.0225863 0.0527101 1426684
3.91482e+10 0.186156 0.000390711 3.40449e+08 861311 0 7.1696e+08 0 0.360661 0.00010238 0.354884 0.0983764 0.0929262 0.675894 9.24842e-05 0.682765 0.0792157 0.0899177 0.920559 6.08851e-05 0.938516 0.0214553 0.0503566 992448
6.21078e+10 0.208934 0.000494422 4.15431e+08 1.18247e+06 0 8.29125e+08 0 0.36644 0.000119358 0.36152 0.0932654 0.0889843 0.678904 0.000107305 0.685431 0.0741727 0.0843484 0.91706 8.05495e-05 0.937769 0.0207676 0.0541649 676124
9.85038e+10 0.240196 0.000630664 5.21747e+08 1.6383e+06 0 1.16825e+09 0 0.381597 0.000139132 0.377679 0.0886064 0.0854771 0.682513 0.000128745 0.690208 0.0698726 0.0828203 0.910293 0.000109619 0.935374 0.0213829 0.0673254 458851
1.56037e+11 0.273919 0.000805209 6.46751e+08 2.25928e+06 0 1.57056e+09 0 0.400626 0.000166498 0.396789 0.0862871 0.0824969 0.681562 0.000155176 0.688562 0.068013 0.0799664 0.896858 0.000148577 0.92601 0.0259295 0.0881524 306755
2.47238e+11 0.307991 0.00102438 8.00198e+08 3.13758e+06 0 1.97444e+09 0 0.415958 0.000199385 0.412717 0.0845352 0.0810586 0.66513 0.0001883 0.668771 0.0709672 0.076526 0.869916 0.000203984 0.900616 0.0396391 0.109568 203110
3.91701e+11 0.350422 0.00130741 1.02981e+09 4.47412e+06 0 2.56247e+09 0 0.422723 0.000240426 0.420105 0.0829332 0.0803802 0.630198 0.000234689 0.630508 0.0758135 0.0765939 0.822416 0.000287415 0.847939 0.0684925 0.12807 133168
6.20614e+11 0.389695 0.00164181 1.3071e+09 6.31319e+06 4.69651e+08 2.69025e+09 4.69651e+08 0.417605 0.000286474 0.415164 0.0810741 0.0773436 0.58729 0.000291372 0.585005 0.0788456 0.0764191 0.761775 0.000389962 0.77381 0.103751 0.130084 88233
