#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
42.2758 0.0322581 0.0322581 0.0322581 0 0 0 0.16753 0.0228038 0.138986 0.132649 0.0754727 31
63.6504 0 0 0 0 0 0 0.0711757 0.0473375 0.0400134 0.171829 0.0318462 4
81.7619 0 0 0 0 0 0 0.290181 0.0727265 0.298579 0.385005 0.253724 14
100.57 0.0212766 0.0212766 0.0212766 0 0 0 0.178167 0.0279332 0.112546 0.24818 0.0748406 47
131.948 0.0694444 0.0711806 0.0110009 0 0 0 0.0950642 0.00466796 0.0548405 0.12228 0.0464394 576
163.026 0.133642 0.142108 0.00529852 0 0 0 0.153211 0.0019756 0.113304 0.167652 0.0886237 4961
199.941 0.15602 0.168874 0.00405122 0 0 0 0.230508 0.00160723 0.199414 0.199386 0.131346 10191
248.271 0.175758 0.189256 0.00499327 0 1 0 0.341494 0.00203054 0.332035 0.190135 0.173308 7260
310.752 0.16072 0.170615 0.0069555 0 1 0 0.447826 0.00294042 0.448505 0.170683 0.173877 3335
389.937 0.15257 0.154229 0.0105358 0 0 0 0.546437 0.0042897 0.551663 0.142189 0.155909 1206
489.69 0.107955 0.110795 0.0172299 0 0 0 0.597393 0.00767074 0.603353 0.145816 0.142489 352
616.217 0.0816327 0.0918367 0.0327141 0 0 0 0.643207 0.0144276 0.667411 0.11882 0.147518 98
756.353 0.192308 0.192308 0.0788227 0 1 0 0.646056 0.0259223 0.635118 0.135938 0.0924217 26
891.55 0 0 0 0 0 0 0.761441 0.761441 0.761441 0 0 1
1149.47 0 0 0 0 0 0 0.722931 0.722931 0.722931 0 0 1
