#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.28433e+09 0.0474732 0.0474732 0.00832797 0 0 0 0.0954862 0.00362672 0.0642414 0.107056 0.0523831 653
1.52931e+10 0.113636 0.159091 0.0722866 0 0 0 0.129105 0.0221797 0.0952545 0.116588 0.0826566 44
2.42586e+10 0 0 0 0 0 0 0.112747 0.0809038 0.00958653 0.135833 0.00161787 9
4.2748e+10 0 0 0 0 0 0 0.220655 0.089053 0.113448 0.55608 0.0887677 9
6.63239e+10 0.0689655 0.0689655 0.0478872 0 0 0 0.190636 0.0376614 0.0852877 0.362961 0.0601048 29
1.06299e+11 0.120482 0.120482 0.0359481 0 0 0 0.146903 0.0187607 0.0754547 0.250143 0.0644346 83
1.65261e+11 0.115869 0.128463 0.0186101 0 0 0 0.138649 0.00795077 0.0843803 0.172158 0.0618919 397
2.62827e+11 0.155971 0.166531 0.0114025 0 0 0 0.155666 0.00451686 0.100575 0.197218 0.0773514 1231
4.11294e+11 0.139354 0.148355 0.0067374 0 0 0 0.172014 0.00279733 0.124526 0.209547 0.0990776 3222
6.46736e+11 0.142218 0.154203 0.00496743 0 0 0 0.194166 0.00207189 0.149462 0.21149 0.110791 6258
1.01354e+12 0.149272 0.160623 0.00399077 0 0 0 0.210555 0.00165692 0.171512 0.214438 0.119412 9955
1.59624e+12 0.174602 0.192466 0.00379623 0 1 0 0.241395 0.00147476 0.212206 0.211897 0.144224 13379
2.49914e+12 0.179224 0.194707 0.00372507 0 1 0 0.292655 0.00152033 0.272949 0.205446 0.165981 13564
3.93281e+12 0.180109 0.193956 0.00416235 0 1 0 0.363815 0.00175819 0.353805 0.202786 0.182819 10688
6.19828e+12 0.160783 0.170491 0.00486897 0 1 0 0.435551 0.00217953 0.435603 0.184873 0.19164 6798
9.81322e+12 0.148085 0.153417 0.00583707 0 0 0 0.503762 0.00258435 0.505712 0.170196 0.168675 4126
1.55477e+13 0.137961 0.142733 0.0075664 0 0 0 0.54928 0.00321415 0.558252 0.144309 0.162507 2305
2.46095e+13 0.127642 0.132713 0.0103629 0 0 0 0.594253 0.0041335 0.596176 0.138891 0.136135 1183
3.86082e+13 0.139063 0.15 0.0154484 0 0 0 0.622534 0.00573495 0.634501 0.131351 0.150057 640
6.07187e+13 0.0989761 0.105802 0.0192549 0 0 0 0.642885 0.0077394 0.657468 0.116483 0.134798 293
9.53181e+13 0.135338 0.150376 0.0345795 0 0 0 0.685911 0.0104217 0.710283 0.0830689 0.155368 133
1.41025e+14 0.106383 0.106383 0.0454604 0 0 0 0.69257 0.016633 0.694456 0.113661 0.099336 47
2.34044e+14 0 0 0 0 0 0 0.753587 0.0266315 0.761762 0.0678698 0.101989 11
6.03436e+14 0 0 0 0 0 0 0.719986 0.00829443 0.72828 0 0.0165889 2
