#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8804e+07 0.00171785 0.00172824 7.77641e-05 0 0 0 0.000810439 1.19175e-05 0 0 0 288733
1.57403e+08 0.00230261 0.00233471 0.000138574 0 0 0 0.00102863 2.18111e-05 0 0 0 124641
2.4887e+08 0.00299635 0.00302602 0.000174415 0 0 0 0.00117418 2.57815e-05 0 0 0 101123
3.94254e+08 0.0037413 0.00379238 0.000223321 0 0 0 0.00148804 3.53611e-05 0 0 0 78315
6.2453e+08 0.00581529 0.00586457 0.000312082 0 0 0 0.00195643 5.13437e-05 0 0 0 60874
9.89006e+08 0.00713248 0.00739263 0.000412754 0 0 0 0.00245992 7.08029e-05 0 0 0 46127
1.56608e+09 0.0102213 0.0107066 0.000574576 0 0 0 0.00350003 0.000113943 0 0 0 35025
2.48753e+09 0.0157622 0.0166254 0.000823636 0 0 0 0.00473349 0.000145832 0 0 0 26646
3.93715e+09 0.0217284 0.0235965 0.00115362 0 0 0 0.00656578 0.000217976 0 0 0 20342
6.25659e+09 0.0281319 0.0300785 0.00144102 0 0 0 0.00892906 0.000285742 0 0 0 15925
9.91623e+09 0.0347443 0.0372727 0.00182738 0 0 0 0.0110783 0.000377362 0 0.00974324 0 12261
1.57322e+10 0.0492161 0.0534732 0.00248658 0 0 0 0.0144818 0.000506123 0 0.0147588 0 9631
2.48389e+10 0.0558792 0.0582627 0.00281651 0 0 0 0.0170531 0.000594852 0 0.0225114 0 7552
3.93696e+10 0.0576817 0.0613441 0.00345754 0 0 0 0.0190181 0.000712473 0 0.0303292 0 5461
6.18171e+10 0.0638239 0.0685619 0.00455588 0 0 0 0.020406 0.000833396 0 0.035224 0 3588
9.7785e+10 0.0643564 0.0693069 0.0060706 0 0 0 0.0225785 0.00123923 0 0.0434614 0 2020
1.52537e+11 0.0582418 0.0615385 0.00841347 0 0 0 0.0258188 0.00199172 0 0.0438807 0 910
2.3804e+11 0.0474453 0.0474453 0.0128665 0 0 0 0.0319419 0.00433791 0 0.0496858 0 274
3.58459e+11 0.0810811 0.0810811 0.0454933 0 0 0 0.0399013 0.0095701 0.0147506 0.0759298 0.0147506 37
5.38947e+11 1 1 1 1 0 0 0.086591 0.086591 0.086591 0 0 1
