#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.8742 0.000341433 0.000341433 1.72641e-05 0 0 0 0.000340162 5.20221e-06 0 0 0 1145173
62.8009 0.000741623 0.000741623 3.27313e-05 0 0 0 0.000797747 9.98726e-06 0 0 0 691726
79.6168 0.00297606 0.00298173 7.51638e-05 0 0 0 0.00231168 2.20817e-05 0 0 0 528216
98.2981 0.00792087 0.00797688 0.000162611 0 0 0 0.00512708 4.89215e-05 0 0 0 303502
123.664 0.0191398 0.0193682 0.000398351 0 0 0 0.0114009 0.000128146 0 0 0 122572
155.124 0.0385257 0.0392475 0.000939737 0 0 0 0.0239679 0.000324792 0 0.0341798 0 44334
194.742 0.0591562 0.0600491 0.00208163 0 0 0 0.0394543 0.00076255 0 0.0797241 0 13439
243.912 0.0763531 0.0792526 0.00505895 0 0 0 0.0515203 0.00170699 0 0.117211 0 3104
306.366 0.10223 0.107807 0.014138 0 0 0 0.0602646 0.00451126 0 0.143419 0 538
381.91 0.128205 0.128205 0.0380991 0 0 0 0.0832261 0.0147952 0.0247772 0.169206 0.0247772 78
484.981 0 0 0 0 0 0 0.0592097 0.0320345 0.0738848 0.0692434 0.0738848 4
