#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.75 - 11.25
#HM   Stats: 1.408380e+11 (median) + 2.533800e+10  / - 3.464699e+10
#SM   Stats: 1.422160e+09 (median) + 9.893640e+09  / - 9.020480e+08
#VMP  Stats: 1.303700e+02 (median) + 2.305000e+01  / - 1.963999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.047286e-12 (median) + 2.958763e-12  / - 1.501342e-12
sfh 0.055623 0 0 0 #avg: 5.66505e-07; avg_err: 5.66505e-07; sd: 9.94212e-06; counts: 309
sfh 0.060123 0 0 0 #avg: 8.16935e-06; avg_err: 8.16935e-06; sd: 0.000143372; counts: 309
sfh 0.062373 0 0 0 #avg: 1.45417e-05; avg_err: 1.45417e-05; sd: 0.000255205; counts: 309
sfh 0.064623 0 0 0 #avg: 0.0392253; avg_err: 0.0381949; sd: 0.670318; counts: 309
sfh 0.066873 0 0 0 #avg: 0.00953858; avg_err: 0.00871863; sd: 0.153011; counts: 309
sfh 0.069123 0 0 0 #avg: 0.00456136; avg_err: 0.00219095; sd: 0.038451; counts: 309
sfh 0.071373 0 0 0 #avg: 0.00641241; avg_err: 0.00360574; sd: 0.0632805; counts: 309
sfh 0.073623 0 0 0 #avg: 0.0141999; avg_err: 0.00729288; sd: 0.12799; counts: 309
sfh 0.075873 0 0 0 #avg: 0.0275065; avg_err: 0.0102753; sd: 0.180332; counts: 309
sfh 0.078123 0 0 0 #avg: 0.0466425; avg_err: 0.0176554; sd: 0.309851; counts: 309
sfh 0.080373 0 0 0 #avg: 0.0667041; avg_err: 0.0284745; sd: 0.499726; counts: 309
sfh 0.082623 0 0.00603192 0 #avg: 0.0700385; avg_err: 0.0212656; sd: 0.37321; counts: 309
sfh 0.085998 0 0.018207 0 #avg: 0.0929259; avg_err: 0.0244292; sd: 0.428731; counts: 309
sfh 0.089373 0 0.0846819 0 #avg: 0.10707; avg_err: 0.0264955; sd: 0.464994; counts: 309
sfh 0.092748 0 0.143081 0 #avg: 0.119598; avg_err: 0.0283034; sd: 0.496722; counts: 309
sfh 0.096123 0.000946224 0.197599 0.000946224 #avg: 0.140733; avg_err: 0.0262877; sd: 0.461348; counts: 309
sfh 0.099498 0.00779677 0.168577 0.00779677 #avg: 0.170309; avg_err: 0.034916; sd: 0.612774; counts: 309
sfh 0.102873 0.0159757 0.214366 0.0159757 #avg: 0.230311; avg_err: 0.0567772; sd: 0.996435; counts: 309
sfh 0.106248 0.0264626 0.175902 0.0264626 #avg: 0.383528; avg_err: 0.169139; sd: 2.96838; counts: 309
sfh 0.109623 0.034095 0.25643 0.034095 #avg: 0.425369; avg_err: 0.174966; sd: 3.07064; counts: 309
sfh 0.112998 0.041089 0.337752 0.041089 #avg: 0.355143; avg_err: 0.0772546; sd: 1.35581; counts: 309
sfh 0.116373 0.0456295 0.42513 0.0452925 #avg: 0.444463; avg_err: 0.0820549; sd: 1.44006; counts: 309
sfh 0.119748 0.0568634 0.527963 0.0548652 #avg: 0.70286; avg_err: 0.151038; sd: 2.65071; counts: 309
sfh 0.123123 0.0667491 0.574225 0.0634541 #avg: 0.899367; avg_err: 0.221177; sd: 3.88163; counts: 309
sfh 0.126498 0.0705614 0.923724 0.0667134 #avg: 1.12021; avg_err: 0.256468; sd: 4.501; counts: 309
sfh 0.129873 0.0787141 1.048 0.0743858 #avg: 1.32579; avg_err: 0.346677; sd: 6.08416; counts: 309
sfh 0.133248 0.0937427 1.14556 0.0875306 #avg: 1.18804; avg_err: 0.259098; sd: 4.54714; counts: 309
sfh 0.136623 0.114482 1.22311 0.1044 #avg: 1.49042; avg_err: 0.332312; sd: 5.83205; counts: 309
sfh 0.141685 0.117949 1.42801 0.101588 #avg: 1.5234; avg_err: 0.320292; sd: 5.62111; counts: 309
sfh 0.146748 0.15232 1.15626 0.127231 #avg: 1.47022; avg_err: 0.257951; sd: 4.52703; counts: 309
sfh 0.15181 0.19344 1.41615 0.169224 #avg: 1.51324; avg_err: 0.255126; sd: 4.47745; counts: 309
sfh 0.156873 0.226819 1.84384 0.201849 #avg: 1.51811; avg_err: 0.243765; sd: 4.27806; counts: 309
sfh 0.161935 0.242906 1.8601 0.211451 #avg: 1.63294; avg_err: 0.261013; sd: 4.58076; counts: 309
sfh 0.166998 0.23105 2.39831 0.20038 #avg: 1.58515; avg_err: 0.255467; sd: 4.48342; counts: 309
sfh 0.17206 0.288667 2.29556 0.249481 #avg: 1.5448; avg_err: 0.223223; sd: 3.91755; counts: 309
sfh 0.177123 0.295188 2.37382 0.2659 #avg: 1.55274; avg_err: 0.199087; sd: 3.49396; counts: 309
sfh 0.182185 0.391647 2.6101 0.351269 #avg: 1.71493; avg_err: 0.216353; sd: 3.79698; counts: 309
