#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.13241e+09 0.000252471 0.000254549 1.63927e-05 0 0 0 0.000106567 2.78171e-06 0 0 0 962485
1.58024e+10 0.00049299 0.000495053 3.20805e-05 0 0 0 0.000229956 4.8768e-06 0 0 0 484797
2.4919e+10 0.000861184 0.000863583 4.56215e-05 0 0 0 0.000418222 6.89992e-06 0 0 0 416868
3.93489e+10 0.0013606 0.00136655 6.40192e-05 0 0 0 0.000653476 9.89614e-06 0 0 0 335882
6.2202e+10 0.00203149 0.00205921 9.14183e-05 0 0 0 0.000936378 1.43532e-05 0 0 0 252524
9.81436e+10 0.00402795 0.00408288 0.000159645 0 0 0 0.00148862 2.54209e-05 0 0 0 163855
1.55494e+11 0.00755875 0.00778226 0.000288083 0 0 0 0.00251109 4.81817e-05 0 0 0 98429
2.45983e+11 0.0140408 0.0148294 0.000528461 0 0 0 0.00439681 9.55102e-05 0 0 0 58330
3.89086e+11 0.0265396 0.0280475 0.000956531 0 0 0 0.00846135 0.000186569 0 0 0 33158
6.11383e+11 0.0503679 0.0538972 0.00186354 0 0 0 0.0162915 0.000386812 0 0.0219714 0 16717
9.62629e+11 0.0810695 0.0881809 0.00369633 0 0 0 0.0274761 0.000775209 0 0.0538258 0 7031
1.51253e+12 0.12517 0.13288 0.00772571 0 0 0 0.0520915 0.00201111 0.00532939 0.108898 0.00532939 2205
2.37544e+12 0.190259 0.21309 0.0180339 0 1 0 0.0814606 0.00471122 0.0243 0.160902 0.0243 657
3.84451e+12 0.251366 0.300546 0.0418991 0 1 0 0.113492 0.0100373 0.0602461 0.205982 0.0602461 183
6.09273e+12 0.35443 0.405063 0.0662409 0 1 0 0.250695 0.0232568 0.233019 0.245708 0.222899 79
1.02433e+13 0.147059 0.147059 0.0616521 0 0 0 0.266498 0.0396797 0.217039 0.293447 0.194213 34
1.48442e+13 0.263158 0.315789 0.13361 0 1 0 0.348844 0.0448866 0.315278 0.267868 0.162308 19
2.41386e+13 0.454545 0.454545 0.157459 0 1 0 0.346904 0.0678388 0.30734 0.305552 0.215851 11
4.09436e+13 0 0 0 0 0 0 0.440817 0.0982268 0.450324 0.222139 0.450324 6
5.34853e+13 0 0 0 0 0 0 0.161044 0.161044 0.161044 0 0 1
