#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.92693e+09 0.000139225 0.000140342 5.1511e-06 0 0 0 5.75691e-05 9.90965e-07 0 0 0 5372597
1.56326e+10 0.000276464 0.000279082 1.21996e-05 0 0 0 0.000115107 1.80069e-06 0 0 0 1909831
2.46819e+10 0.000360829 0.000362408 1.69863e-05 0 0 0 0.000201964 2.58524e-06 0 0 0 1266527
3.90784e+10 0.000426544 0.000426544 2.27624e-05 0 0 0 0.000313183 3.70737e-06 0 0 0 822892
6.19699e+10 0.000628783 0.000632525 3.4597e-05 0 0 0 0.000454577 5.50904e-06 0 0 0 534366
9.83749e+10 0.000931684 0.000934569 5.20564e-05 0 0 0 0.000635777 8.382e-06 0 0 0 346684
1.55907e+11 0.00162758 0.00164089 8.59252e-05 0 0 0 0.000866871 1.36251e-05 0 0 0 225488
2.47024e+11 0.00284384 0.00289135 0.000142171 0 0 0 0.00123441 2.13892e-05 0 0 0 147336
3.91617e+11 0.005711 0.00587805 0.000253966 0 0 0 0.00209625 4.28003e-05 0 0 0 95780
6.19927e+11 0.0138733 0.0144432 0.000501407 0 0 0 0.00601642 0.000121901 0 0 0 61413
9.82903e+11 0.0380778 0.0398827 0.00102612 0 0 0 0.0210143 0.000302836 0 0.0286026 0 39892
1.55883e+12 0.0747403 0.0792083 0.00179646 0 0 0 0.0653404 0.000675456 0 0.158221 0 25515
2.46613e+12 0.0985125 0.103177 0.00253698 0 0 0 0.140903 0.0011547 0.0995549 0.19588 0.0995549 15866
3.9101e+12 0.0934239 0.0979836 0.00314335 0 0 0 0.218581 0.00160579 0.200182 0.183446 0.154525 9869
6.19542e+12 0.084399 0.087127 0.00380708 0 0 0 0.275602 0.00213401 0.267873 0.180679 0.17106 5865
9.81022e+12 0.0788313 0.0821389 0.00475502 0 0 0 0.308944 0.00270564 0.308194 0.172896 0.181383 3628
1.55739e+13 0.0926735 0.0970403 0.00683925 0 0 0 0.314956 0.00363267 0.31814 0.172013 0.192196 2061
2.45473e+13 0.099723 0.100646 0.00923924 0 0 0 0.324205 0.00511226 0.32602 0.175761 0.188159 1083
3.85559e+13 0.101639 0.106557 0.0131331 0 0 0 0.295615 0.00691497 0.293729 0.18307 0.197774 610
6.07425e+13 0.0827068 0.0827068 0.0169201 0 0 0 0.282341 0.0104324 0.281781 0.185885 0.199777 266
9.51863e+13 0.0763359 0.0916031 0.0315026 0 0 0 0.278593 0.0133441 0.268194 0.166141 0.159229 131
1.41025e+14 0.0638298 0.0638298 0.0360421 0 0 0 0.230113 0.0253325 0.181705 0.201901 0.130028 47
2.31244e+14 0.1 0.1 0.1 0 0 0 0.139702 0.0351614 0.108849 0.14595 0.0867838 10
6.03436e+14 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
