#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.66867e+09 1.73954e-05 1.54969e-06 123032 3045.49 0 0 0 0.234349 1.61478e-05 0.234432 0.0485473 0.0469939 0.273081 1.41051e-05 0.278727 0.0347764 0.047584 0.317697 5.31629e-06 0.32144 0.00894424 0.0162474 7243291
1.56628e+10 5.19736e-06 1.50035e-06 304238 8755.06 0 0 0 0.208453 2.82617e-05 0.20466 0.0499611 0.0397756 0.258641 2.49815e-05 0.261417 0.0374887 0.0423434 0.314793 8.91474e-06 0.31751 0.00982776 0.014808 2308863
2.47494e+10 1.85489e-06 1.07092e-06 568743 14744.2 0 0 0 0.194388 3.34401e-05 0.189501 0.0493086 0.0367874 0.253356 2.90216e-05 0.255234 0.036202 0.0391554 0.314591 9.77769e-06 0.316836 0.00922611 0.0133163 1617348
3.9116e+10 4.49137e-06 2.0086e-06 938955 23629.8 0 0 0 0.186223 3.89936e-05 0.181509 0.0459352 0.0353226 0.253056 3.32385e-05 0.254547 0.034359 0.0363324 0.315071 1.09269e-05 0.317014 0.00873289 0.012161 1113245
6.18719e+10 5.19139e-05 8.53437e-06 1.69012e+06 42062.7 0 0 0 0.184768 4.77162e-05 0.181121 0.0438209 0.0360132 0.256877 3.96584e-05 0.258275 0.0330264 0.0346214 0.316439 1.25656e-05 0.318156 0.00822338 0.011154 712719
9.81443e+10 0.000180752 2.03344e-05 3.04715e+06 73241.6 0 0 0 0.187667 6.07446e-05 0.18495 0.0431337 0.0372154 0.261413 4.87742e-05 0.262806 0.0321449 0.0333221 0.317748 1.50995e-05 0.319304 0.007875 0.0104204 437062
1.55508e+11 0.000553193 4.56141e-05 5.55031e+06 130064 0 0 0 0.19247 7.78906e-05 0.190249 0.043075 0.037873 0.265569 6.03464e-05 0.267133 0.0311126 0.0324411 0.318843 1.85944e-05 0.320347 0.0075022 0.00976065 265730
2.46174e+11 0.00166326 0.000101706 9.3129e+06 219706 0 0 0 0.197715 9.98e-05 0.196071 0.0425599 0.0385212 0.269692 7.46324e-05 0.271522 0.029528 0.0313714 0.319959 2.33424e-05 0.321558 0.00689834 0.00931263 160528
3.90026e+11 0.00350224 0.000191586 1.34634e+07 342885 0 0 0 0.203867 0.000129002 0.202328 0.0426705 0.0385846 0.274861 9.32311e-05 0.276999 0.0279789 0.0305414 0.321538 2.86888e-05 0.323209 0.00604305 0.00873742 95082
6.1704e+11 0.00851288 0.000391415 2.17985e+07 563132 0 0 0 0.211718 0.000170771 0.210824 0.042947 0.0399809 0.281313 0.000117062 0.284107 0.0257335 0.029691 0.323326 3.79462e-05 0.325257 0.00493118 0.00781831 55093
9.76372e+11 0.0181824 0.000773169 3.25292e+07 928775 0 0 0 0.220686 0.000232862 0.220113 0.0436802 0.0408972 0.287616 0.0001509 0.291319 0.0227433 0.0289286 0.324319 5.55536e-05 0.32668 0.00412026 0.00743315 29864
1.5424e+12 0.0364968 0.00151663 4.65985e+07 1.54626e+06 0 0 0 0.225241 0.000319125 0.225252 0.0421761 0.0405387 0.289038 0.000209655 0.293831 0.0205022 0.0296013 0.323703 8.80808e-05 0.326762 0.00395852 0.00839484 15289
2.42883e+12 0.0759257 0.00317957 6.75686e+07 2.80379e+06 0 0 0 0.222421 0.000458354 0.222872 0.0393842 0.0396353 0.284442 0.000335072 0.290211 0.0207606 0.0326569 0.321012 0.000166705 0.325147 0.00476736 0.0111806 6941
3.83569e+12 0.140539 0.00645932 9.55546e+07 5.01817e+06 0 0 0 0.215015 0.000705943 0.215861 0.0389107 0.0390301 0.275423 0.000545427 0.280361 0.0238996 0.034852 0.315873 0.000317848 0.321799 0.00621414 0.0179514 2896
6.07306e+12 0.252792 0.0138549 1.24646e+08 9.81109e+06 0 3.43845e+08 0 0.201447 0.00112687 0.200197 0.0383095 0.0356687 0.261095 0.000981204 0.264621 0.0278365 0.0353174 0.307443 0.000691671 0.314848 0.00998813 0.0254396 985
9.61619e+12 0.429348 0.0258379 2.00545e+08 1.97508e+07 0 6.06006e+08 0 0.190743 0.00175004 0.191267 0.0349421 0.0367551 0.24599 0.00161428 0.248349 0.0275377 0.034499 0.295888 0.00133601 0.302137 0.0167953 0.0314481 368
1.52738e+13 0.590164 0.0447094 2.9228e+08 4.12632e+07 0 8.77994e+08 0 0.176618 0.00314038 0.182016 0.027557 0.0424979 0.229122 0.00332652 0.232828 0.0354112 0.0419052 0.280232 0.00296026 0.289217 0.0229187 0.0422004 122
2.46187e+13 0.7 0.0733799 3.60528e+08 7.35926e+07 0 8.10788e+08 0 0.174187 0.00447047 0.172918 0.0269067 0.0229452 0.219348 0.0041422 0.218353 0.0302632 0.0293996 0.270221 0.00432579 0.276075 0.0237194 0.026922 40
3.74494e+13 0.909091 0.0909091 4.17653e+08 1.40254e+08 3.60165e+08 6.50595e+08 3.60165e+08 0.14745 0.00665127 0.141728 0.0288733 0.0220161 0.193668 0.00701364 0.183926 0.0362633 0.0126327 0.250283 0.0063731 0.252182 0.0157344 0.0344135 11
5.56231e+13 0.5 0.5 0 0 0 0 0 0.162423 0.0250864 0.18751 0 0.0501727 0.1973 0.0213897 0.21869 0 0.0427793 0.223656 0.0220751 0.245731 0 0.0441502 2
