#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.14316e+09 0.994479 8.97628e-05 1.63319e+09 1.70593e+06 1.28215e+09 1.75756e+09 1.28215e+09 0.451376 0.000159991 0.444229 0.134484 0.123181 0.658338 0.000149271 0.672471 0.104902 0.139084 0.841807 0.000124716 0.866792 0.0688127 0.120131 681414
1.57148e+10 0.995301 0.000123797 1.42304e+09 2.35797e+06 1.05478e+09 1.62645e+09 1.05478e+09 0.367156 0.000209598 0.357424 0.114548 0.104499 0.628532 0.000221988 0.641167 0.108596 0.137854 0.849992 0.000171657 0.872899 0.061282 0.104585 305171
2.48388e+10 0.996119 0.000128537 1.45341e+09 2.73313e+06 1.13677e+09 1.66359e+09 1.13677e+09 0.334857 0.000223254 0.324904 0.10719 0.0971872 0.621192 0.000248697 0.634484 0.104782 0.136012 0.848111 0.000195225 0.870545 0.0620956 0.104372 233976
3.92963e+10 0.996289 0.000143956 1.53558e+09 3.23308e+06 1.16825e+09 1.75161e+09 1.16825e+09 0.325164 0.000244567 0.315129 0.101965 0.0895668 0.622526 0.000270658 0.635438 0.0972625 0.127092 0.843643 0.000225399 0.865853 0.064369 0.107668 178399
6.24231e+10 0.996839 0.000152007 1.70086e+09 3.92113e+06 1.39649e+09 1.88396e+09 1.05999e+09 0.328789 0.000270118 0.319685 0.0977566 0.0857611 0.621943 0.000299407 0.634616 0.0938446 0.123785 0.833936 0.000270025 0.856797 0.0697675 0.116034 136361
9.89857e+10 0.996514 0.000180653 1.87605e+09 4.69195e+06 1.51125e+09 2.01127e+09 1.0173e+09 0.342482 0.000299225 0.334716 0.0949986 0.0854696 0.622949 0.000330629 0.63539 0.0905151 0.122372 0.821925 0.000318441 0.84408 0.0772387 0.125571 106435
1.56753e+11 0.996198 0.000215862 2.0383e+09 5.66445e+06 1.62642e+09 2.26154e+09 1.13248e+09 0.361648 0.000339083 0.355017 0.0929316 0.0856617 0.62363 0.000358879 0.634023 0.0852653 0.111789 0.807262 0.000371661 0.827546 0.0835575 0.130814 81279
2.48461e+11 0.995468 0.000273196 2.22769e+09 7.06761e+06 1.85802e+09 2.27501e+09 1.36408e+09 0.379497 0.000385025 0.374229 0.0907631 0.0855124 0.613097 0.000392534 0.618215 0.0840456 0.0985175 0.782396 0.000445088 0.800675 0.0911574 0.135361 60453
3.93588e+11 0.991066 0.000441936 2.47598e+09 8.95998e+06 2.09125e+09 2.53496e+09 1.48602e+09 0.390688 0.000428609 0.386428 0.0902023 0.0839957 0.586329 0.000433071 0.587188 0.0834576 0.0892169 0.741789 0.00053816 0.754864 0.103907 0.137639 45334
6.23528e+11 0.974838 0.000850139 2.73819e+09 1.14888e+07 2.20847e+09 2.89363e+09 1.60323e+09 0.391153 0.000472841 0.388539 0.0842481 0.081518 0.551052 0.000486884 0.54699 0.0852793 0.0788881 0.692213 0.00064496 0.692367 0.122964 0.122884 33940
9.88838e+11 0.945044 0.00142482 3.04233e+09 1.51533e+07 2.44409e+09 3.28214e+09 1.83885e+09 0.377797 0.000524729 0.375478 0.0808817 0.0774072 0.511606 0.000559302 0.507139 0.0827484 0.0754893 0.639439 0.000775642 0.63205 0.131531 0.113683 25584
1.56396e+12 0.921146 0.00195741 3.4361e+09 1.99363e+07 2.80036e+09 3.84366e+09 2.0834e+09 0.35635 0.000587437 0.354876 0.0766909 0.0766445 0.476525 0.000678412 0.468603 0.0860609 0.0736147 0.6004 0.000976561 0.585064 0.147462 0.112939 18959
2.47909e+12 0.92414 0.00221811 4.10718e+09 2.63514e+07 3.28045e+09 4.77138e+09 2.45132e+09 0.331533 0.000668422 0.330101 0.074562 0.075748 0.444782 0.000901627 0.432034 0.0921588 0.0763758 0.571726 0.0013224 0.543429 0.194652 0.121491 14250
3.93436e+12 0.931337 0.00251005 4.9164e+09 3.49444e+07 4.28331e+09 4.89653e+09 3.25826e+09 0.309951 0.000805851 0.306747 0.0766658 0.0746317 0.426051 0.00128775 0.400902 0.111858 0.0781952 0.564951 0.00182463 0.524162 0.254776 0.139929 10151
6.2183e+12 0.94259 0.00279058 6.05845e+09 4.50755e+07 7.06049e+09 2.97016e+09 5.77834e+09 0.28976 0.00094286 0.284384 0.0745279 0.067956 0.421155 0.00187217 0.377749 0.170453 0.079377 0.576432 0.00249002 0.543016 0.286872 0.182108 6950
9.85165e+12 0.951372 0.00310101 7.12078e+09 5.52607e+07 8.86186e+09 1.83307e+09 7.23544e+09 0.27384 0.00113821 0.267266 0.0719564 0.0655649 0.42533 0.00260137 0.364676 0.249552 0.0854665 0.601093 0.00322227 0.593545 0.278133 0.244909 4812
1.56234e+13 0.961211 0.00342953 7.87041e+09 6.70298e+07 9.57127e+09 1.47731e+09 7.59683e+09 0.265437 0.00152402 0.253817 0.0740445 0.0601726 0.441718 0.00357822 0.363099 0.316312 0.0947266 0.635091 0.00410548 0.650731 0.251577 0.298607 3171
2.47121e+13 0.965517 0.00399411 8.61378e+09 7.79268e+07 1.0106e+10 1.14891e+09 7.06628e+09 0.257422 0.00183334 0.244931 0.0728838 0.0569908 0.470097 0.00459228 0.403715 0.309642 0.13605 0.683539 0.00485382 0.711655 0.211102 0.304953 2088
