#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.65356e+07 0.00262313 0.00264075 5.5994e-05 0 0 0 0.00221099 1.78043e-05 0 0 0 851273
1.5694e+08 0.00385869 0.003897 0.000117412 0 0 0 0.00301652 3.70449e-05 0 0 0 287144
2.48635e+08 0.00534358 0.00540235 0.000157551 0 0 0 0.00393881 5.08599e-05 0 0 0 221200
3.94199e+08 0.00726148 0.00733779 0.000208937 0 0 0 0.00511542 6.91295e-05 0 0 0 170351
6.24628e+08 0.00940161 0.009562 0.000273461 0 0 0 0.00642457 9.03679e-05 0 0 0 130935
9.89255e+08 0.0114395 0.0116103 0.000344506 0 0 0 0.00783046 0.000113868 0 0 0 99567
1.56857e+09 0.014679 0.0149159 0.000446857 0 0 0 0.00975924 0.000148478 0 0 0 75959
2.48166e+09 0.0172359 0.0175173 0.000559103 0 0 0 0.0116156 0.000192034 0 0 0 56858
3.93636e+09 0.021751 0.0222012 0.000731915 0 0 0 0.0150441 0.000255929 0 0.0108838 0 42205
6.24388e+09 0.0264608 0.0268747 0.000926897 0 0 0 0.0182998 0.000330608 0 0.0211706 0 31405
9.89922e+09 0.0326267 0.0331365 0.0011851 0 0 0 0.0212305 0.000409557 0 0.0253552 0 23539
1.57104e+10 0.0371567 0.0379923 0.00146132 0 0 0 0.025012 0.000510491 0 0.0408952 0 17951
2.48887e+10 0.045707 0.0462765 0.00179541 0 0 0 0.0299958 0.000624948 0 0.0539778 0 14046
3.93543e+10 0.0533958 0.0548946 0.00226746 0 0 0 0.0331506 0.000750279 0 0.0682153 0 10675
6.21885e+10 0.0568756 0.0583923 0.00270806 0 0 0 0.0349695 0.000856799 0 0.074767 0 7912
9.82311e+10 0.0490688 0.0501433 0.00298596 0 0 0 0.03407 0.000986007 0 0.0720855 0 5584
1.54942e+11 0.0338235 0.0341176 0.00314136 0 0 0 0.0307274 0.00116514 0 0.062446 0 3400
2.42255e+11 0.0282638 0.0282638 0.00430057 0 0 0 0.0282821 0.00159826 0 0.0589668 0 1486
3.80198e+11 0.0148883 0.0148883 0.00604022 0 0 0 0.0281582 0.00331602 0 0.0491862 0 403
5.86394e+11 0 0 0 0 0 0 0.0233874 0.00725982 0 0.0386213 0 64
8.90052e+11 0 0 0 0 0 0 0.0403591 0.0282913 0.018597 0.16113 0.018597 6
