#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.11667 - 2.28333
#HM   Stats: 3.452940e+11 (median) + 1.948530e+11  / - 9.352901e+10
#SM   Stats: 2.175420e+09 (median) + 3.633480e+09  / - 1.225098e+09
#VMP  Stats: 1.496700e+02 (median) + 2.339000e+01  / - 1.395999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.159317e-09 (median) + 3.091557e-09  / - 1.127963e-09
sfh 0.055623 0 0 0 #avg: 8.81172e-07; avg_err: 8.81172e-07; sd: 0.000393875; counts: 199801
sfh 0.060123 0 0 0 #avg: 9.11506e-05; avg_err: 2.52785e-05; sd: 0.0112993; counts: 199801
sfh 0.062373 0 0 0 #avg: 0.000634182; avg_err: 0.000255863; sd: 0.114368; counts: 199801
sfh 0.064623 0 0 0 #avg: 0.00138207; avg_err: 0.000208797; sd: 0.09333; counts: 199801
sfh 0.066873 0 0 0 #avg: 0.00269661; avg_err: 0.000281466; sd: 0.125812; counts: 199801
sfh 0.069123 0 0 0 #avg: 0.00453551; avg_err: 0.000324637; sd: 0.145109; counts: 199801
sfh 0.071373 0 0 0 #avg: 0.00729895; avg_err: 0.000371253; sd: 0.165947; counts: 199801
sfh 0.073623 0 0 0 #avg: 0.0114725; avg_err: 0.000542825; sd: 0.242637; counts: 199801
sfh 0.075873 0 0 0 #avg: 0.0162108; avg_err: 0.000518803; sd: 0.2319; counts: 199801
sfh 0.078123 0 0 0 #avg: 0.0224306; avg_err: 0.000585551; sd: 0.261735; counts: 199801
sfh 0.080373 0 0 0 #avg: 0.030272; avg_err: 0.000673199; sd: 0.300913; counts: 199801
sfh 0.082623 0 0 0 #avg: 0.0351564; avg_err: 0.000683192; sd: 0.30538; counts: 199801
sfh 0.085998 0 0.0115239 0 #avg: 0.0529914; avg_err: 0.000865042; sd: 0.386665; counts: 199801
sfh 0.089373 0 0.0398899 0 #avg: 0.0688019; avg_err: 0.00103924; sd: 0.464532; counts: 199801
sfh 0.092748 0 0.0776979 0 #avg: 0.0856545; avg_err: 0.00112319; sd: 0.502053; counts: 199801
sfh 0.096123 0 0.118014 0 #avg: 0.103437; avg_err: 0.00119929; sd: 0.536073; counts: 199801
sfh 0.099498 0.00109875 0.153173 0.00109875 #avg: 0.120534; avg_err: 0.00118519; sd: 0.529767; counts: 199801
sfh 0.102873 0.0080384 0.177589 0.0080384 #avg: 0.140639; avg_err: 0.00140382; sd: 0.627495; counts: 199801
sfh 0.106248 0.0171706 0.198507 0.0171706 #avg: 0.158048; avg_err: 0.00138067; sd: 0.617145; counts: 199801
sfh 0.109623 0.0268541 0.218993 0.0268541 #avg: 0.17849; avg_err: 0.00145416; sd: 0.649995; counts: 199801
sfh 0.112998 0.0352673 0.239833 0.0352673 #avg: 0.200579; avg_err: 0.00162858; sd: 0.72796; counts: 199801
sfh 0.116373 0.0429117 0.262011 0.0429117 #avg: 0.220955; avg_err: 0.0016744; sd: 0.748438; counts: 199801
sfh 0.119748 0.0507805 0.291561 0.0503782 #avg: 0.244173; avg_err: 0.0017991; sd: 0.804179; counts: 199801
sfh 0.123123 0.0594112 0.323909 0.0573625 #avg: 0.269123; avg_err: 0.00201114; sd: 0.898957; counts: 199801
sfh 0.126498 0.0685879 0.350031 0.0645892 #avg: 0.29227; avg_err: 0.00207238; sd: 0.926333; counts: 199801
sfh 0.129873 0.0790131 0.38573 0.0728653 #avg: 0.319726; avg_err: 0.00226623; sd: 1.01298; counts: 199801
sfh 0.133248 0.0899567 0.423405 0.0814745 #avg: 0.347855; avg_err: 0.00231503; sd: 1.0348; counts: 199801
sfh 0.136623 0.100981 0.467382 0.0898771 #avg: 0.37809; avg_err: 0.00241042; sd: 1.07743; counts: 199801
sfh 0.141685 0.118557 0.52303 0.103376 #avg: 0.425349; avg_err: 0.00249378; sd: 1.11469; counts: 199801
sfh 0.146748 0.139772 0.582789 0.120029 #avg: 0.47371; avg_err: 0.00272019; sd: 1.2159; counts: 199801
sfh 0.15181 0.161016 0.646805 0.13669 #avg: 0.524672; avg_err: 0.00294908; sd: 1.31821; counts: 199801
sfh 0.156873 0.185136 0.714076 0.155951 #avg: 0.577813; avg_err: 0.00314043; sd: 1.40374; counts: 199801
sfh 0.161935 0.211208 0.783524 0.176551 #avg: 0.631891; avg_err: 0.00329502; sd: 1.47284; counts: 199801
sfh 0.166998 0.239078 0.861342 0.198166 #avg: 0.689082; avg_err: 0.00342736; sd: 1.53199; counts: 199801
sfh 0.17206 0.265893 0.936317 0.219289 #avg: 0.747713; avg_err: 0.00366988; sd: 1.6404; counts: 199801
sfh 0.177123 0.295764 1.0063 0.241975 #avg: 0.813204; avg_err: 0.00412738; sd: 1.8449; counts: 199801
sfh 0.182185 0.328418 1.08641 0.265936 #avg: 0.881151; avg_err: 0.00437368; sd: 1.95499; counts: 199801
sfh 0.187248 0.357494 1.16253 0.287917 #avg: 0.947396; avg_err: 0.00457296; sd: 2.04407; counts: 199801
sfh 0.19231 0.389768 1.23892 0.310628 #avg: 1.01436; avg_err: 0.00485238; sd: 2.16896; counts: 199801
sfh 0.197373 0.426414 1.32199 0.338263 #avg: 1.0805; avg_err: 0.00499262; sd: 2.23165; counts: 199801
sfh 0.202435 0.464752 1.39586 0.367102 #avg: 1.15162; avg_err: 0.00523265; sd: 2.33894; counts: 199801
sfh 0.207498 0.506557 1.50011 0.398434 #avg: 1.22695; avg_err: 0.00543262; sd: 2.42833; counts: 199801
sfh 0.21256 0.549053 1.58351 0.429739 #avg: 1.30432; avg_err: 0.00573778; sd: 2.56473; counts: 199801
sfh 0.217623 0.589812 1.67821 0.458202 #avg: 1.38466; avg_err: 0.00603309; sd: 2.69673; counts: 199801
sfh 0.222685 0.635507 1.76063 0.490993 #avg: 1.46288; avg_err: 0.00635053; sd: 2.83862; counts: 199801
sfh 0.227748 0.681775 1.84887 0.521995 #avg: 1.53818; avg_err: 0.00641966; sd: 2.86952; counts: 199801
sfh 0.23281 0.726842 1.94106 0.55295 #avg: 1.62339; avg_err: 0.0067123; sd: 3.00033; counts: 199801
sfh 0.237873 0.77846 2.0323 0.587366 #avg: 1.71281; avg_err: 0.00707119; sd: 3.16075; counts: 199801
sfh 0.242935 0.833266 2.13832 0.624686 #avg: 1.8072; avg_err: 0.00724809; sd: 3.23982; counts: 199801
sfh 0.247998 0.882271 2.24102 0.654472 #avg: 1.89265; avg_err: 0.00757326; sd: 3.38517; counts: 199801
sfh 0.25306 0.943343 2.3533 0.694706 #avg: 1.99456; avg_err: 0.00785403; sd: 3.51067; counts: 199801
