#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.0841e+09 4.77706e+08 4.14649e+06 4.2435e+08 2.12872e+08 1.01203e+08 1.58751e+09 8.43459e+06 1.57905e+09 4.05994e+08 3.73398e+08 1835
1.61709e+10 4.82474e+08 5.52122e+06 4.14234e+08 2.22988e+08 9.10868e+07 1.65264e+09 1.08423e+07 1.69834e+09 3.95991e+08 4.28905e+08 1432
2.52728e+10 4.96954e+08 5.12213e+06 4.2435e+08 2.49017e+08 1.01203e+08 1.56144e+09 1.07864e+07 1.63903e+09 4.01037e+08 5.62728e+08 1796
3.97456e+10 5.06813e+08 5.22e+06 4.24463e+08 2.83151e+08 1.01316e+08 1.4759e+09 1.14752e+07 1.5184e+09 5.21663e+08 5.73748e+08 1911
6.29247e+10 5.24422e+08 5.66142e+06 4.37779e+08 2.96233e+08 1.12999e+08 1.39667e+09 1.18781e+07 1.39517e+09 5.89866e+08 5.84386e+08 2002
1.00297e+11 5.49367e+08 5.854e+06 4.66596e+08 3.08758e+08 1.36117e+08 1.27409e+09 1.18124e+07 1.26943e+09 6.03326e+08 5.94649e+08 2017
1.58026e+11 5.45384e+08 5.76639e+06 4.58646e+08 3.09613e+08 1.30887e+08 1.2052e+09 1.14262e+07 1.20565e+09 6.09881e+08 5.99643e+08 2069
2.49511e+11 5.44703e+08 5.65711e+06 4.66483e+08 3.01775e+08 1.36004e+08 1.16666e+09 1.15986e+07 1.14127e+09 6.15695e+08 5.35262e+08 1993
3.96989e+11 5.47372e+08 6.24532e+06 4.58646e+08 3.16708e+08 1.25393e+08 1.14552e+09 1.22105e+07 1.0763e+09 6.80662e+08 4.70296e+08 1833
6.27542e+11 5.62041e+08 6.69404e+06 4.66483e+08 3.44305e+08 1.30508e+08 1.07122e+09 1.21458e+07 1.01076e+09 6.28269e+08 4.74045e+08 1726
9.8684e+11 5.70929e+08 7.53448e+06 4.77585e+08 3.33203e+08 1.38937e+08 1.0221e+09 1.34384e+07 9.44654e+08 6.34393e+08 4.07939e+08 1370
1.55189e+12 5.86486e+08 9.13865e+06 4.87529e+08 3.48469e+08 1.43684e+08 9.92286e+08 1.54936e+07 9.44654e+08 5.73748e+08 4.7771e+08 970
2.45852e+12 5.78247e+08 1.21792e+07 4.7771e+08 3.2478e+08 1.36432e+08 9.95948e+08 2.16275e+07 8.77994e+08 6.40409e+08 4.1105e+08 521
3.8419e+12 6.1421e+08 2.09186e+07 5.17828e+08 3.78794e+08 1.63471e+08 9.3135e+08 2.95902e+07 8.10788e+08 5.84386e+08 3.43845e+08 234
6.03722e+12 6.03483e+08 3.37889e+07 5.07642e+08 4.56602e+08 1.63798e+08 8.62931e+08 4.93765e+07 7.43049e+08 5.89564e+08 2.76105e+08 77
9.51782e+12 5.97586e+08 5.61148e+07 4.70295e+08 5.64714e+08 1.4264e+08 7.97479e+08 7.77421e+07 7.43049e+08 5.89564e+08 3.82884e+08 25
1.6882e+13 4.2716e+08 4.72049e+07 3.73398e+08 2.11091e+08 6.37852e+07 8.25219e+08 1.61476e+08 6.74785e+08 5.94649e+08 2.07841e+08 7
2.51401e+13 5.95794e+08 2.00664e+08 7.96458e+08 0 4.01328e+08 1.73971e+09 6.63408e+08 2.40312e+09 0 1.32682e+09 2
3.275e+13 6.06006e+08 6.06006e+08 6.06006e+08 0 0 1.15096e+09 1.15096e+09 1.15096e+09 0 0 1
5.40147e+13 1.19797e+09 1.19797e+09 1.19797e+09 0 0 6.74785e+08 6.74785e+08 6.74785e+08 0 0 1
