#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.13241e+09 7.58453e-05 8.87669e-06 165616 10957.5 0 0 0 0.286449 7.82546e-05 0.280039 0.0862496 0.0736863 0.366954 7.00658e-05 0.372934 0.0640783 0.0761076 0.463109 3.36556e-05 0.471933 0.0169442 0.03266 962485
1.58024e+10 1.03136e-05 4.61236e-06 250481 17828.1 0 0 0 0.246669 0.000100235 0.235937 0.0780929 0.0566422 0.346554 9.45268e-05 0.350641 0.0602144 0.0703059 0.459264 4.42933e-05 0.46695 0.0171403 0.0315869 484797
2.4919e+10 7.19652e-06 4.1549e-06 422371 24299.3 0 0 0 0.231093 0.000105935 0.21863 0.0768833 0.0514506 0.341697 9.86062e-05 0.344229 0.0594801 0.0659276 0.460364 4.3005e-05 0.466863 0.0164021 0.0287319 416868
3.93489e+10 1.48862e-05 6.65726e-06 678104 35813.9 0 0 0 0.222183 0.000111545 0.21159 0.0695578 0.0490707 0.34287 0.000103745 0.345083 0.0565394 0.0621218 0.462942 4.17564e-05 0.4684 0.0146651 0.0250922 335882
6.2202e+10 1.98001e-05 8.8548e-06 1.08861e+06 54287.4 0 0 0 0.223016 0.000122911 0.214889 0.0643438 0.0498101 0.347949 0.000110188 0.35058 0.0510121 0.057488 0.464853 4.34795e-05 0.469735 0.0133575 0.0226989 252524
9.81436e+10 5.49266e-05 1.83084e-05 2.34516e+06 103898 0 0 0 0.231109 0.000153052 0.223609 0.0641299 0.0508103 0.356649 0.000128324 0.359108 0.0477356 0.0537349 0.467505 4.94959e-05 0.471989 0.0122705 0.0209246 163855
1.55494e+11 0.00026415 5.17975e-05 4.7186e+06 199112 0 0 0 0.240985 0.000196375 0.234361 0.0630716 0.0517589 0.367721 0.000155817 0.370391 0.0447778 0.050896 0.472235 5.55763e-05 0.476192 0.010563 0.018127 98429
2.45983e+11 0.00116578 0.00014129 1.04203e+07 424410 0 0 0 0.255366 0.000249686 0.25063 0.0604046 0.0532466 0.385441 0.000184436 0.389399 0.0386648 0.0475875 0.47826 5.81363e-05 0.481485 0.00780189 0.0136993 58330
3.89086e+11 0.00395078 0.000344504 2.35052e+07 846239 0 0 0 0.274879 0.000324569 0.27162 0.0595682 0.0548436 0.403987 0.000208881 0.408115 0.0305974 0.0394153 0.481361 6.88261e-05 0.483972 0.0065462 0.010736 33158
6.11383e+11 0.0133397 0.000887342 5.23387e+07 1.83286e+06 0 0 0 0.296884 0.000453996 0.295488 0.0572404 0.0565253 0.411392 0.000271465 0.413881 0.0294839 0.0339078 0.479087 0.000123777 0.482633 0.00790289 0.0134432 16717
9.62629e+11 0.0295833 0.00202081 9.91833e+07 3.83854e+06 0 0 0 0.309842 0.000687295 0.307266 0.0575376 0.0529876 0.407424 0.000455724 0.409202 0.034689 0.0374195 0.471275 0.000280652 0.477369 0.011827 0.0221254 7031
1.51253e+12 0.0698413 0.00542911 2.09511e+08 1.04853e+07 0 5.30876e+08 0 0.308939 0.00127567 0.30565 0.0613208 0.053647 0.395572 0.000941862 0.396811 0.0427834 0.042143 0.459462 0.000706662 0.467701 0.0203454 0.0364038 2205
2.37544e+12 0.138508 0.0134869 3.47851e+08 2.49428e+07 0 8.72654e+08 0 0.299204 0.00255022 0.292725 0.0636356 0.0554808 0.380197 0.00199275 0.379611 0.0489223 0.0473644 0.443795 0.00171786 0.456088 0.0293385 0.0555437 657
3.84451e+12 0.273224 0.0330312 4.94352e+08 4.98155e+07 0 1.20889e+09 0 0.298074 0.00558915 0.290376 0.0817521 0.0639667 0.372311 0.00449036 0.364678 0.0779335 0.0526153 0.432454 0.00376554 0.44105 0.0446979 0.0615307 183
6.09273e+12 0.481013 0.056573 1.20505e+09 1.26437e+08 1.093e+09 1.30839e+09 1.093e+09 0.247783 0.00743356 0.23601 0.0638164 0.0509753 0.317733 0.00826527 0.307656 0.0891589 0.066434 0.390232 0.00727746 0.387592 0.0816978 0.0691227 79
1.02433e+13 0.705882 0.0793176 1.34621e+09 2.15611e+08 1.17237e+09 1.5221e+09 1.17237e+09 0.269678 0.0137653 0.267285 0.0573812 0.0734758 0.329696 0.0123159 0.321634 0.0835229 0.0419733 0.389676 0.0114758 0.39828 0.0681852 0.085431 34
1.48442e+13 0.684211 0.109561 1.90504e+09 2.65305e+08 1.7203e+09 9.74166e+08 8.6689e+08 0.235692 0.0137451 0.237405 0.043998 0.0708014 0.302979 0.0153237 0.298571 0.0607447 0.0540182 0.364527 0.0172119 0.372723 0.0654066 0.0748556 19
2.41386e+13 0.545455 0.157459 1.90625e+09 4.12759e+08 1.56521e+09 1.96372e+09 1.03434e+09 0.258061 0.0350852 0.218272 0.202984 0.0871949 0.32471 0.0344822 0.305499 0.144229 0.106482 0.381684 0.0327074 0.438002 0.0226358 0.184985 11
4.09436e+13 0.833333 0.166667 2.41049e+09 5.36663e+08 2.54895e+09 1.30399e+09 2.54895e+09 0.214409 0.0305841 0.198726 0.162771 0.0399083 0.281391 0.0429022 0.257253 0.17351 0.0802149 0.3453 0.0377215 0.33017 0.133765 0.106031 6
5.34853e+13 1 1 9.33509e+08 9.3351e+08 9.3351e+08 0 0 0.334626 0.334626 0.334626 0 0 0.391773 0.391773 0.391773 0 0 0.435573 0.435573 0.435573 0 0 1
