#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM   Stats: 5.430880e+12 (median) + 3.208830e+12  / - 1.591170e+12
#SM   Stats: 9.556210e+10 (median) + 9.738690e+10  / - 5.660290e+10
#VMP  Stats: 3.210400e+02 (median) + 4.981000e+01  / - 2.907001e+01
#ICL  Stats: 1.882050e+09 (median) + 7.395180e+09  / - 1.547867e+09
#SSFR Stats: 2.478555e-12 (median) + 5.011483e-12  / - 1.588184e-12
sfh 0.055623 0 0 0 #avg: 0.00253279; avg_err: 0.0007426; sd: 0.102702; counts: 19128
sfh 0.060123 0 0 0 #avg: 0.0260258; avg_err: 0.00493753; sd: 0.682863; counts: 19128
sfh 0.062373 0 0 0 #avg: 0.0470403; avg_err: 0.00658203; sd: 0.910298; counts: 19128
sfh 0.064623 0 0 0 #avg: 0.0976382; avg_err: 0.0109822; sd: 1.51884; counts: 19128
sfh 0.066873 0 0 0 #avg: 0.154393; avg_err: 0.017501; sd: 2.42039; counts: 19128
sfh 0.069123 0 0 0 #avg: 0.20118; avg_err: 0.0150365; sd: 2.07956; counts: 19128
sfh 0.071373 0 0.0472782 0 #avg: 0.264486; avg_err: 0.0147081; sd: 2.03414; counts: 19128
sfh 0.073623 0 0.144232 0 #avg: 0.372591; avg_err: 0.0222478; sd: 3.07688; counts: 19128
sfh 0.075873 0 0.312055 0 #avg: 0.505191; avg_err: 0.0271019; sd: 3.74821; counts: 19128
sfh 0.078123 0 0.527464 0 #avg: 0.611803; avg_err: 0.0275801; sd: 3.81434; counts: 19128
sfh 0.080373 0.0113317 0.749094 0.0113317 #avg: 0.705815; avg_err: 0.0324499; sd: 4.48783; counts: 19128
sfh 0.082623 0.0406406 0.834387 0.0406406 #avg: 0.707335; avg_err: 0.0237837; sd: 3.28929; counts: 19128
sfh 0.085998 0.114405 1.15055 0.114405 #avg: 1.01275; avg_err: 0.0331418; sd: 4.58353; counts: 19128
sfh 0.089373 0.211132 1.38284 0.211132 #avg: 1.26479; avg_err: 0.0387413; sd: 5.35793; counts: 19128
sfh 0.092748 0.311364 1.64016 0.304787 #avg: 1.52923; avg_err: 0.0448168; sd: 6.19818; counts: 19128
sfh 0.096123 0.431396 1.97543 0.407455 #avg: 1.87072; avg_err: 0.0558069; sd: 7.71811; counts: 19128
sfh 0.099498 0.535945 2.33967 0.486675 #avg: 2.26027; avg_err: 0.0629289; sd: 8.70309; counts: 19128
sfh 0.102873 0.657026 2.75405 0.575586 #avg: 2.68561; avg_err: 0.0657749; sd: 9.09669; counts: 19128
sfh 0.106248 0.7852 3.30599 0.673993 #avg: 3.19972; avg_err: 0.0805847; sd: 11.1449; counts: 19128
sfh 0.109623 0.931027 3.92298 0.789549 #avg: 3.73073; avg_err: 0.096352; sd: 13.3255; counts: 19128
