#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.68976e+07 0.244726 0.288552 0.00181911 0 1 0 0.10849 0.000300034 0.0851611 0.112377 0.0630137 91772
1.57275e+08 0.239549 0.281293 0.00302721 0 1 0 0.111968 0.000519848 0.0898699 0.113715 0.0678887 32340
2.49094e+08 0.251053 0.295403 0.00339582 0 1 0 0.115398 0.000580251 0.0912816 0.120302 0.0686108 26584
3.96483e+08 0.258167 0.303339 0.0037517 0 1 0 0.119843 0.000658513 0.0963629 0.12233 0.0677281 22071
6.27491e+08 0.262785 0.309907 0.00412528 0 1 0 0.124443 0.000732028 0.099796 0.126079 0.0703947 18654
9.97021e+08 0.275329 0.32515 0.00444195 0 1 0 0.129804 0.000792845 0.10722 0.125881 0.0775344 16700
1.57763e+09 0.294351 0.35111 0.00487093 0 1 0 0.137515 0.000885704 0.113931 0.132707 0.083553 14870
2.50613e+09 0.297708 0.354021 0.00509654 0 1 0 0.144346 0.000966596 0.118382 0.139948 0.0813057 13567
3.96858e+09 0.31729 0.383077 0.00545194 0 1 0 0.157954 0.00109251 0.132344 0.146419 0.0940743 12799
6.28766e+09 0.339778 0.415938 0.00589414 0 1 0 0.174645 0.00123867 0.14583 0.158533 0.0996556 11896
9.98054e+09 0.365063 0.459797 0.00654066 0 1 0 0.199645 0.00149189 0.166761 0.176965 0.114154 10957
1.58714e+10 0.412693 0.536759 0.00709856 0 1 0 0.234686 0.00173709 0.196403 0.209223 0.134419 10841
2.50736e+10 0.451685 0.614597 0.00772111 0 1 0 0.271463 0.00199655 0.227425 0.259014 0.162021 10742
3.98378e+10 0.482369 0.681084 0.00808191 0 1 0 0.313386 0.00217288 0.273538 0.298982 0.200517 10890
6.2942e+10 0.518733 0.750166 0.00855895 1 1 1 0.346992 0.00236609 0.313492 0.321938 0.233384 10543
9.93937e+10 0.522278 0.760298 0.00899025 1 1 1 0.378649 0.00268007 0.361497 0.326883 0.290298 9516
1.55972e+11 0.503399 0.726592 0.0101981 1 1 1 0.437931 0.00321146 0.463952 0.281278 0.373535 7209
2.45435e+11 0.470748 0.664626 0.0126328 0 1 0 0.538544 0.00386058 0.6077 0.189769 0.418978 4410
3.84575e+11 0.378958 0.517292 0.01691 0 1 0 0.670298 0.00448203 0.736637 0.107645 0.287962 2053
6.06237e+11 0.2686 0.332913 0.0214923 0 1 0 0.766154 0.00461821 0.79745 0.0777254 0.13555 793
9.61219e+11 0.226337 0.296296 0.0401225 0 1 0 0.801664 0.00674424 0.822249 0.0662107 0.0928662 243
1.47577e+12 0.0652174 0.0652174 0.036807 0 0 0 0.848788 0.00985562 0.863208 0.0390209 0.069499 46
