#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
39.6051 0.0769231 0.0769231 0.0247411 0 0 0 0.122591 0.0107765 0.0883085 0.11603 0.0636586 117
64.02 0 0 0 0 0 0 0.0879711 0.0398691 0.0380756 0.148394 0.0299084 5
81.7619 0 0 0 0 0 0 0.233157 0.060291 0.191925 0.131307 0.152609 14
100.729 0.145833 0.166667 0.0619807 0 0 0 0.201522 0.0237056 0.188532 0.195096 0.151722 48
131.967 0.0664606 0.0680062 0.0101439 0 0 0 0.0870342 0.00390106 0.053462 0.113883 0.0452948 647
163.743 0.107271 0.113555 0.00412157 0 0 0 0.13522 0.00156661 0.0971856 0.152582 0.0740845 6684
201.685 0.108961 0.115719 0.00244202 0 0 0 0.183406 0.00102402 0.149414 0.177839 0.0978814 19530
249.888 0.10186 0.106902 0.00221074 0 0 0 0.247553 0.00105152 0.228062 0.178824 0.144117 21618
311.792 0.0824904 0.0853917 0.00256506 0 0 0 0.310976 0.00143533 0.302361 0.177362 0.162985 12753
391.758 0.077636 0.0797342 0.00368327 0 0 0 0.349286 0.00221371 0.351891 0.171293 0.184051 5719
492.157 0.0878317 0.089204 0.0062 0 0 0 0.34424 0.00366419 0.349815 0.1772 0.196521 2186
617.765 0.0812183 0.0837563 0.0101961 0 0 0 0.322044 0.00616702 0.330456 0.172569 0.205996 788
779.358 0.076 0.076 0.0167936 0 0 0 0.300191 0.0108333 0.303958 0.188231 0.209065 250
959.853 0.0731707 0.0731707 0.0411755 0 0 0 0.223208 0.0243868 0.221702 0.138624 0.156476 41
1159.53 0 0 0 0 0 0 0.132676 0.0551901 0.108849 0.129079 0.0575974 3
1455.08 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
