#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.65417e+07 0.00261852 0.00263616 5.59852e-05 0 0 0 0.0022695 1.90305e-05 0 0 0 850100
1.56941e+08 0.00375616 0.00379449 0.000115924 0 0 0 0.00313546 4.0613e-05 0 0 0 286995
2.48656e+08 0.00513018 0.00517086 0.000153685 0 0 0 0.00417239 5.71482e-05 0 0 0 221240
3.94239e+08 0.00693184 0.00700795 0.000204041 0 0 0 0.0055898 8.01476e-05 0 0 0 170806
6.24697e+08 0.00874447 0.00888122 0.000262588 0 0 0 0.00727649 0.000107694 0 0 0 131626
9.89706e+08 0.0101727 0.0102722 0.000321055 0 0 0 0.00920436 0.000141118 0 0 0 100563
1.56919e+09 0.0125542 0.0126836 0.000406728 0 0 0 0.0121495 0.000189226 0 0 0 77265
2.48248e+09 0.0142894 0.0145113 0.000501723 0 0 0 0.0155555 0.000252381 0 0 0 58575
3.94017e+09 0.0169135 0.017072 0.000622196 0 0 0 0.0207227 0.0003372 0 0.0131638 0 44166
6.2486e+09 0.0192582 0.019496 0.000763061 0 0 0 0.027181 0.000442129 0 0.0259538 0 33648
9.91151e+09 0.0229938 0.0231874 0.000944349 0 0 0 0.0327589 0.000539113 0 0.0501617 0 25833
1.57376e+10 0.0254973 0.0257898 0.00111958 0 0 0 0.0414016 0.000683632 0 0.0826252 0 20512
2.49573e+10 0.0291796 0.0295384 0.00132554 0 0 0 0.050026 0.000801303 0 0.114828 0 16724
3.94539e+10 0.0317859 0.0323034 0.00154513 0 0 0 0.0590165 0.000954561 0 0.146463 0 13528
6.24299e+10 0.0296747 0.0298649 0.00167096 0 0 0 0.0627226 0.0010602 0 0.156275 0 10514
9.8557e+10 0.0257527 0.026009 0.00181982 0 0 0 0.0668056 0.00124472 0 0.167969 0 7805
1.54965e+11 0.0170871 0.0170871 0.00184854 0 0 0 0.0693462 0.00158622 0 0.172963 0 4916
2.42077e+11 0.0102862 0.0102862 0.00213424 0 0 0 0.0716191 0.00230234 0.0094324 0.170295 0.0094324 2236
3.78299e+11 0.00618238 0.00618238 0.003084 0 0 0 0.0765501 0.00417475 0.020072 0.162574 0.020072 647
5.83062e+11 0 0 0 0 0 0 0.058413 0.00950526 0 0.155473 0 91
8.71754e+11 0 0 0 0 0 0 0.0609714 0.0297637 0.0125161 0.167211 0.0125161 8
