#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.1246 0 0 125042 7794.13 0 0 0 0.277234 6.99555e-05 0.269109 0.0851872 0.0690366 0.364061 6.26741e-05 0.369188 0.0633643 0.0736863 0.462522 2.98669e-05 0.470914 0.0171556 0.0322356 1174465
62.4856 0 0 223232 12882.6 0 0 0 0.23318 7.83415e-05 0.222794 0.0712881 0.0511093 0.342104 7.58484e-05 0.345406 0.0572303 0.0654201 0.460037 3.41723e-05 0.466724 0.016242 0.0288103 678229
79.4692 0 0 605242 27502.2 0 0 0 0.217717 9.17262e-05 0.209176 0.0643524 0.048728 0.341258 8.80566e-05 0.344435 0.0538761 0.0615835 0.462858 3.54029e-05 0.468253 0.0141297 0.0243618 445005
98.4668 0 0 1.87545e+06 66562.6 0 0 0 0.223771 0.000119213 0.216683 0.0635293 0.0510632 0.348165 0.000105377 0.351639 0.0487101 0.0569977 0.466362 3.96543e-05 0.470987 0.0122548 0.0210556 264860
123.898 0 0 6.94308e+06 212703 0 0 0 0.241516 0.000180889 0.235623 0.0641177 0.053831 0.371124 0.000148762 0.375952 0.0444779 0.0554598 0.476265 4.43456e-05 0.479789 0.00849214 0.0150044 117141
155.228 0 0 3.26842e+07 853174 0 0 0 0.274003 0.000292929 0.271177 0.0633436 0.0595701 0.405275 0.000181413 0.410556 0.028754 0.0397892 0.481817 5.43605e-05 0.48421 0.00625667 0.0102746 45341
192.809 0 0 1.20235e+08 3.4719e+06 0 0 0 0.295 0.0005657 0.293823 0.0570836 0.0564118 0.400687 0.000360276 0.402367 0.0321495 0.0351408 0.47003 0.000223401 0.476148 0.0113843 0.0217045 10892
240.32 0 0 2.92595e+08 1.64393e+07 0 7.73094e+08 0 0.293574 0.00183029 0.287637 0.0626762 0.0541501 0.374722 0.00147517 0.374916 0.0477159 0.0488227 0.442036 0.00124511 0.452071 0.0308776 0.0513564 1241
305.6 0 0 5.46863e+08 7.46858e+07 0 1.2665e+09 0 0.279934 0.00688398 0.267092 0.066546 0.0513617 0.357188 0.00632246 0.352985 0.0773274 0.0571576 0.420373 0.00576548 0.434433 0.0456021 0.0717529 114
389.287 0 0 1.22787e+09 2.62724e+08 1.25797e+09 1.4365e+09 1.25797e+09 0.267755 0.0198334 0.24603 0.0917882 0.0567206 0.320293 0.0171385 0.297483 0.103537 0.0492715 0.371355 0.0149121 0.361279 0.108266 0.0526129 18
507.947 0 0 1.71267e+09 6.35187e+08 8.01745e+08 2.72719e+09 8.01745e+08 0.275753 0.0481038 0.201333 0.219923 0.0118143 0.350109 0.0482132 0.430764 0.0189644 0.197751 0.405517 0.0455058 0.453281 0.00735661 0.073615 7
