#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.633 0.000201315 0.00020145 5.22181e-06 0 0 0 0.000195974 1.59757e-06 0 0 0 7396386
62.4121 0.000476291 0.000477032 1.33094e-05 0 0 0 0.000568779 4.14015e-06 0 0 0 2700031
78.0779 0.000846326 0.000847174 2.68189e-05 0 0 0 0.00116401 8.57369e-06 0 0 0 1179215
98.5729 0.00203643 0.00204418 6.31093e-05 0 0 0 0.00219667 1.91262e-05 0 0 0 516099
124.136 0.00612109 0.00615784 0.00015903 0 0 0 0.00474843 4.69193e-05 0 0 0 244891
156.236 0.0171046 0.0173458 0.000388531 0 0 0 0.0118633 0.000127506 0 0 0 116109
196.473 0.0406116 0.0415812 0.000882762 0 0 0 0.0325259 0.000350448 0 0.0614832 0 53630
247.104 0.0719188 0.0733505 0.00172705 0 0 0 0.0771282 0.000850093 0 0.180366 0 23749
311.001 0.0974261 0.0998391 0.00308579 0 0 0 0.155372 0.00180383 0.0895665 0.252007 0.0895665 9946
390.192 0.103606 0.10549 0.00513949 0 0 0 0.242698 0.00328418 0.215443 0.248105 0.200511 3716
490.808 0.0869565 0.0892857 0.00817315 0 0 0 0.332087 0.00571202 0.32197 0.224924 0.211923 1288
617.169 0.0892857 0.0892857 0.0155797 0 0 0 0.416564 0.0106065 0.435155 0.177312 0.238052 336
766.088 0.0869565 0.0869565 0.0341698 0 0 0 0.503286 0.0201596 0.475193 0.213226 0.16462 69
973.363 0 0 0 0 0 0 0.479129 0.0501622 0.452958 0.172239 0.105435 9
