#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.53477e+09 4.92177e+08 7.66822e+06 4.2435e+08 2.18902e+08 1.04446e+08 2.49894e+09 5.81446e+07 2.02659e+09 2.19595e+09 1.33403e+09 739
1.60165e+10 4.55697e+08 7.15502e+06 3.95991e+08 2.00663e+08 7.71183e+07 3.66189e+09 5.04735e+07 4.04061e+09 4.72159e+08 2.09009e+09 527
2.47446e+10 4.46739e+08 7.77734e+06 3.95991e+08 1.82886e+08 7.33659e+07 4.16448e+09 3.24318e+07 4.28184e+09 3.95991e+08 4.28905e+08 457
3.95443e+10 4.24393e+08 7.37165e+06 3.65726e+08 1.91345e+08 5.20618e+07 4.33879e+09 2.23371e+07 4.39903e+09 3.32289e+08 4.20356e+08 351
6.34778e+10 4.2044e+08 7.68748e+06 3.73398e+08 1.66749e+08 5.97338e+07 4.39256e+09 1.97912e+07 4.45626e+09 2.7506e+08 4.15652e+08 336
9.99647e+10 4.59749e+08 9.74236e+06 3.97386e+08 2.07552e+08 7.42393e+07 4.24599e+09 2.97214e+07 4.34047e+09 3.90856e+08 5.51314e+08 323
1.58731e+11 4.81143e+08 1.2152e+07 4.04754e+08 2.29639e+08 8.58811e+07 4.03842e+09 3.25427e+07 4.16255e+09 4.61019e+08 6.34393e+08 367
2.50167e+11 4.96378e+08 1.08196e+07 4.10865e+08 2.98477e+08 8.9012e+07 3.79598e+09 4.19408e+07 3.91612e+09 6.52428e+08 7.26607e+08 419
4.03419e+11 5.16344e+08 1.02973e+07 4.28905e+08 2.91485e+08 1.04125e+08 3.32805e+09 4.85712e+07 3.59426e+09 7.46203e+08 1.41663e+09 525
6.42045e+11 6.31331e+08 1.37275e+07 4.9504e+08 4.55314e+08 1.57673e+08 2.45514e+09 4.79279e+07 2.54895e+09 1.36717e+09 1.69553e+09 750
1.00875e+12 6.54158e+08 1.13343e+07 5.30876e+08 4.28296e+08 2.07528e+08 1.72012e+09 3.3225e+07 1.40892e+09 1.64153e+09 7.97101e+08 1175
1.57911e+12 7.22372e+08 1.2914e+07 5.63628e+08 5.29369e+08 1.9023e+08 1.34992e+09 2.74388e+07 1.01337e+09 1.31382e+09 4.82497e+08 1186
2.42371e+12 7.79915e+08 1.72049e+07 6.41496e+08 5.42758e+08 2.54589e+08 1.12233e+09 2.69955e+07 8.53413e+08 8.6689e+08 3.22537e+08 738
3.84963e+12 8.2525e+08 2.76671e+07 6.99035e+08 6.31306e+08 3.02203e+08 9.9255e+08 3.62053e+07 7.73094e+08 7.14118e+08 2.42217e+08 283
6.1261e+12 8.3514e+08 4.79997e+07 7.20614e+08 6.09728e+08 3.20175e+08 8.69206e+08 5.68037e+07 6.92559e+08 6.37783e+08 2.42813e+08 99
9.97356e+12 9.87269e+08 6.91718e+07 9.3351e+08 5.53702e+08 4.51012e+08 7.57991e+08 5.2127e+07 6.84283e+08 3.29091e+08 2.20969e+08 58
1.59263e+13 1.15888e+09 1.02802e+08 1.17237e+09 5.4793e+08 6.92559e+08 7.55899e+08 7.84268e+07 6.33798e+08 3.79575e+08 2.3013e+08 29
2.3842e+13 1.10746e+09 1.4349e+08 9.59173e+08 1.213e+09 5.09427e+08 9.5862e+08 1.28363e+08 1.01337e+09 5.51839e+08 5.63628e+08 18
3.80615e+13 8.05949e+08 1.76349e+08 6.33798e+08 7.90575e+08 3.11261e+08 8.18823e+08 1.42618e+08 8.53413e+08 3.18959e+08 4.03668e+08 10
6.03833e+13 9.58192e+08 3.2801e+08 8.53413e+08 7.18004e+08 4.03668e+08 4.71155e+08 7.66828e+07 5.30876e+08 3.27517e+07 2.11917e+08 3
8.06595e+13 3.21626e+08 1.72203e+06 3.23348e+08 0 3.44406e+06 6.1142e+08 1.61674e+08 7.73094e+08 0 3.23348e+08 2
2.15588e+14 6.92559e+08 6.92559e+08 6.92559e+08 0 0 3.20815e+08 3.20815e+08 3.20815e+08 0 0 1
