#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
50.8362 0 0 0 0 0 0 0.125068 0.0616232 0.127808 0.102598 0.110818 3
64.5328 0.333333 0.333333 0.210819 0 1 0 0.186102 0.121169 0.0240318 0.720311 0.0115157 6
83.6512 0.0344828 0.0344828 0.0241682 0 0 0 0.186556 0.0221321 0.122854 0.265229 0.092579 58
103.291 0.0801394 0.0801394 0.0160547 0 0 0 0.209489 0.0103404 0.171006 0.2025 0.128523 287
128.881 0.0534979 0.0534979 0.00645833 0 0 0 0.213422 0.00487667 0.177016 0.218484 0.136409 1215
160.259 0.0699277 0.0713055 0.00487532 0 0 0 0.236979 0.0032224 0.204356 0.21134 0.140184 2903
199.559 0.0700586 0.0705914 0.00421491 0 0 0 0.254065 0.00281745 0.225106 0.214078 0.152119 3754
248.009 0.0727399 0.0734326 0.0049047 0 0 0 0.27271 0.00318389 0.24969 0.200234 0.156508 2887
310.211 0.0723436 0.0730972 0.00722725 0 0 0 0.308809 0.00485785 0.295975 0.195597 0.178944 1327
387.166 0.109409 0.109409 0.0146179 0 0 0 0.349959 0.00804062 0.340813 0.187031 0.182 457
486.04 0.0775194 0.0775194 0.0236363 0 0 0 0.387372 0.0154627 0.382901 0.202652 0.189726 129
617.568 0.111111 0.111111 0.0762216 0 0 0 0.380917 0.0295379 0.345815 0.186877 0.0726127 18
852.493 0 0 0 0 0 0 0.588722 0.175231 0.763952 0 0.350461 2
