#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
47.3336 4.5746e+08 3.5858e+06 4.10865e+08 1.89e+08 8.77178e+07 1.6466e+09 7.78041e+06 1.63903e+09 4.01037e+08 3.06417e+08 1885
63.0695 4.46246e+08 3.73466e+06 3.95991e+08 1.77757e+08 7.57293e+07 1.70435e+09 9.21221e+06 1.75696e+09 3.37367e+08 4.2435e+08 1814
81.0503 4.84962e+08 4.09043e+06 4.18078e+08 2.28242e+08 9.49306e+07 1.57589e+09 9.10203e+06 1.63903e+09 4.55301e+08 5.62728e+08 2574
100.038 5.22864e+08 4.04236e+06 4.43556e+08 2.89163e+08 1.18776e+08 1.38727e+09 8.58819e+06 1.39517e+09 5.34093e+08 5.84386e+08 3464
126.233 5.5481e+08 4.22556e+06 4.70295e+08 3.12028e+08 1.38006e+08 1.21078e+09 8.10133e+06 1.20565e+09 5.51314e+08 5.30864e+08 3863
157.906 5.69232e+08 4.60235e+06 4.74045e+08 3.50026e+08 1.38069e+08 1.10792e+09 8.36796e+06 1.0763e+09 6.22037e+08 5.39586e+08 3657
197.736 5.77363e+08 5.55194e+06 4.73851e+08 3.69767e+08 1.35203e+08 1.03773e+09 9.47786e+06 9.44654e+08 6.34393e+08 4.07939e+08 2768
247.726 5.85445e+08 7.06914e+06 4.87529e+08 3.48469e+08 1.46251e+08 9.82447e+08 1.20712e+07 8.77994e+08 6.40409e+08 4.1105e+08 1591
308.128 5.98381e+08 1.17291e+07 5.15283e+08 3.43176e+08 1.71439e+08 9.38313e+08 1.84868e+07 8.10788e+08 6.44577e+08 3.43845e+08 611
388.26 6.11341e+08 2.43358e+07 5.17828e+08 4.46416e+08 1.7918e+08 8.98091e+08 3.36857e+07 7.43049e+08 5.89564e+08 2.76105e+08 168
485.07 6.50577e+08 4.8342e+07 5.36715e+08 5.39586e+08 1.45275e+08 8.22245e+08 8.21868e+07 6.74785e+08 7.2039e+08 3.1462e+08 36
624.547 4.93073e+08 6.39842e+07 3.95131e+08 4.01328e+08 8.55179e+07 1.19151e+09 1.56818e+08 1.20565e+09 1.26964e+08 4.79042e+08 10
789.618 7.71102e+08 4.26873e+08 1.19797e+09 0 8.53746e+08 1.4113e+09 7.36517e+08 2.14782e+09 0 1.47303e+09 2
