#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.81792e+07 0.168352 0.189207 0.00145743 0 1 0 0.146356 0.000372808 0.121072 0.139379 0.0829225 93649
1.57819e+08 0.162722 0.181902 0.00217676 0 1 0 0.159298 0.00060213 0.133951 0.150917 0.0946138 40093
2.50553e+08 0.164782 0.182494 0.00225319 0 1 0 0.169052 0.000627564 0.149368 0.145542 0.102759 36867
3.97193e+08 0.169705 0.187854 0.00231567 0 1 0 0.171308 0.00062068 0.152971 0.14147 0.104225 35650
6.27317e+08 0.169204 0.187431 0.00246117 0 1 0 0.17192 0.000673208 0.151791 0.145645 0.104201 31601
9.93394e+08 0.17272 0.192211 0.00269617 0 1 0 0.178755 0.000752572 0.159248 0.149728 0.105282 27038
1.5724e+09 0.182566 0.20482 0.003045 0 1 0 0.188374 0.00084904 0.169013 0.152212 0.113671 22737
2.49762e+09 0.194506 0.218606 0.00340094 0 1 0 0.19761 0.000954093 0.177533 0.16025 0.115145 19295
3.95996e+09 0.211571 0.241771 0.00382186 0 1 0 0.212191 0.00108968 0.191981 0.16918 0.127856 16921
6.27492e+09 0.222412 0.25849 0.00431688 0 1 0 0.229132 0.00125853 0.20857 0.176728 0.137352 14635
9.96836e+09 0.257203 0.303875 0.00495567 0 1 0 0.251317 0.00145156 0.229483 0.191008 0.149441 12877
1.57682e+10 0.279965 0.337282 0.0055561 0 1 0 0.275583 0.00164008 0.254607 0.206886 0.164407 11480
2.50544e+10 0.316444 0.3932 0.00624703 0 1 0 0.305979 0.00182341 0.29051 0.218267 0.185456 10618
3.95672e+10 0.342185 0.438892 0.00703352 0 1 0 0.337667 0.00200827 0.326114 0.22836 0.202512 9565
6.24451e+10 0.366825 0.475781 0.00803385 0 1 0 0.355134 0.00227642 0.354716 0.21724 0.224301 7783
9.85331e+10 0.372204 0.481186 0.00947393 0 1 0 0.371396 0.00275487 0.377097 0.224287 0.245225 5634
1.53969e+11 0.390488 0.50106 0.0124454 0 1 0 0.389381 0.0036883 0.397813 0.226788 0.25902 3301
2.42434e+11 0.377524 0.485868 0.0184995 0 1 0 0.427994 0.00506606 0.444941 0.196357 0.251581 1486
3.81978e+11 0.337029 0.427938 0.0315805 0 1 0 0.463288 0.00767913 0.474855 0.160589 0.19233 451
5.97783e+11 0.266667 0.266667 0.0468749 0 1 0 0.508929 0.0129726 0.51121 0.115485 0.13945 90
9.68979e+11 0.333333 0.333333 0.125988 0 1 0 0.501606 0.0288962 0.489716 0.129925 0.0983773 15
