#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.75133e+07 0.0654928 0.0755201 0.000695149 0 0 0 0.0105224 8.14839e-05 0 0.00905161 0 190479
1.57228e+08 0.070223 0.0797722 0.00114974 0 0 0 0.0115703 0.000142616 0 0.00939216 0 71629
2.49167e+08 0.0798105 0.0918765 0.00137172 0 0 0 0.0138078 0.000178857 0 0.0171778 0 58263
3.96401e+08 0.0955324 0.108888 0.00161063 0 0 0 0.0161715 0.000211263 0 0.0213081 0 48371
6.26908e+08 0.102247 0.115778 0.00172705 0 0 0 0.0169914 0.000225239 0 0.0259145 0 44050
9.91117e+08 0.108014 0.123433 0.00196463 0 0 0 0.018422 0.000262156 0 0.0271659 0 36449
1.5699e+09 0.122299 0.140788 0.00239002 0 0 0 0.0211835 0.000330224 0 0.0350775 0 28234
2.48921e+09 0.136537 0.159876 0.00286637 0 0 0 0.0234329 0.000384454 0 0.0430271 0 22580
3.94451e+09 0.157518 0.18397 0.00343827 0 0 0 0.026637 0.000472856 0 0.0520179 0 17617
6.25318e+09 0.184124 0.224163 0.00430812 0 1 0 0.0327972 0.000612801 0 0.0668088 0 14311
9.91065e+09 0.20642 0.258136 0.00525855 0 1 0 0.0399566 0.000811445 0 0.0840563 0 11215
1.57162e+10 0.243894 0.313817 0.00653445 0 1 0 0.0510096 0.00110052 0 0.109658 0 8967
2.4833e+10 0.308138 0.418332 0.00863357 0 1 0 0.0679818 0.00149459 0.006365 0.146363 0.006365 6906
3.92197e+10 0.365854 0.523334 0.011158 0 1 0 0.0935234 0.00210499 0.0128324 0.214027 0.0128324 5207
6.20854e+10 0.439789 0.663505 0.0145097 0 2 0 0.121668 0.00283131 0.0341872 0.258193 0.0341872 3795
9.73347e+10 0.516581 0.793087 0.0202852 1 1 1 0.15092 0.00403608 0.066157 0.287085 0.066157 2141
1.51313e+11 0.577907 0.894186 0.032647 1 1 1 0.209621 0.0072153 0.129519 0.332452 0.10755 860
2.34144e+11 0.608491 0.872642 0.0582083 1 1 1 0.345169 0.0177191 0.279582 0.387942 0.210795 212
3.77672e+11 0.763158 0.947368 0.112816 1 0 1 0.517384 0.0357544 0.532606 0.256469 0.293044 38
5.49654e+11 0.333333 0.666667 0.666667 0 2 0 0.77714 0.0768227 0.811181 0.0786934 0.180815 3
