#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.75 - 11.25
#HM   Stats: 8.272060e+10 (median) + 4.513241e+10  / - 2.027939e+10
#SM   Stats: 2.188200e+08 (median) + 3.826410e+08  / - 1.338414e+08
#VMP  Stats: 1.041600e+02 (median) + 1.662000e+01  / - 1.232001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.154585e-09 (median) + 1.187926e-09  / - 5.571864e-10
sfh 0.055623 0 0 0 #avg: 5.87574e-09; avg_err: 5.87574e-09; sd: 3.33683e-06; counts: 322511
sfh 0.060123 0 0 0 #avg: 3.32822e-05; avg_err: 1.31048e-05; sd: 0.00744219; counts: 322511
sfh 0.062373 0 0 0 #avg: 0.000107961; avg_err: 3.16487e-05; sd: 0.0179733; counts: 322511
sfh 0.064623 0 0 0 #avg: 0.000358966; avg_err: 0.000105158; sd: 0.059719; counts: 322511
sfh 0.066873 0 0 0 #avg: 0.000563118; avg_err: 9.24168e-05; sd: 0.0524835; counts: 322511
sfh 0.069123 0 0 0 #avg: 0.000932594; avg_err: 0.000101137; sd: 0.0574354; counts: 322511
sfh 0.071373 0 0 0 #avg: 0.00148771; avg_err: 0.000122134; sd: 0.0693601; counts: 322511
sfh 0.073623 0 0 0 #avg: 0.00241493; avg_err: 0.000149025; sd: 0.0846311; counts: 322511
sfh 0.075873 0 0 0 #avg: 0.00348593; avg_err: 0.000156248; sd: 0.0887333; counts: 322511
sfh 0.078123 0 0 0 #avg: 0.00507181; avg_err: 0.000196439; sd: 0.111558; counts: 322511
sfh 0.080373 0 0 0 #avg: 0.00706315; avg_err: 0.000221972; sd: 0.126058; counts: 322511
sfh 0.082623 0 0 0 #avg: 0.00845363; avg_err: 0.000236962; sd: 0.134571; counts: 322511
sfh 0.085998 0 0 0 #avg: 0.0130643; avg_err: 0.000280659; sd: 0.159386; counts: 322511
sfh 0.089373 0 0 0 #avg: 0.0177212; avg_err: 0.00031987; sd: 0.181654; counts: 322511
sfh 0.092748 0 0.000276295 0 #avg: 0.0219429; avg_err: 0.000283708; sd: 0.161118; counts: 322511
sfh 0.096123 0 0.00952127 0 #avg: 0.0280766; avg_err: 0.000318765; sd: 0.181027; counts: 322511
sfh 0.099498 0 0.02311 0 #avg: 0.0343626; avg_err: 0.00038332; sd: 0.217687; counts: 322511
sfh 0.102873 0 0.037173 0 #avg: 0.0407196; avg_err: 0.000557952; sd: 0.316861; counts: 322511
sfh 0.106248 0 0.0502516 0 #avg: 0.0471012; avg_err: 0.000571629; sd: 0.324628; counts: 322511
sfh 0.109623 0 0.062544 0 #avg: 0.0532584; avg_err: 0.000568749; sd: 0.322993; counts: 322511
sfh 0.112998 0.00104616 0.0717021 0.00104616 #avg: 0.0591847; avg_err: 0.000518677; sd: 0.294556; counts: 322511
sfh 0.116373 0.00372039 0.077141 0.00372039 #avg: 0.065597; avg_err: 0.000572635; sd: 0.325199; counts: 322511
sfh 0.119748 0.00641747 0.0830959 0.00641747 #avg: 0.0724647; avg_err: 0.000638766; sd: 0.362755; counts: 322511
sfh 0.123123 0.00888729 0.0894995 0.00888729 #avg: 0.079779; avg_err: 0.000711048; sd: 0.403804; counts: 322511
sfh 0.126498 0.0114693 0.0968057 0.0114693 #avg: 0.0875191; avg_err: 0.000821782; sd: 0.46669; counts: 322511
sfh 0.129873 0.0142355 0.10421 0.0142355 #avg: 0.0961029; avg_err: 0.000884066; sd: 0.502061; counts: 322511
sfh 0.133248 0.0171817 0.111601 0.0171817 #avg: 0.105035; avg_err: 0.000953108; sd: 0.54127; counts: 322511
sfh 0.136623 0.020095 0.1205 0.020095 #avg: 0.11346; avg_err: 0.000970828; sd: 0.551333; counts: 322511
sfh 0.141685 0.0243736 0.133581 0.0241095 #avg: 0.124399; avg_err: 0.000947617; sd: 0.538151; counts: 322511
sfh 0.146748 0.0287447 0.148184 0.027636 #avg: 0.135093; avg_err: 0.000929848; sd: 0.52806; counts: 322511
sfh 0.15181 0.03327 0.162531 0.031142 #avg: 0.145679; avg_err: 0.000910315; sd: 0.516968; counts: 322511
sfh 0.156873 0.0374679 0.177007 0.0341769 #avg: 0.156806; avg_err: 0.000938322; sd: 0.532873; counts: 322511
sfh 0.161935 0.0418898 0.192643 0.0373297 #avg: 0.167001; avg_err: 0.000952772; sd: 0.541079; counts: 322511
sfh 0.166998 0.046817 0.206687 0.0410184 #avg: 0.177389; avg_err: 0.000921837; sd: 0.523511; counts: 322511
sfh 0.17206 0.0510336 0.220892 0.044097 #avg: 0.185716; avg_err: 0.000913293; sd: 0.518659; counts: 322511
sfh 0.177123 0.0561322 0.235178 0.0481887 #avg: 0.195175; avg_err: 0.00097091; sd: 0.55138; counts: 322511
sfh 0.182185 0.0620748 0.248181 0.0529544 #avg: 0.204057; avg_err: 0.000958645; sd: 0.544414; counts: 322511
sfh 0.187248 0.066971 0.25813 0.0568956 #avg: 0.21146; avg_err: 0.000942609; sd: 0.535307; counts: 322511
sfh 0.19231 0.0724301 0.266124 0.0612019 #avg: 0.2161; avg_err: 0.000901265; sd: 0.511828; counts: 322511
sfh 0.197373 0.077919 0.275076 0.0654133 #avg: 0.221351; avg_err: 0.000877069; sd: 0.498087; counts: 322511
sfh 0.202435 0.0829358 0.281771 0.0691701 #avg: 0.225542; avg_err: 0.000863718; sd: 0.490505; counts: 322511
sfh 0.207498 0.0881997 0.283745 0.0729787 #avg: 0.228257; avg_err: 0.000857559; sd: 0.487007; counts: 322511
sfh 0.21256 0.0932242 0.285611 0.0764841 #avg: 0.230215; avg_err: 0.000825865; sd: 0.469008; counts: 322511
sfh 0.217623 0.0979774 0.284744 0.079572 #avg: 0.23121; avg_err: 0.000798275; sd: 0.45334; counts: 322511
sfh 0.222685 0.102087 0.284948 0.0820132 #avg: 0.231954; avg_err: 0.000772101; sd: 0.438476; counts: 322511
sfh 0.227748 0.106373 0.281446 0.0844232 #avg: 0.232732; avg_err: 0.000743038; sd: 0.421971; counts: 322511
sfh 0.23281 0.110305 0.282104 0.0864944 #avg: 0.234691; avg_err: 0.000750398; sd: 0.426151; counts: 322511
sfh 0.237873 0.113084 0.279386 0.0874949 #avg: 0.234933; avg_err: 0.000731982; sd: 0.415692; counts: 322511
sfh 0.242935 0.115113 0.277016 0.0876782 #avg: 0.234058; avg_err: 0.000708408; sd: 0.402305; counts: 322511
sfh 0.247998 0.117582 0.271723 0.0878837 #avg: 0.232647; avg_err: 0.000687503; sd: 0.390433; counts: 322511
sfh 0.25306 0.118822 0.268037 0.0874288 #avg: 0.231319; avg_err: 0.000668563; sd: 0.379677; counts: 322511
sfh 0.258123 0.12088 0.265166 0.0874567 #avg: 0.230847; avg_err: 0.000653773; sd: 0.371278; counts: 322511
sfh 0.263185 0.121632 0.261499 0.0863641 #avg: 0.22965; avg_err: 0.000652545; sd: 0.37058; counts: 322511
sfh 0.268248 0.121852 0.25999 0.0851326 #avg: 0.22864; avg_err: 0.000646345; sd: 0.367059; counts: 322511
sfh 0.27331 0.122518 0.25499 0.0843218 #avg: 0.22706; avg_err: 0.000632976; sd: 0.359467; counts: 322511
sfh 0.278373 0.122862 0.253446 0.0832673 #avg: 0.226545; avg_err: 0.000621964; sd: 0.353213; counts: 322511
sfh 0.283435 0.123933 0.249614 0.0824999 #avg: 0.225054; avg_err: 0.000606135; sd: 0.344224; counts: 322511
sfh 0.288498 0.124004 0.246744 0.0817298 #avg: 0.223911; avg_err: 0.000595623; sd: 0.338254; counts: 322511
sfh 0.29356 0.123459 0.242901 0.0803004 #avg: 0.221769; avg_err: 0.000583711; sd: 0.331489; counts: 322511
sfh 0.298623 0.123135 0.240608 0.079307 #avg: 0.220772; avg_err: 0.000586307; sd: 0.332964; counts: 322511
