#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.7082e+07 0.18356 0.000378011 3.18189e+08 803776 0 6.05234e+08 0 0.361583 8.80191e-05 0.359472 0.0881244 0.0872374 0.681821 8.05618e-05 0.689938 0.0698498 0.0831991 0.926202 4.8783e-05 0.940504 0.0186159 0.0407975 1048805
1.57177e+08 0.197971 0.000646342 3.73067e+08 1.4959e+06 0 7.1696e+08 0 0.364352 0.000144087 0.362881 0.0858507 0.0862993 0.681852 0.000127331 0.687928 0.0681807 0.0760337 0.923892 8.8117e-05 0.94002 0.0182356 0.0423866 380075
2.48977e+08 0.215552 0.000744465 4.31052e+08 1.81053e+06 0 9.41735e+08 0 0.369748 0.000158175 0.368904 0.0824167 0.0848161 0.683549 0.000141086 0.69004 0.0667256 0.0763878 0.921929 0.00010494 0.940096 0.0179416 0.0458452 305091
3.95109e+08 0.240214 0.000856458 4.98367e+08 2.15144e+06 0 1.16825e+09 0 0.376682 0.000173145 0.375937 0.0795349 0.0828797 0.6872 0.000157164 0.694332 0.0657194 0.077096 0.91949 0.000123265 0.939945 0.0176845 0.0521619 248816
6.26103e+08 0.253747 0.000959284 5.39135e+08 2.47045e+06 0 1.28215e+09 0 0.385014 0.000187061 0.384024 0.0771561 0.0798803 0.691173 0.0001693 0.699425 0.0618873 0.0763979 0.917454 0.000140494 0.93934 0.0170282 0.0558041 205776
9.91848e+08 0.269201 0.00108048 5.94688e+08 2.89295e+06 0 1.39649e+09 0 0.392607 0.000203358 0.391547 0.0756497 0.0779988 0.692049 0.000183235 0.701026 0.0587954 0.0752324 0.912899 0.000163247 0.936656 0.0171304 0.0622482 168517
1.57224e+09 0.28573 0.00122175 6.60688e+08 3.42669e+06 0 1.62642e+09 0 0.401239 0.00022361 0.400024 0.0754502 0.0772347 0.68973 0.000197251 0.699034 0.0545614 0.0719193 0.905893 0.00019127 0.931709 0.0176866 0.0702881 136727
2.49362e+09 0.302658 0.00136679 7.33087e+08 4.01138e+06 0 1.74201e+09 0 0.408765 0.000241785 0.407672 0.0747183 0.076039 0.682437 0.000206866 0.691979 0.0503457 0.067614 0.89612 0.000221208 0.923984 0.0186503 0.0787638 112979
3.95401e+09 0.324278 0.00151952 8.38647e+08 4.77248e+06 0 2.09125e+09 0 0.415451 0.000261992 0.414785 0.0745397 0.0763913 0.66871 0.000219915 0.678594 0.0470713 0.0647134 0.881312 0.000260258 0.912131 0.0207222 0.0897846 94903
6.27382e+09 0.343925 0.00167948 9.61276e+08 5.67791e+06 0 2.32608e+09 0 0.418286 0.00028006 0.419178 0.0718796 0.0764276 0.648384 0.0002346 0.659813 0.0429522 0.0640882 0.8616 0.000304765 0.895134 0.0235949 0.100255 79997
9.94372e+09 0.365315 0.00185198 1.11738e+09 6.83072e+06 0 2.68123e+09 0 0.416883 0.000298425 0.419299 0.0689332 0.0763075 0.622234 0.00025913 0.636114 0.0397682 0.0672292 0.835713 0.000359354 0.871908 0.0276549 0.110568 67602
1.57729e+10 0.39117 0.00201455 1.32204e+09 8.14044e+06 3.67999e+08 2.7919e+09 3.67999e+08 0.410379 0.00032001 0.414376 0.0670758 0.076894 0.590972 0.000292569 0.608073 0.039158 0.0748541 0.80174 0.000418139 0.841506 0.0323066 0.12883 58683
2.49783e+10 0.424692 0.00218403 1.58882e+09 9.74018e+06 6.05234e+08 3.16061e+09 6.05234e+08 0.396702 0.000342232 0.402226 0.0664658 0.0795025 0.555289 0.000335408 0.574513 0.0436853 0.0859141 0.75891 0.000482534 0.802331 0.0380939 0.148133 51223
3.95754e+10 0.452784 0.00234636 1.88612e+09 1.14042e+07 8.29125e+08 3.55602e+09 8.29125e+08 0.378215 0.000366986 0.384883 0.0665332 0.0834117 0.51739 0.000376843 0.536698 0.051148 0.0955525 0.709621 0.000537826 0.756249 0.0437533 0.167202 45006
6.25419e+10 0.477833 0.00260511 2.13552e+09 1.32566e+07 1.07198e+09 3.90312e+09 1.07198e+09 0.356026 0.000388361 0.361481 0.0665659 0.0814561 0.480211 0.000414209 0.495409 0.0601844 0.0967701 0.657914 0.000585906 0.702009 0.0513048 0.169278 36766
9.85146e+10 0.520357 0.00304224 2.42915e+09 1.64133e+07 1.38435e+09 4.17523e+09 1.38435e+09 0.333195 0.000437625 0.337012 0.0667343 0.0790545 0.444223 0.000471821 0.454746 0.0663496 0.093225 0.605184 0.000661182 0.639073 0.0671359 0.158946 26968
1.54378e+11 0.645499 0.00378759 2.86473e+09 2.22743e+07 1.85802e+09 4.3688e+09 1.85802e+09 0.306977 0.000539827 0.309719 0.0657015 0.0747866 0.406999 0.00058984 0.413221 0.0704463 0.0848293 0.55268 0.000813152 0.570465 0.0878381 0.134746 15952
2.43107e+11 0.839863 0.00420533 3.63002e+09 3.22623e+07 2.91986e+09 4.05743e+09 2.2029e+09 0.274978 0.000718547 0.272318 0.0684989 0.0633422 0.367257 0.000790473 0.367581 0.0728942 0.072251 0.500786 0.00106819 0.502311 0.102869 0.103442 7606
3.82953e+11 0.948294 0.00411192 4.55885e+09 4.72189e+07 4.62622e+09 2.60045e+09 2.9998e+09 0.23906 0.00101352 0.233331 0.0620087 0.048229 0.326249 0.00110832 0.323945 0.0647153 0.0580176 0.457936 0.0014709 0.456921 0.0854594 0.0832298 2901
6.04238e+11 0.993717 0.00255818 5.23526e+09 6.75153e+07 5.26813e+09 2.04151e+09 2.22843e+09 0.20974 0.00134527 0.205331 0.046025 0.036552 0.293796 0.00151969 0.291982 0.0505064 0.0464799 0.428901 0.00200956 0.429456 0.0603417 0.0629036 955
9.56985e+11 1 0 5.50869e+09 1.05332e+08 5.3931e+09 1.99944e+09 1.62725e+09 0.188458 0.00181275 0.188104 0.0295662 0.0297464 0.274078 0.00230283 0.272904 0.0380281 0.0344964 0.416207 0.00336323 0.413128 0.0611717 0.0547085 277
1.47577e+12 1 0 5.47446e+09 1.8563e+08 5.3931e+09 1.41765e+09 1.01395e+09 0.179327 0.00355227 0.181247 0.0138185 0.0214019 0.264801 0.0045716 0.266154 0.0308656 0.0320963 0.417527 0.00709117 0.418169 0.0364411 0.055896 46
