#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.92693e+09 0.000139225 0.000140342 5.1511e-06 0 0 0 5.76196e-05 9.91865e-07 0 0 0 5372597
1.56326e+10 0.000275941 0.000278559 1.21884e-05 0 0 0 0.000115032 1.79841e-06 0 0 0 1909831
2.46819e+10 0.000363198 0.000364777 1.70412e-05 0 0 0 0.000202043 2.58949e-06 0 0 0 1266527
3.90784e+10 0.000436266 0.000436266 2.30202e-05 0 0 0 0.000315555 3.72709e-06 0 0 0 822892
6.19699e+10 0.000662467 0.00066621 3.54952e-05 0 0 0 0.000467317 5.62029e-06 0 0 0 534366
9.83749e+10 0.00101533 0.00101822 5.43202e-05 0 0 0 0.000676106 8.69415e-06 0 0 0 346684
1.55907e+11 0.00194245 0.00195576 9.36725e-05 0 0 0 0.00100303 1.47192e-05 0 0 0 225488
2.47024e+11 0.0038212 0.00389586 0.000165386 0 0 0 0.00160889 2.45927e-05 0 0 0 147336
3.91617e+11 0.0087701 0.00898935 0.000312394 0 0 0 0.0030965 5.21513e-05 0 0 0 95780
6.19927e+11 0.024148 0.0253529 0.000666131 0 0 0 0.008991 0.00014909 0 0 0 61413
9.82903e+11 0.0643487 0.0689612 0.00136091 0 0 0 0.0296073 0.000377384 0 0.0528646 0 39892
1.55883e+12 0.128787 0.142936 0.0024444 0 0 0 0.0889014 0.000848226 0.0154594 0.199778 0.0154594 25515
2.46613e+12 0.17736 0.194189 0.00347677 0 1 0 0.191338 0.00145173 0.147519 0.241221 0.147519 15866
3.9101e+12 0.184315 0.201338 0.00445741 0 1 0 0.308734 0.0019781 0.303825 0.213218 0.218701 9869
6.19542e+12 0.165899 0.177323 0.00537491 0 1 0 0.410647 0.00248516 0.416268 0.188431 0.20546 5865
9.81022e+12 0.155733 0.164553 0.00653965 0 0 0 0.48737 0.00291851 0.492784 0.176 0.177841 3628
1.55739e+13 0.145075 0.151868 0.00831392 0 0 0 0.540007 0.00354258 0.554085 0.141913 0.173015 2061
2.45473e+13 0.138504 0.145891 0.0114247 0 0 0 0.586238 0.00444174 0.592435 0.137415 0.143848 1083
3.85559e+13 0.152459 0.165574 0.0165926 0 0 0 0.615153 0.0061261 0.627681 0.137386 0.153523 610
6.07425e+13 0.105263 0.112782 0.0208408 0 0 0 0.641618 0.00818055 0.660601 0.112437 0.138145 266
9.51863e+13 0.129771 0.145038 0.0344781 0 0 0 0.678686 0.0108352 0.705724 0.0876278 0.162299 131
1.41025e+14 0.106383 0.106383 0.0454604 0 0 0 0.69257 0.016633 0.694456 0.113661 0.099336 47
2.31244e+14 0 0 0 0 0 0 0.756653 0.0292465 0.771188 0.058443 0.111416 10
6.03436e+14 0 0 0 0 0 0 0.719986 0.00829443 0.72828 0 0.0165889 2
