#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.3413 9.12692e+08 1.2538e+06 6.89768e+08 7.41497e+08 3.30226e+08 1.90683e+09 2.59781e+06 1.39649e+09 2.00484e+09 7.91253e+08 306038
62.2809 8.21888e+08 2.20671e+06 5.93776e+08 6.88376e+08 2.45758e+08 1.52234e+09 4.64179e+06 1.05478e+09 1.38931e+09 4.89588e+08 80720
78.9818 9.06115e+08 3.21887e+06 6.79528e+08 7.83337e+08 3.29079e+08 1.4886e+09 6.00716e+06 1.1037e+09 1.22238e+09 4.98465e+08 47780
99.3789 1.01326e+09 4.30149e+06 7.1696e+08 9.62536e+08 3.57418e+08 1.60445e+09 7.53691e+06 1.16825e+09 1.39422e+09 5.63017e+08 33974
125.096 1.16147e+09 5.99882e+06 8.29125e+08 1.13514e+09 4.54902e+08 1.81518e+09 9.47324e+06 1.39649e+09 1.52337e+09 7.91253e+08 24793
157.338 1.38993e+09 8.82425e+06 9.73743e+08 1.37453e+09 5.13886e+08 2.11807e+09 1.22136e+07 1.67459e+09 1.96943e+09 9.57635e+08 17571
197.569 1.74782e+09 1.41224e+07 1.18943e+09 1.95095e+09 6.98239e+08 2.5299e+09 1.71841e+07 1.97444e+09 2.52813e+09 1.16246e+09 11803
247.525 2.27024e+09 2.56884e+07 1.54331e+09 2.80953e+09 9.59231e+08 2.50842e+09 2.36755e+07 1.97444e+09 2.52813e+09 1.15677e+09 6018
310.011 2.75095e+09 4.6072e+07 1.97444e+09 3.27779e+09 1.28467e+09 2.25606e+09 3.21832e+07 1.85802e+09 2.02994e+09 1.02889e+09 2396
389.681 3.25354e+09 8.41704e+07 2.59438e+09 3.44441e+09 1.7941e+09 1.92719e+09 5.00501e+07 1.51125e+09 1.73649e+09 8.28639e+08 841
491.195 3.01788e+09 1.33989e+08 2.56247e+09 2.91385e+09 1.73334e+09 1.56638e+09 6.75463e+07 1.28215e+09 1.16194e+09 5.77702e+08 250
608.384 3.38885e+09 3.08371e+08 2.91986e+09 3.83088e+09 1.97752e+09 1.60662e+09 1.72493e+08 1.28215e+09 1.04393e+09 5.50452e+08 60
772.575 2.6912e+09 4.52895e+08 2.31717e+09 2.13509e+09 1.23255e+09 1.67927e+09 2.60734e+08 1.28215e+09 1.39907e+09 5.65192e+08 15
1055.38 2.34669e+09 8.1321e+08 3.1599e+09 0 1.62642e+09 1.73246e+09 1.06037e+08 1.83849e+09 0 2.12074e+08 2
