#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.10187e+09 0.0263158 0.0263158 0.0263158 0 0 0 0.133599 0.0180356 0.127495 0.120329 0.0855609 38
1.71547e+10 0 0 0 0 0 0 0.227307 0.0720661 0.177722 0.0538898 0.0161323 7
2.42343e+10 0 0 0 0 0 0 0.18398 0.143672 0.00958653 0.739217 0.00166443 5
4.35075e+10 0 0 0 0 0 0 0.299117 0.198005 0.189088 0.494496 0.164408 3
6.7434e+10 0.0833333 0.0833333 0.0576303 0 0 0 0.187152 0.0414652 0.0886718 0.287274 0.0493557 24
1.06728e+11 0.0985915 0.0985915 0.0356313 0 0 0 0.147377 0.0206759 0.0754547 0.236329 0.0524728 71
1.65819e+11 0.119114 0.132964 0.0199294 0 0 0 0.140864 0.00822591 0.0859957 0.171053 0.0633522 361
2.62449e+11 0.161146 0.172784 0.0122037 0 1 0 0.162623 0.00481545 0.111734 0.189236 0.0879867 1117
4.1033e+11 0.140042 0.149543 0.00722474 0 0 0 0.180668 0.0030431 0.131036 0.21528 0.0967036 2842
6.42155e+11 0.146783 0.158651 0.00572186 0 0 0 0.214275 0.00243298 0.171767 0.214394 0.118512 4803
9.9926e+11 0.145417 0.155853 0.00516148 0 0 0 0.249737 0.0022884 0.221111 0.21799 0.152739 5749
1.56856e+12 0.165575 0.179075 0.00589155 0 1 0 0.296329 0.00250417 0.275066 0.212094 0.16783 5037
2.47232e+12 0.165208 0.175939 0.00685704 0 1 0 0.349278 0.00295192 0.341104 0.192469 0.180043 3541
3.90678e+12 0.18447 0.19614 0.00906009 0 1 0 0.424746 0.00376549 0.422794 0.183493 0.182898 2228
6.17437e+12 0.158159 0.168201 0.0115757 0 0 0 0.480878 0.00503252 0.485887 0.171087 0.190439 1195
9.79586e+12 0.146865 0.148515 0.014645 0 0 0 0.541994 0.00631 0.550327 0.141053 0.157593 606
1.54183e+13 0.135231 0.13879 0.0212674 0 0 0 0.57594 0.00867266 0.581233 0.154542 0.149887 281
2.49726e+13 0.112903 0.112903 0.0285355 0 0 0 0.613694 0.0138358 0.629321 0.13212 0.138412 124
3.85133e+13 0.1 0.12 0.0545108 0 0 0 0.635058 0.0227104 0.668833 0.118596 0.149386 50
6.05178e+13 0.103448 0.103448 0.0575533 0 0 0 0.642315 0.0235169 0.634811 0.140918 0.107116 29
9.12029e+13 0.333333 0.333333 0.210819 0 1 0 0.741775 0.0259151 0.765898 0.0381124 0.13078 6
2.63971e+14 0 0 0 0 0 0 0.722931 0.722931 0.722931 0 0 1
