#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.25 - 10.75
#HM   Stats: 2.222060e+12 (median) + 2.758820e+12  / - 9.426499e+11
#SM   Stats: 3.553470e+10 (median) + 1.349290e+10  / - 1.230090e+10
#VMP  Stats: 2.367600e+02 (median) + 6.898000e+01  / - 3.708000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.318929e-12 (median) + 2.853377e-12  / - 1.350407e-12
sfh 0.055623 0 0 0 #avg: 0.00042172; avg_err: 0.000231046; sd: 0.0275507; counts: 14220
sfh 0.060123 0 0 0 #avg: 0.00918725; avg_err: 0.00260856; sd: 0.311054; counts: 14220
sfh 0.062373 0 0 0 #avg: 0.0181249; avg_err: 0.00446338; sd: 0.532229; counts: 14220
sfh 0.064623 0 0 0 #avg: 0.0316689; avg_err: 0.00603468; sd: 0.719596; counts: 14220
sfh 0.066873 0 0 0 #avg: 0.0479829; avg_err: 0.00596049; sd: 0.71075; counts: 14220
sfh 0.069123 0 0 0 #avg: 0.0785501; avg_err: 0.0109623; sd: 1.30718; counts: 14220
sfh 0.071373 0 0 0 #avg: 0.0934461; avg_err: 0.00791264; sd: 0.94353; counts: 14220
sfh 0.073623 0 0 0 #avg: 0.139898; avg_err: 0.0148021; sd: 1.76506; counts: 14220
sfh 0.075873 0 0.0217396 0 #avg: 0.19667; avg_err: 0.0246695; sd: 2.94168; counts: 14220
sfh 0.078123 0 0.0713455 0 #avg: 0.25726; avg_err: 0.0257654; sd: 3.07235; counts: 14220
sfh 0.080373 0 0.151206 0 #avg: 0.298589; avg_err: 0.0276476; sd: 3.29679; counts: 14220
sfh 0.082623 0 0.23437 0 #avg: 0.293516; avg_err: 0.0194609; sd: 2.32059; counts: 14220
sfh 0.085998 0 0.384563 0 #avg: 0.392218; avg_err: 0.0206727; sd: 2.46509; counts: 14220
sfh 0.089373 0.0186946 0.528763 0.0186946 #avg: 0.464072; avg_err: 0.0188311; sd: 2.24548; counts: 14220
sfh 0.092748 0.0533323 0.621278 0.0533323 #avg: 0.58122; avg_err: 0.0217904; sd: 2.59836; counts: 14220
