#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.0924 9.67657e+08 3.50466e+06 7.15814e+08 8.12646e+08 3.54196e+08 1.81376e+09 6.59442e+06 1.38931e+09 1.77059e+09 7.84074e+08 45471
62.4551 9.17193e+08 4.97341e+06 6.84684e+08 8.06823e+08 3.33038e+08 1.55273e+09 9.23734e+06 1.16825e+09 1.39422e+09 5.63017e+08 20509
79.4634 1.02865e+09 6.5787e+06 7.2614e+08 9.94709e+08 3.6875e+08 1.54059e+09 1.14122e+07 1.16825e+09 1.27584e+09 5.63017e+08 14955
99.0906 1.17853e+09 8.69116e+06 8.41292e+08 1.2089e+09 4.69114e+08 1.66913e+09 1.39548e+07 1.28215e+09 1.39907e+09 6.76918e+08 11152
124.902 1.32936e+09 1.29635e+07 9.29596e+08 1.39649e+09 4.78305e+08 1.95113e+09 2.04249e+07 1.51125e+09 1.64866e+09 7.94287e+08 7106
156.724 1.64915e+09 2.19314e+07 1.14531e+09 1.89348e+09 6.80479e+08 2.35532e+09 3.06103e+07 1.85802e+09 2.02994e+09 1.14106e+09 4243
196.856 2.13362e+09 3.96854e+07 1.38931e+09 2.74297e+09 8.89177e+08 2.84225e+09 4.69067e+07 2.20847e+09 2.89363e+09 1.37934e+09 2327
245.717 2.97266e+09 8.29142e+07 1.96443e+09 4.11727e+09 1.3403e+09 2.79945e+09 6.73626e+07 2.20847e+09 2.97671e+09 1.37934e+09 973
309.384 4.06269e+09 1.80959e+08 3.16672e+09 5.00933e+09 2.44058e+09 2.43228e+09 1.04066e+08 1.85802e+09 2.52113e+09 1.14106e+09 295
390.326 5.17971e+09 4.71905e+08 5.44367e+09 4.30953e+09 4.61455e+09 2.07007e+09 1.72675e+08 1.85802e+09 1.6645e+09 1.14106e+09 66
488.012 4.06172e+09 8.39342e+08 3.29464e+09 6.0324e+09 2.24704e+09 2.18649e+09 2.73157e+08 2.09125e+09 1.67459e+09 1.26213e+09 18
607.169 4.95386e+09 1.47953e+09 5.89762e+09 3.10674e+09 5.32811e+09 2.34058e+09 5.2034e+08 2.09125e+09 2.04177e+09 1.14952e+09 5
730.679 1.19325e+09 1.08631e+08 1.30188e+09 0 2.17263e+08 2.26962e+09 4.11603e+08 2.68123e+09 0 8.23207e+08 2
