#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 13.75 - 14.25
#HM   Stats: 7.985290e+13 (median) + 3.232310e+13  / - 1.660290e+13
#SM   Stats: 3.650970e+11 (median) + 2.643950e+11  / - 1.692280e+11
#VMP  Stats: 6.023400e+02 (median) + 9.237000e+01  / - 5.804004e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.651819e-11 (median) + 1.622319e-11  / - 4.944874e-12
sfh 0.055623 0 0 0 #avg: 0.0222271; avg_err: 0.0222271; sd: 0.239393; counts: 117
sfh 0.060123 0 0 0 #avg: 0.201046; avg_err: 0.181358; sd: 1.95328; counts: 117
sfh 0.062373 0 0 0 #avg: 0.409287; avg_err: 0.266858; sd: 2.87415; counts: 117
sfh 0.064623 0 0.0554121 0 #avg: 0.390553; avg_err: 0.203304; sd: 2.18965; counts: 117
sfh 0.066873 0 0.213232 0 #avg: 0.906014; avg_err: 0.412697; sd: 4.44488; counts: 117
sfh 0.069123 0 0.766525 0 #avg: 1.33394; avg_err: 0.487809; sd: 5.25387; counts: 117
sfh 0.071373 0.055896 1.63791 0.055896 #avg: 1.79499; avg_err: 0.498646; sd: 5.37058; counts: 117
sfh 0.073623 0.178798 2.26187 0.178798 #avg: 2.01243; avg_err: 0.554524; sd: 5.9724; counts: 117
sfh 0.075873 0.28007 3.10203 0.278922 #avg: 3.50476; avg_err: 1.71595; sd: 18.4814; counts: 117
sfh 0.078123 0.554212 5.05591 0.538437 #avg: 3.06558; avg_err: 0.652771; sd: 7.03056; counts: 117
sfh 0.080373 0.842111 5.70659 0.789591 #avg: 3.35636; avg_err: 0.609034; sd: 6.55949; counts: 117
sfh 0.082623 1.22445 4.16549 1.09062 #avg: 3.58221; avg_err: 0.656333; sd: 7.06892; counts: 117
sfh 0.085998 1.92656 6.79705 1.70438 #avg: 4.84195; avg_err: 0.784691; sd: 8.45138; counts: 117
sfh 0.089373 2.71395 7.73885 2.29287 #avg: 5.90185; avg_err: 0.866653; sd: 9.33414; counts: 117
sfh 0.092748 3.82114 9.54926 2.8916 #avg: 7.87863; avg_err: 1.35566; sd: 14.6009; counts: 117
sfh 0.096123 4.92386 9.52724 3.68482 #avg: 9.9596; avg_err: 1.92303; sd: 20.7117; counts: 117
sfh 0.099498 5.88281 11.0669 4.18578 #avg: 13.6071; avg_err: 3.29612; sd: 35.5003; counts: 117
sfh 0.102873 6.9185 13.0151 4.95615 #avg: 15.6897; avg_err: 2.9995; sd: 32.3056; counts: 117
sfh 0.106248 7.74297 16.7312 5.81591 #avg: 17.2303; avg_err: 2.87125; sd: 30.9243; counts: 117
sfh 0.109623 9.98504 26.2163 7.8609 #avg: 19.196; avg_err: 2.30079; sd: 24.7803; counts: 117
sfh 0.112998 11.8678 33.7226 9.1653 #avg: 22.425; avg_err: 2.53658; sd: 27.3198; counts: 117
sfh 0.116373 14.7906 37.58 11.0708 #avg: 27.3228; avg_err: 3.6357; sd: 39.1577; counts: 117
sfh 0.119748 16.1565 36.8515 11.9068 #avg: 30.3314; avg_err: 3.9699; sd: 42.7571; counts: 117
sfh 0.123123 18.3791 55.8987 14.4609 #avg: 37.9511; avg_err: 6.08244; sd: 65.5098; counts: 117
sfh 0.126498 19.2745 58.5515 14.6498 #avg: 42.7763; avg_err: 6.17099; sd: 66.4636; counts: 117
sfh 0.129873 22.9555 77.9625 17.2216 #avg: 47.3577; avg_err: 6.26766; sd: 67.5048; counts: 117
sfh 0.133248 25.4179 68.8052 18.2569 #avg: 49.322; avg_err: 6.17487; sd: 66.5054; counts: 117
sfh 0.136623 26.6201 82.3599 19.4451 #avg: 53.8789; avg_err: 6.06971; sd: 65.3728; counts: 117
sfh 0.141685 29.1039 102.613 19.9486 #avg: 63.9692; avg_err: 7.82065; sd: 84.231; counts: 117
sfh 0.146748 30.2705 94.6235 18.4565 #avg: 77.3493; avg_err: 11.0072; sd: 118.551; counts: 117
sfh 0.15181 42.9312 127.615 30.0084 #avg: 94.3898; avg_err: 13.2951; sd: 143.192; counts: 117
sfh 0.156873 52.7532 126.3 37.136 #avg: 135.281; avg_err: 34.4657; sd: 371.207; counts: 117
sfh 0.161935 52.8383 161.976 38.3891 #avg: 155.26; avg_err: 39.5102; sd: 425.538; counts: 117
sfh 0.166998 66.1832 166.954 52.8284 #avg: 139.297; avg_err: 18.7907; sd: 202.382; counts: 117
sfh 0.17206 84.5404 169.948 67.1422 #avg: 153.121; avg_err: 19.6232; sd: 211.348; counts: 117
sfh 0.177123 99.1843 216.182 82.0299 #avg: 166.637; avg_err: 18.7977; sd: 202.458; counts: 117
sfh 0.182185 107.532 212.901 86.9015 #avg: 174.474; avg_err: 19.3761; sd: 208.687; counts: 117
sfh 0.187248 104.149 259.496 80.762 #avg: 197.157; avg_err: 22.2815; sd: 239.98; counts: 117
sfh 0.19231 118.216 282.692 91.8632 #avg: 219.536; avg_err: 26.9886; sd: 290.676; counts: 117
sfh 0.197373 122.176 336.905 98.8754 #avg: 229.644; avg_err: 27.0141; sd: 290.951; counts: 117
sfh 0.202435 137.709 266.41 113.485 #avg: 235.708; avg_err: 28.4882; sd: 306.827; counts: 117
sfh 0.207498 132.833 233.719 103.363 #avg: 226.429; avg_err: 25.9471; sd: 279.459; counts: 117
sfh 0.21256 161.593 196.386 119.162 #avg: 225.446; avg_err: 22.5625; sd: 243.005; counts: 117
sfh 0.217623 159.491 225.532 116.672 #avg: 218.372; avg_err: 18.926; sd: 203.839; counts: 117
sfh 0.222685 168.23 238.27 128.761 #avg: 216.319; avg_err: 18.1341; sd: 195.31; counts: 117
sfh 0.227748 154.616 298.416 107.914 #avg: 230.836; avg_err: 19.6699; sd: 211.851; counts: 117
sfh 0.23281 172.584 243.832 118.953 #avg: 231.321; avg_err: 20.1162; sd: 216.658; counts: 117
sfh 0.237873 172.602 245.319 126.57 #avg: 232.726; avg_err: 19.8979; sd: 214.306; counts: 117
sfh 0.242935 179.287 251.848 132.246 #avg: 236.9; avg_err: 20.2101; sd: 217.669; counts: 117
sfh 0.247998 176.286 224.051 127.431 #avg: 228.363; avg_err: 18.2774; sd: 196.854; counts: 117
sfh 0.25306 187.292 189.238 135.378 #avg: 229.286; avg_err: 18.3118; sd: 197.224; counts: 117
sfh 0.258123 193.468 210.327 133.112 #avg: 233.118; avg_err: 18.0367; sd: 194.261; counts: 117
sfh 0.263185 186.853 159.225 129.313 #avg: 227.752; avg_err: 18.5107; sd: 199.367; counts: 117
sfh 0.268248 187.741 232.734 122.068 #avg: 237.973; avg_err: 17.983; sd: 193.683; counts: 117
sfh 0.27331 200.165 191.735 127.903 #avg: 233.543; avg_err: 17.3833; sd: 187.224; counts: 117
sfh 0.278373 182.628 238.662 111.667 #avg: 235.935; avg_err: 17.7079; sd: 190.72; counts: 117
sfh 0.283435 174.779 232.865 118.658 #avg: 226.057; avg_err: 17.6876; sd: 190.501; counts: 117
sfh 0.288498 178.821 188.708 121.901 #avg: 215.994; avg_err: 15.969; sd: 171.992; counts: 117
sfh 0.29356 185.421 200.513 120.711 #avg: 213.788; avg_err: 15.8717; sd: 170.944; counts: 117
sfh 0.298623 156.858 209.96 103.698 #avg: 207.666; avg_err: 15.3264; sd: 165.071; counts: 117
sfh 0.303685 153.664 222.38 107.19 #avg: 204.761; avg_err: 16.3709; sd: 176.32; counts: 117
sfh 0.308748 134.373 231.299 100.734 #avg: 190.86; avg_err: 16.3062; sd: 175.623; counts: 117
sfh 0.31381 137.255 203.859 106.379 #avg: 181.547; avg_err: 15.0191; sd: 161.76; counts: 117
sfh 0.318873 127.629 192.129 92.9573 #avg: 169.104; avg_err: 13.5112; sd: 145.52; counts: 117
sfh 0.323935 120.815 183.01 86.7733 #avg: 162.626; avg_err: 13.7631; sd: 148.233; counts: 117
sfh 0.328997 115.736 193.065 92.5802 #avg: 162.529; avg_err: 14.0003; sd: 150.788; counts: 117
sfh 0.33406 122.713 170.109 100.645 #avg: 154.457; avg_err: 12.9785; sd: 139.783; counts: 117
sfh 0.339122 117.648 163.236 94.2098 #avg: 149.238; avg_err: 13.1931; sd: 142.094; counts: 117
sfh 0.344185 104.326 136.045 81.1348 #avg: 145.753; avg_err: 12.7903; sd: 137.755; counts: 117
sfh 0.349247 102.914 156.384 77.8164 #avg: 135.65; avg_err: 11.8015; sd: 127.106; counts: 117
sfh 0.35431 82.8708 138.943 59.3096 #avg: 123.441; avg_err: 10.8078; sd: 116.403; counts: 117
sfh 0.359372 74.0651 150.039 57.2509 #avg: 116.761; avg_err: 10.7284; sd: 115.548; counts: 117
sfh 0.364435 80.8967 134.241 67.3453 #avg: 111.307; avg_err: 10.5953; sd: 114.115; counts: 117
sfh 0.369497 69.2935 164.426 56.2383 #avg: 111.213; avg_err: 10.9202; sd: 117.614; counts: 117
sfh 0.37456 73.4084 138.042 59.9216 #avg: 108.026; avg_err: 10.6497; sd: 114.7; counts: 117
sfh 0.379622 65.96 127.168 54.4663 #avg: 102.864; avg_err: 10.2508; sd: 110.404; counts: 117
sfh 0.384685 59.2317 110.47 47.1794 #avg: 98.0789; avg_err: 10.1439; sd: 109.253; counts: 117
sfh 0.389747 59.262 98.698 48.5622 #avg: 90.2989; avg_err: 9.64006; sd: 103.827; counts: 117
sfh 0.39481 54.6557 88.3743 46.3195 #avg: 83.8511; avg_err: 8.75374; sd: 94.2807; counts: 117
sfh 0.399872 48.7628 90.6952 41.3525 #avg: 78.1688; avg_err: 8.22965; sd: 88.636; counts: 117
sfh 0.404935 46.1315 87.5625 37.4464 #avg: 73.1279; avg_err: 7.77271; sd: 83.7147; counts: 117
sfh 0.409997 45.327 79.937 35.0917 #avg: 66.6984; avg_err: 7.52656; sd: 81.0635; counts: 117
sfh 0.41506 42.5692 61.9708 33.1564 #avg: 61.0327; avg_err: 6.55623; sd: 70.6128; counts: 117
sfh 0.420122 40.3228 58.0869 31.5964 #avg: 56.3649; avg_err: 5.96538; sd: 64.2491; counts: 117
sfh 0.425185 35.0653 54.7007 26.7447 #avg: 52.3688; avg_err: 5.5955; sd: 60.2654; counts: 117
sfh 0.430247 29.1275 55.4183 22.7133 #avg: 47.744; avg_err: 5.31199; sd: 57.2119; counts: 117
sfh 0.43531 29.5064 50.8269 23.0922 #avg: 46.3697; avg_err: 5.07393; sd: 54.6479; counts: 117
sfh 0.440372 27.2347 46.1552 19.3703 #avg: 42.8762; avg_err: 4.01163; sd: 43.2066; counts: 117
sfh 0.445435 27.4597 49.0475 20.2318 #avg: 38.9672; avg_err: 3.38127; sd: 36.4173; counts: 117
sfh 0.450497 24.5541 41.6173 18.2208 #avg: 36.9331; avg_err: 3.31021; sd: 35.652; counts: 117
sfh 0.45556 24.6857 42.4237 18.8461 #avg: 34.9172; avg_err: 3.01871; sd: 32.5125; counts: 117
sfh 0.460622 25.1086 36.9626 18.7376 #avg: 33.1919; avg_err: 2.75394; sd: 29.6609; counts: 117
sfh 0.465685 24.4181 32.4529 18.1048 #avg: 30.0215; avg_err: 2.44074; sd: 26.2875; counts: 117
sfh 0.470747 24.0741 27.0045 18.7951 #avg: 29.2598; avg_err: 2.49623; sd: 26.8853; counts: 117
sfh 0.47581 20.5866 29.4293 15.2336 #avg: 28.6725; avg_err: 2.50834; sd: 27.0157; counts: 117
sfh 0.480872 18.6743 28.5467 13.2023 #avg: 27.4906; avg_err: 2.52531; sd: 27.1984; counts: 117
sfh 0.485935 19.4355 31.6667 14.5572 #avg: 27.7998; avg_err: 2.63173; sd: 28.3447; counts: 117
sfh 0.490997 19.5182 25.5387 15.2538 #avg: 27.1617; avg_err: 2.57682; sd: 27.7532; counts: 117
sfh 0.49606 20.4572 26.1865 16.5547 #avg: 26.5321; avg_err: 2.34504; sd: 25.2568; counts: 117
