#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
42.7176 1 0 1.06712e+08 4.64028e+07 0 3.60165e+08 0 0.159603 0.00770478 0.157109 0.0361722 0.026967 0.178817 0.00782256 0.167783 0.0496947 0.0134076 0.240353 0.00835304 0.240557 0.0493903 0.0449792 27
64.5696 1 0 2.8452e+08 1.90921e+08 0 4.66944e+08 0 0.166488 0.0163246 0.155238 0.0742571 0.0512318 0.217218 0.0201619 0.2318 0.0311407 0.105923 0.271171 0.0175067 0.293549 0.0167672 0.082124 9
83.4885 1 0 3.44302e+08 6.11239e+07 0 1.01076e+09 0 0.15908 0.00493122 0.148855 0.0475662 0.0230038 0.201332 0.00433037 0.193489 0.0460743 0.0242701 0.262661 0.00372553 0.261278 0.0366731 0.031804 63
103.47 1 0 3.99413e+08 2.89378e+07 0 9.44654e+08 0 0.157056 0.00190878 0.15447 0.033395 0.0304436 0.205866 0.00189879 0.206092 0.0360948 0.0338 0.267888 0.00161848 0.273807 0.0213328 0.0343013 322
128.808 1 0 4.42424e+08 1.39527e+07 3.43845e+08 6.66916e+08 3.43845e+08 0.1617 0.000977525 0.159378 0.0376765 0.0333811 0.214463 0.000970326 0.214036 0.0378904 0.0374455 0.272858 0.000783733 0.277661 0.0234214 0.0342327 1399
160.163 1 0 5.17226e+08 9.57035e+06 4.66944e+08 6.09358e+08 4.66944e+08 0.167552 0.000624519 0.165624 0.0368589 0.0341831 0.221113 0.00062602 0.221052 0.0369002 0.0364016 0.275029 0.000555836 0.281985 0.0231805 0.038738 3272
199.408 1 0 5.61737e+08 8.44137e+06 5.36715e+08 6.04553e+08 5.36715e+08 0.177365 0.000587982 0.174963 0.0406508 0.0356762 0.23186 0.000574359 0.233603 0.0373101 0.0404817 0.279253 0.000516776 0.287456 0.0235515 0.0422352 4166
247.907 1 0 6.22219e+08 9.65928e+06 6.06006e+08 5.99643e+08 6.06006e+08 0.18691 0.000701957 0.18552 0.0409125 0.0382014 0.238812 0.000666685 0.241241 0.0362635 0.0417144 0.278488 0.000601453 0.284867 0.0268143 0.0415834 3128
310.082 1 0 7.26841e+08 1.4429e+07 7.43049e+08 5.26385e+08 7.43049e+08 0.186792 0.00101018 0.186033 0.0388881 0.0375254 0.235258 0.000975454 0.237555 0.0358623 0.0409202 0.270101 0.000927731 0.275855 0.0301385 0.0422786 1427
386.922 1 0 8.33407e+08 2.33504e+07 8.10788e+08 5.21825e+08 4.50623e+08 0.177313 0.00153981 0.175583 0.0365097 0.0314488 0.225024 0.00159671 0.22914 0.0322176 0.0393025 0.259492 0.00159111 0.263839 0.029209 0.0405403 483
486.511 1 0 8.53068e+08 4.64757e+07 8.10788e+08 5.84386e+08 4.50623e+08 0.170646 0.00311878 0.165683 0.0378429 0.0289132 0.21456 0.0033704 0.213843 0.0415357 0.0416521 0.249079 0.00341822 0.248794 0.0453864 0.0453657 136
617.568 1 0 8.5608e+08 6.94748e+07 8.10788e+08 4.58646e+08 2.74073e+08 0.164322 0.00576162 0.160182 0.0398634 0.0201282 0.214012 0.00798998 0.222625 0.0254568 0.0498808 0.250524 0.00758966 0.256005 0.0262038 0.0426937 18
805.615 1 0 1.37176e+09 3.63277e+08 1.0763e+09 1.01803e+09 1.31647e+08 0.130368 0.00995433 0.138848 0.0028801 0.0283186 0.166384 0.0224185 0.156317 0.0529391 0.0227382 0.206332 0.0195575 0.209452 0.0290868 0.0384465 3
