#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.66851e+09 0.00025446 0.000254875 5.94587e-06 0 0 0 0.000233436 1.81149e-06 0 0 0 7230987
1.56626e+10 0.000624565 0.000625433 1.64936e-05 0 0 0 0.000590565 4.98458e-06 0 0 0 2304003
2.47493e+10 0.00112177 0.00112301 2.63962e-05 0 0 0 0.00107468 8.13428e-06 0 0 0 1613517
3.91154e+10 0.00173375 0.00174366 3.98187e-05 0 0 0 0.00163158 1.24946e-05 0 0 0 1110310
6.18724e+10 0.00285494 0.00287603 6.39725e-05 0 0 0 0.00246625 2.12185e-05 0 0 0 711049
9.81496e+10 0.00472714 0.00476151 0.000104958 0 0 0 0.00391618 3.67722e-05 0 0 0 436416
1.55531e+11 0.00810169 0.00819943 0.000176941 0 0 0 0.00662164 6.75669e-05 0 0 0 265994
2.46285e+11 0.0132336 0.0134127 0.000289774 0 0 0 0.0112989 0.000119919 0 0 0 161861
3.90359e+11 0.0207303 0.0210484 0.000466899 0 0 0 0.0193794 0.000210644 0 0.0197506 0 97442
6.18227e+11 0.0345164 0.0351499 0.000776118 0 0 0 0.0332152 0.000358696 0 0.0547531 0 58407
9.79604e+11 0.0506816 0.0518939 0.00123555 0 0 0 0.0543973 0.000602374 0 0.12162 0 33819
1.55097e+12 0.0708938 0.0721846 0.00189657 0 0 0 0.084695 0.000986072 0.0102278 0.193439 0.0102278 19367
2.45153e+12 0.0861374 0.0882932 0.00281955 0 0 0 0.131222 0.00163711 0.055625 0.251938 0.055625 10669
3.89139e+12 0.100986 0.103366 0.0040705 0 0 0 0.186425 0.00247355 0.136451 0.252261 0.136451 5882
6.15589e+12 0.102019 0.103412 0.00576758 0 0 0 0.247041 0.00372318 0.217531 0.24963 0.194415 2872
9.74369e+12 0.110403 0.112527 0.00858678 0 0 0 0.298753 0.00539593 0.281431 0.230889 0.210285 1413
1.52798e+13 0.070229 0.0717557 0.0103206 0 0 0 0.366655 0.00786837 0.360552 0.22739 0.209924 655
2.46717e+13 0.083004 0.083004 0.0173793 0 0 0 0.423646 0.0123926 0.431795 0.19305 0.231795 253
3.82227e+13 0.0909091 0.0909091 0.0308211 0 0 0 0.471049 0.0164971 0.479056 0.138633 0.179852 88
5.80382e+13 0.0909091 0.0909091 0.0627332 0 0 0 0.545221 0.0379835 0.535536 0.22865 0.166548 22
9.46856e+13 0 0 0 0 0 0 0.534893 0.0583344 0.483853 0.267142 0.0560375 5
