#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.9558 1 0 1.56663e+09 2.71381e+06 1.16825e+09 1.75161e+09 1.16825e+09 0.3779 0.000223865 0.369799 0.108513 0.101363 0.640338 0.000225591 0.651198 0.101907 0.128116 0.861003 0.000169159 0.882617 0.0554446 0.100006 256600
62.6879 1 0 1.72493e+09 3.39903e+06 1.39649e+09 1.76342e+09 9.02545e+08 0.327124 0.000235537 0.319393 0.0922879 0.0843289 0.629821 0.000263322 0.642901 0.0923966 0.123582 0.851989 0.000208636 0.871598 0.0601715 0.0995194 169210
79.452 1 0 2.02554e+09 4.18106e+06 1.74201e+09 1.90202e+09 1.16406e+09 0.33115 0.000270118 0.324106 0.0891963 0.0829882 0.626123 0.000294227 0.639356 0.0887801 0.121431 0.83475 0.000256997 0.852851 0.0714492 0.109923 126846
98.9023 1 0 2.41709e+09 5.47082e+06 2.20847e+09 2.04749e+09 1.49151e+09 0.35149 0.000327245 0.345237 0.0889603 0.0848931 0.620261 0.000336215 0.635568 0.0783725 0.118866 0.807624 0.000323694 0.823214 0.0818797 0.117799 88265
124.45 1 0 2.91543e+09 8.40951e+06 2.80036e+09 2.19803e+09 1.97124e+09 0.371423 0.000426982 0.368076 0.0818521 0.084959 0.583541 0.000369912 0.588318 0.0678151 0.0804583 0.754567 0.000445016 0.76545 0.0901235 0.117974 48016
156.527 1 0 3.63765e+09 1.37571e+07 3.52252e+09 2.53738e+09 2.45725e+09 0.364736 0.000512546 0.363356 0.0692456 0.0743719 0.51601 0.000438793 0.514913 0.06143 0.0618318 0.666732 0.000615744 0.6663 0.102207 0.101949 25516
197.016 1 0 4.58847e+09 2.37323e+07 4.62622e+09 3.01444e+09 3.22973e+09 0.328507 0.000645603 0.327369 0.0634412 0.0668366 0.444995 0.000633645 0.443061 0.0622071 0.0617002 0.575061 0.000921774 0.569025 0.108562 0.0964181 12942
247.822 1 0 5.57951e+09 3.86997e+07 5.89302e+09 3.04871e+09 4.15101e+09 0.286635 0.000911239 0.283166 0.0642715 0.0633489 0.383979 0.000988933 0.378708 0.0695549 0.0645402 0.501017 0.0014948 0.481224 0.13688 0.0903643 6247
311.346 1 0 6.44242e+09 5.62716e+07 7.06049e+09 2.51078e+09 4.49802e+09 0.252473 0.00111539 0.250071 0.0568864 0.0548008 0.33704 0.00126938 0.335726 0.0584278 0.0620924 0.441062 0.00204399 0.422477 0.11552 0.0793096 2945
391.943 1 0 6.82481e+09 8.2664e+07 7.39254e+09 2.40993e+09 4.23264e+09 0.224384 0.00150459 0.219303 0.0527578 0.0450366 0.304822 0.00180547 0.302341 0.057391 0.0596735 0.40743 0.00274935 0.392611 0.100967 0.0726287 1259
491.828 1 0 6.89742e+09 1.14896e+08 7.14361e+09 2.34996e+09 2.88765e+09 0.206724 0.00192039 0.20453 0.0450571 0.0396437 0.287 0.00261145 0.284902 0.051933 0.0508004 0.396841 0.003846 0.391217 0.0943715 0.0793278 503
620.618 1 0 6.89981e+09 1.73435e+08 6.97729e+09 2.74843e+09 2.47472e+09 0.196645 0.00365946 0.189253 0.0375918 0.0346652 0.272358 0.00411546 0.266466 0.0522217 0.0427133 0.385094 0.00641976 0.376607 0.0839465 0.0801322 204
769.538 1 0 6.40179e+09 3.10245e+08 6.31028e+09 2.63144e+09 2.78776e+09 0.181815 0.00546582 0.176325 0.0445607 0.0309154 0.260879 0.00620037 0.263735 0.0444215 0.0563749 0.385347 0.00953295 0.387795 0.0708933 0.0917149 62
961.47 1 0 6.83462e+09 4.39966e+08 6.56062e+09 9.97441e+08 1.00104e+09 0.169422 0.0100354 0.166026 0.0445 0.031533 0.234353 0.0106093 0.223889 0.0599111 0.0364459 0.358299 0.0114395 0.370042 0.030958 0.0556191 11
1234.8 1 1 2.32608e+09 2.32608e+09 2.32608e+09 0 0 0.16482 0.16482 0.16482 0 0 0.246346 0.246346 0.246346 0 0 0.459568 0.459568 0.459568 0 0 1
