#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.53051e+07 0.0855615 0.0855615 0.0144831 0 0 0 0.261175 0.0102105 0.212074 0.276612 0.153788 374
1.63296e+08 0.0699088 0.0699088 0.0140796 0 0 0 0.253964 0.00984222 0.222886 0.220664 0.151442 329
2.53985e+08 0.0732218 0.0732218 0.0119275 0 0 0 0.260429 0.00889813 0.216083 0.266687 0.152501 478
4.02678e+08 0.0648415 0.0648415 0.00935411 0 0 0 0.248943 0.0073246 0.214041 0.257455 0.168625 694
6.36135e+08 0.0781726 0.080203 0.00889365 0 0 0 0.236066 0.00585012 0.201411 0.223053 0.159423 985
1.01021e+09 0.0639535 0.0664452 0.00746361 0 0 0 0.231106 0.00507974 0.189587 0.233004 0.147104 1204
1.60457e+09 0.0546139 0.0552417 0.00579408 0 0 0 0.227053 0.00434437 0.190589 0.217582 0.129116 1593
2.50759e+09 0.0582888 0.0593583 0.00556944 0 0 0 0.227311 0.00384758 0.193174 0.207971 0.137829 1870
4.00632e+09 0.0521306 0.0525839 0.00479632 0 0 0 0.219374 0.00355881 0.182646 0.217615 0.139114 2206
6.31342e+09 0.0395757 0.0399837 0.00400005 0 0 0 0.215476 0.00322313 0.18472 0.202272 0.143379 2451
1.0018e+10 0.0468455 0.0476011 0.00420768 0 0 0 0.207803 0.00292478 0.180146 0.191729 0.118935 2647
1.5947e+10 0.049118 0.0501557 0.0041476 0 0 0 0.203666 0.00282303 0.167968 0.20102 0.127251 2891
2.52822e+10 0.0476344 0.0479562 0.00386092 0 0 0 0.197207 0.00255557 0.173238 0.17324 0.13125 3107
3.98587e+10 0.0500778 0.0500778 0.00384719 0 0 0 0.19181 0.00250334 0.161791 0.18087 0.122419 3215
6.30168e+10 0.0419004 0.0422303 0.00368328 0 0 0 0.177927 0.00237432 0.151084 0.165192 0.111315 3031
9.92492e+10 0.0317274 0.0317274 0.00346957 0 0 0 0.173346 0.00250718 0.153931 0.150884 0.115665 2553
1.55179e+11 0.0179171 0.0179171 0.00313971 0 0 0 0.168472 0.00300181 0.137567 0.16621 0.0999178 1786
2.4255e+11 0.00995575 0.00995575 0.00330385 0 0 0 0.161558 0.00394291 0.13557 0.153872 0.0983434 904
3.74584e+11 0.00990099 0.00990099 0.00569738 0 0 0 0.153573 0.00637126 0.133359 0.136058 0.0957102 303
5.81162e+11 0 0 0 0 0 0 0.142836 0.0164673 0.132336 0.154257 0.0955118 35
8.77621e+11 0 0 0 0 0 0 0.0975542 0.0398529 0.0845155 0.114491 0.0725098 5
