#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.8741 0.000341426 0.000341426 1.72637e-05 0 0 0 0.000341838 5.22319e-06 0 0 0 1145197
62.8009 0.00074162 0.00074162 3.27312e-05 0 0 0 0.00079815 9.99377e-06 0 0 0 691729
79.6168 0.00297603 0.00298171 7.51631e-05 0 0 0 0.00231308 2.21016e-05 0 0 0 528221
98.2988 0.00791996 0.00797596 0.000162592 0 0 0 0.00513908 4.90382e-05 0 0 0 303537
123.671 0.0192577 0.0194858 0.0003992 0 0 0 0.0116132 0.000129867 0 0 0 122756
155.159 0.0388117 0.0395723 0.000940342 0 0 0 0.0251327 0.000335038 0 0.0380303 0 44703
194.839 0.0590571 0.0599235 0.00204755 0 0 0 0.0428622 0.000787574 0 0.0908463 0 13851
244.11 0.0780269 0.0807175 0.0048967 0 0 0 0.0586377 0.00177649 0 0.137176 0 3345
306.679 0.100313 0.105016 0.0127401 0 0 0 0.0762954 0.00478261 0.0162111 0.158402 0.0162111 638
382.095 0.153846 0.153846 0.0355508 0 0 0 0.12407 0.0154077 0.0512395 0.223031 0.0512395 104
491.504 0 0 0 0 0 0 0.155604 0.0539317 0.0879501 0.311422 0.0757656 11
719.45 0 0 0 0 0 0 0.61891 0.61891 0.61891 0 0 1
