#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.56093e+07 1 0 6.28096e+08 3.46955e+07 5.36715e+08 7.95898e+08 5.36715e+08 0.160074 0.00221152 0.153749 0.0491817 0.0328415 0.209761 0.00235467 0.212369 0.0423534 0.0465524 0.254638 0.00226428 0.258863 0.0368548 0.0474986 333
1.63265e+08 1 0 6.25947e+08 3.5937e+07 5.36715e+08 7.95898e+08 5.36715e+08 0.15987 0.00216068 0.158239 0.0357841 0.0320972 0.214808 0.00231012 0.211453 0.0466442 0.0356529 0.258939 0.00214449 0.261437 0.0382781 0.0406503 289
2.53843e+08 1 0 7.05729e+08 3.33914e+07 6.06006e+08 8.51102e+08 6.06006e+08 0.159057 0.0019338 0.154891 0.0408284 0.0338052 0.209385 0.00214625 0.207859 0.0478115 0.0454185 0.255558 0.00197342 0.262971 0.0328897 0.0502114 409
4.02611e+08 1 0 6.49468e+08 2.58341e+07 5.68287e+08 8.26888e+08 5.68287e+08 0.16198 0.00161386 0.159702 0.042941 0.0351748 0.215059 0.00170761 0.214731 0.0454948 0.0442659 0.259133 0.0016057 0.265253 0.0352147 0.0472098 616
6.34878e+08 1 0 6.0676e+08 2.05868e+07 5.36715e+08 7.32719e+08 5.36715e+08 0.165692 0.00129344 0.164664 0.0376694 0.0376953 0.218419 0.00140118 0.218506 0.043031 0.0410345 0.263433 0.00134201 0.270686 0.0325955 0.0510895 870
1.01056e+09 1 0 6.40881e+08 1.88464e+07 5.36715e+08 7.32719e+08 5.36715e+08 0.163538 0.0011874 0.160233 0.0411675 0.0361334 0.217862 0.00126649 0.217577 0.0454874 0.0415516 0.263192 0.00123181 0.27224 0.030648 0.0516011 1075
1.60603e+09 1 0 6.40687e+08 1.64321e+07 5.36715e+08 7.95898e+08 5.36715e+08 0.168824 0.00103868 0.16602 0.0420734 0.0382871 0.223279 0.00110714 0.224476 0.0446471 0.045683 0.265234 0.00103009 0.272636 0.0306668 0.0489009 1440
2.51369e+09 0.999405 0.000595238 6.64516e+08 1.45509e+07 6.06006e+08 6.63428e+08 6.06006e+08 0.170929 0.00098354 0.167124 0.0459118 0.0365387 0.224788 0.00100955 0.225525 0.0443552 0.0443422 0.267055 0.000941345 0.273753 0.0317273 0.0464097 1680
4.00609e+09 0.999489 0.000510986 6.77333e+08 1.42539e+07 6.06006e+08 7.26607e+08 6.06006e+08 0.174216 0.000902837 0.171386 0.0432641 0.0368174 0.228686 0.000952433 0.230535 0.0437646 0.0457843 0.27035 0.00087501 0.278294 0.0293719 0.0469038 1957
6.31181e+09 1 0 6.90718e+08 1.28384e+07 6.06006e+08 7.26607e+08 6.06006e+08 0.178897 0.000873155 0.175014 0.0475064 0.0366045 0.233262 0.00088658 0.235735 0.042128 0.0471855 0.271768 0.000814887 0.280262 0.0290203 0.0481225 2204
